post_id,platform,hour_of_day,day_of_week,is_weekend,user_id,followers,account_age_days,verified,topic,language,content_length,media_type,num_hashtags,sentiment_category,sentiment_positive,sentiment_negative,sentiment_neutral,toxicity_score,location,hour_sin,hour_cos,day_sin,day_cos,has_media,many_hashtags,long_content,sentiment_intensity,high_toxicity,popularity
YOU20250419000161,YouTube,16,5,1,user_230005,3,1334,0,Fashion,English,122,Text,4,Positive,0.918,0.059,0.023,0.0,North America,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,0,0,0.918,0,0
YOU20250419000162,YouTube,16,5,1,user_403479,14984,1813,0,Food,English,265,Text,2,Negative,0.135,0.879,0.0,65.3,Asia,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,0,1,0.879,0,1
YOU20250419000168,YouTube,16,5,1,user_183053,4004,245,0,Business,English,275,Video,1,Positive,0.67,0.098,0.232,0.0,Asia,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,1,0,1,0.67,0,0
YOU20250419000172,YouTube,16,5,1,user_451073,126,1820,0,Finance,Portuguese,78,Video,1,Negative,0.054,0.689,0.257,83.4,Africa,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,1,0,0,0.689,1,0
YOU20250419000186,YouTube,17,5,1,user_457365,515116,323,1,Technology,Spanish,54,Text,3,Positive,0.932,0.054,0.014,0.0,Unknown,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0,0,0,0.932,0,1
YOU20250419000190,YouTube,17,5,1,user_84557,12,2318,0,Climate,Arabic,170,Video,0,Positive,0.948,0.126,0.0,0.0,North America,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,1,0,1,0.948,0,0
YOU20250419000195,YouTube,17,5,1,user_486368,25071,2287,0,Travel,Japanese,158,Image,2,Neutral,0.22,0.085,0.695,0.0,Oceania,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,1,0,1,0.695,0,1
YOU20250419000204,YouTube,17,5,1,user_311743,47,947,0,Science,Korean,82,Image,2,Negative,0.136,0.789,0.076,73.0,North America,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,1,0,0,0.789,1,0
YOU20250419000205,YouTube,17,5,1,user_56760,34,3409,0,Gaming,Portuguese,222,Text,5,Positive,0.663,0.071,0.267,7.2,North America,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0,1,1,0.663,0,0
YOU20250419000208,YouTube,17,5,1,user_185321,14786,1151,0,Business,English,75,Image,2,Positive,0.694,0.027,0.279,0.0,Europe,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,1,0,0,0.694,0,1
YOU20250419000212,YouTube,17,5,1,user_328135,588884,3448,0,Climate,English,153,Video,3,Positive,0.942,0.087,0.0,31.5,South America,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,1,0,1,0.942,0,1
YOU20250419000230,YouTube,18,5,1,user_124951,4415,1010,0,Entertainment,Portuguese,262,Image,0,Positive,0.948,0.114,0.0,22.2,Africa,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,1,0,1,0.948,0,0
YOU20250419000236,YouTube,18,5,1,user_145078,39363,1132,0,Climate,English,205,Poll,5,Positive,0.855,0.069,0.076,0.0,North America,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,1,1,1,0.855,0,1
YOU20250419000239,YouTube,18,5,1,user_135090,2426,2655,0,Science,English,118,Image,2,Neutral,0.066,0.26,0.674,3.9,Unknown,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,1,0,0,0.674,0,0
YOU20250419000250,YouTube,18,5,1,user_78365,2597,2736,0,Politics,Chinese,281,Poll,2,Positive,0.785,0.101,0.113,25.1,Asia,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,1,0,1,0.785,0,0
YOU20250419000255,YouTube,18,5,1,user_273299,11231763,1538,1,Business,French,138,Link,1,Positive,0.712,0.037,0.251,0.0,North America,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,1,0,0,0.712,0,1
YOU20250419000258,YouTube,18,5,1,user_18152,16761,3510,0,Science,English,228,Video,1,Positive,0.74,0.042,0.218,35.7,Asia,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,1,0,1,0.74,0,1
YOU20250419000270,YouTube,19,5,1,user_407873,4773,3053,0,Climate,Arabic,97,Video,1,Negative,0.128,0.699,0.173,61.7,Asia,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,1,0,0,0.699,0,0
YOU20250419000279,YouTube,19,5,1,user_217975,50,1991,0,Science,English,273,Image,2,Positive,0.909,0.075,0.015,0.0,Asia,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,1,0,1,0.909,0,0
YOU20250419000288,YouTube,19,5,1,user_273178,4979,1429,0,AI/ML,Arabic,56,Link,0,Positive,0.852,0.089,0.059,1.6,Europe,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,1,0,0,0.852,0,1
YOU20250419000294,YouTube,19,5,1,user_34860,526084,3109,0,Food,Japanese,297,Image,3,Positive,0.888,0.098,0.014,2.2,Asia,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,1,0,1,0.888,0,1
YOU20250419000304,YouTube,19,5,1,user_449048,545,2819,0,AI/ML,Japanese,79,Link,4,Positive,0.924,0.057,0.019,22.8,North America,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,1,0,0,0.924,0,0
YOU20250419000307,YouTube,19,5,1,user_435097,1743,478,0,Technology,Portuguese,62,Text,3,Positive,0.895,0.023,0.082,0.0,North America,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,0,0,0,0.895,0,0
YOU20250419000313,YouTube,20,5,1,user_20711,130119,1411,1,Health,English,182,Video,2,Neutral,0.281,0.015,0.704,0.0,Europe,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1,0,1,0.704,0,1
YOU20250419000315,YouTube,20,5,1,user_15420,33992,1321,0,Food,English,279,Image,2,Positive,0.799,0.11,0.092,14.5,North America,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1,0,1,0.799,0,0
YOU20250419000316,YouTube,20,5,1,user_74992,196100,3490,0,Education,Japanese,198,Image,1,Positive,0.893,0.032,0.075,0.0,Europe,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1,0,1,0.893,0,1
YOU20250419000317,YouTube,20,5,1,user_469544,22972,677,0,Fashion,Japanese,269,Video,2,Positive,0.787,0.04,0.173,8.8,North America,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1,0,1,0.787,0,0
YOU20250419000318,YouTube,20,5,1,user_75504,1808,1619,0,Technology,French,100,Poll,2,Positive,0.627,0.022,0.35,7.6,North America,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1,0,0,0.627,0,0
YOU20250419000328,YouTube,20,5,1,user_499604,322,3237,0,Health,Spanish,209,Video,4,Positive,0.849,0.147,0.005,25.1,Unknown,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1,0,1,0.849,0,0
YOU20250419000348,YouTube,21,5,1,user_292830,807316,84,0,Science,English,232,Image,1,Positive,0.896,0.057,0.047,0.0,Asia,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,1,0,1,0.896,0,1
YOU20250419000362,YouTube,21,5,1,user_160727,10174,997,0,Sports,English,79,Video,1,Negative,0.106,0.768,0.126,55.4,North America,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,1,0,0,0.768,0,1
YOU20250419000368,YouTube,21,5,1,user_333036,23501,2521,0,Fashion,English,53,Poll,3,Neutral,0.227,0.0,0.773,23.4,North America,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,1,0,0,0.773,0,1
YOU20250419000369,YouTube,22,5,1,user_59223,951,2628,0,Education,Hindi,246,Video,0,Positive,0.815,0.139,0.045,35.4,North America,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,1,0,1,0.815,0,0
YOU20250419000372,YouTube,22,5,1,user_369435,4763821,2750,0,Politics,English,58,Text,3,Neutral,0.238,0.037,0.725,0.0,North America,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0,0,0,0.725,0,1
YOU20250419000374,YouTube,22,5,1,user_260581,71,2649,0,Health,English,253,Image,5,Neutral,0.097,0.226,0.677,28.9,Asia,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,1,1,1,0.677,0,0
YOU20250419000390,YouTube,22,5,1,user_226911,122964,2375,0,Technology,Spanish,114,Text,0,Positive,0.81,0.108,0.082,6.8,Asia,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0,0,0,0.81,0,1
YOU20250419000395,YouTube,23,5,1,user_76462,86,3218,0,Finance,English,299,Text,3,Positive,0.649,0.135,0.216,6.1,Unknown,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,0,0,1,0.649,0,0
YOU20250419000396,YouTube,23,5,1,user_206623,571,249,0,Finance,Chinese,205,Poll,4,Positive,0.672,0.046,0.281,0.0,Unknown,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,1,0,1,0.672,0,0
YOU20250420000405,YouTube,5,6,1,user_276884,2064,2233,0,Politics,Portuguese,188,Poll,0,Neutral,0.108,0.244,0.648,20.8,North America,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,1,0,1,0.648,0,0
YOU20250420000421,YouTube,9,6,1,user_464356,7785,2539,0,Health,German,180,Image,3,Neutral,0.28,0.054,0.665,10.2,Europe,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,1,0,1,0.665,0,0
YOU20250420000432,YouTube,10,6,1,user_348305,6733,2245,0,Fashion,English,227,Image,2,Neutral,0.258,0.0,0.8,0.0,North America,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,1,0,1,0.8,0,0
YOU20250420000433,YouTube,10,6,1,user_289876,19,3046,0,Finance,Arabic,81,Video,2,Negative,0.055,0.643,0.302,62.7,North America,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,1,0,0,0.643,0,0
YOU20250420000435,YouTube,10,6,1,user_95086,86724,1061,1,Sports,English,288,Text,2,Positive,0.832,0.106,0.062,18.5,Europe,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,0,1,0.832,0,1
YOU20250420000447,YouTube,11,6,1,user_14389,43,2700,0,Entertainment,Japanese,238,Image,0,Neutral,0.13,0.152,0.718,0.0,North America,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,1,0,1,0.718,0,0
YOU20250420000449,YouTube,11,6,1,user_117713,97,2955,0,Education,Chinese,124,Text,6,Neutral,0.072,0.111,0.818,21.8,North America,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0,1,0,0.818,0,0
YOU20250420000450,YouTube,11,6,1,user_215382,613,763,0,Technology,English,144,Image,1,Positive,0.919,0.112,0.0,0.0,Africa,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,1,0,0,0.919,0,0
YOU20250420000451,YouTube,11,6,1,user_29841,269,892,0,Entertainment,English,190,Image,5,Positive,0.895,0.132,0.0,44.4,Asia,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,1,1,1,0.895,0,0
YOU20250420000461,YouTube,11,6,1,user_65347,59241,2187,0,Business,English,256,Image,2,Positive,0.738,0.05,0.212,0.0,Africa,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,1,0,1,0.738,0,1
YOU20250420000464,YouTube,11,6,1,user_332174,197,3170,0,Sports,Spanish,242,Image,1,Neutral,0.285,0.0,0.834,0.0,Asia,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,1,0,1,0.834,0,0
YOU20250420000468,YouTube,12,6,1,user_494540,4769,837,0,Travel,English,132,Text,5,Neutral,0.253,0.089,0.658,0.0,Europe,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0,1,0,0.658,0,0
YOU20250420000469,YouTube,12,6,1,user_374478,109,2785,0,Food,English,55,Image,1,Negative,0.027,0.621,0.352,49.8,Asia,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,1,0,0,0.621,0,0
YOU20250420000470,YouTube,12,6,1,user_50269,270,1383,0,Sports,French,278,Image,0,Positive,0.614,0.148,0.237,16.9,Europe,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,1,0,1,0.614,0,0
YOU20250420000476,YouTube,12,6,1,user_161353,1668,1660,0,Politics,Spanish,288,Image,1,Negative,0.097,0.835,0.068,77.7,North America,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,1,0,1,0.835,1,0
YOU20250420000482,YouTube,12,6,1,user_485650,14321,1159,0,Education,English,265,Link,2,Positive,0.699,0.097,0.204,13.1,North America,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,1,0,1,0.699,0,0
YOU20250420000486,YouTube,12,6,1,user_476527,2422,986,0,Sports,Hindi,152,Text,1,Negative,0.078,0.902,0.019,81.9,Asia,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0,0,1,0.902,1,1
YOU20250420000494,YouTube,13,6,1,user_455240,224,121,0,Business,English,57,Image,2,Negative,0.083,0.9,0.017,89.8,Europe,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,1,0,0,0.9,1,0
YOU20250420000499,YouTube,13,6,1,user_352976,31603,841,0,Finance,English,118,Image,1,Positive,0.753,0.145,0.101,0.8,North America,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,1,0,0,0.753,0,1
YOU20250420000501,YouTube,13,6,1,user_34739,3441,352,0,Food,English,191,Video,2,Positive,0.848,0.14,0.012,0.0,Europe,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,1,0,1,0.848,0,1
YOU20250420000503,YouTube,13,6,1,user_337228,24317,892,0,Climate,Spanish,213,Image,0,Negative,0.08,0.715,0.205,62.8,Europe,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,1,0,1,0.715,0,0
YOU20250420000506,YouTube,13,6,1,user_148688,2,521,0,Gaming,English,142,Poll,1,Positive,0.924,0.108,0.0,0.0,Asia,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,1,0,0,0.924,0,0
YOU20250420000512,YouTube,13,6,1,user_316650,47669,1706,0,Fashion,English,52,Video,4,Positive,0.726,0.104,0.17,41.7,North America,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,1,0,0,0.726,0,1
YOU20250420000523,YouTube,13,6,1,user_221388,17352,114,0,Food,French,93,Text,6,Neutral,0.12,0.238,0.642,32.3,Africa,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0,1,0,0.642,0,1
YOU20250420000526,YouTube,13,6,1,user_274651,3839,2126,0,Health,Spanish,74,Link,0,Positive,0.914,0.083,0.003,6.9,Asia,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,1,0,0,0.914,0,0
YOU20250420000557,YouTube,14,6,1,user_139891,45563,2578,0,Technology,English,173,Text,1,Negative,0.033,0.918,0.049,76.4,Asia,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0,0,1,0.918,1,1
YOU20250420000558,YouTube,14,6,1,user_21247,172,790,0,Education,English,61,Poll,4,Positive,0.865,0.021,0.114,0.0,North America,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1,0,0,0.865,0,0
YOU20250420000565,YouTube,14,6,1,user_438705,19525,1534,0,Science,English,85,Image,2,Positive,0.777,0.132,0.091,0.0,Europe,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1,0,0,0.777,0,0
YOU20250420000570,YouTube,14,6,1,user_107869,44,1235,0,Technology,English,105,Image,1,Positive,0.736,0.097,0.167,15.9,Asia,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1,0,0,0.736,0,0
YOU20250420000572,YouTube,15,6,1,user_421651,128778,1166,0,Entertainment,French,266,Video,1,Neutral,0.191,0.125,0.683,3.4,South America,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,1,0,1,0.683,0,0
YOU20250420000580,YouTube,15,6,1,user_321048,58,2080,0,Gaming,French,184,Text,1,Negative,0.139,0.757,0.104,60.3,Asia,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0,0,1,0.757,0,0
YOU20250420000604,YouTube,15,6,1,user_190461,2260,2672,0,Food,Spanish,286,Text,1,Negative,0.049,0.87,0.081,72.3,Europe,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0,0,1,0.87,1,0
YOU20250420000614,YouTube,16,6,1,user_65806,5917,3225,0,Entertainment,English,183,Image,3,Negative,0.083,0.647,0.27,69.5,North America,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,0,1,0.647,0,0
YOU20250420000617,YouTube,16,6,1,user_38743,20220,2055,0,Technology,German,204,Link,2,Positive,0.668,0.127,0.205,0.0,Europe,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,0,1,0.668,0,0
YOU20250420000619,YouTube,16,6,1,user_355343,59,3188,0,Finance,Arabic,174,Video,5,Positive,0.64,0.019,0.341,1.8,Asia,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,1,0.64,0,0
YOU20250420000620,YouTube,16,6,1,user_293295,4820,1842,0,Science,English,197,Link,1,Negative,0.117,0.632,0.25,27.5,Europe,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,0,1,0.632,0,0
YOU20250420000631,YouTube,16,6,1,user_213154,852,3202,0,Science,English,287,Poll,3,Positive,0.918,0.05,0.032,21.8,Asia,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,0,1,0.918,0,0
YOU20250420000635,YouTube,16,6,1,user_105492,25,3318,0,Entertainment,English,290,Image,2,Neutral,0.114,0.112,0.774,7.9,South America,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,0,1,0.774,0,0
YOU20250420000638,YouTube,16,6,1,user_292652,174141,3249,0,Business,English,288,Text,2,Negative,0.091,0.861,0.048,66.3,Europe,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0,0,1,0.861,0,0
YOU20250420000639,YouTube,16,6,1,user_235448,27656,1235,0,Business,English,176,Text,3,Negative,0.126,0.637,0.237,77.9,Africa,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0,0,1,0.637,1,0
YOU20250420000647,YouTube,16,6,1,user_197960,458218,1231,0,Climate,English,66,Text,1,Negative,0.092,0.945,0.0,64.2,Oceania,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0,0,0,0.945,0,0
YOU20250420000651,YouTube,16,6,1,user_254034,107062,520,0,Finance,German,296,Image,3,Negative,0.053,0.868,0.078,91.1,North America,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,0,1,0.868,1,1
YOU20250420000666,YouTube,17,6,1,user_463557,18,1595,0,Politics,French,291,Text,3,Neutral,0.173,0.128,0.699,0.0,North America,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0,0,1,0.699,0,0
YOU20250420000670,YouTube,17,6,1,user_63721,1328,1839,0,Travel,Arabic,125,Image,0,Positive,0.773,0.138,0.089,10.7,North America,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,1,0,0,0.773,0,0
YOU20250420000676,YouTube,17,6,1,user_414778,168418,2012,0,Education,English,51,Poll,1,Positive,0.837,0.046,0.117,14.3,North America,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,1,0,0,0.837,0,1
YOU20250420000684,YouTube,17,6,1,user_387675,377,1042,0,Business,French,163,Video,5,Neutral,0.177,0.027,0.796,0.0,Oceania,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,1,1,1,0.796,0,0
YOU20250420000710,YouTube,18,6,1,user_420093,1270,2110,0,Food,Portuguese,190,Text,7,Neutral,0.116,0.272,0.612,18.1,Asia,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0,1,1,0.612,0,0
YOU20250420000720,YouTube,18,6,1,user_24943,84,547,0,Finance,English,101,Text,3,Neutral,0.188,0.071,0.741,0.0,Asia,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0,0,0,0.741,0,0
YOU20250420000728,YouTube,18,6,1,user_236017,17609,3033,0,Entertainment,English,64,Text,2,Positive,0.744,0.15,0.106,38.3,Asia,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0,0,0,0.744,0,0
YOU20250420000736,YouTube,18,6,1,user_259672,18098,3551,0,Fashion,English,62,Video,5,Positive,0.788,0.121,0.091,0.0,Asia,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,1,1,0,0.788,0,1
YOU20250420000744,YouTube,18,6,1,user_359599,47,242,0,Food,English,113,Link,3,Positive,0.821,0.098,0.081,0.0,North America,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,1,0,0,0.821,0,0
YOU20250420000748,YouTube,18,6,1,user_340102,1932261,1680,0,Food,English,286,Image,1,Negative,0.091,0.729,0.179,70.0,North America,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,1,0,1,0.729,1,1
YOU20250420000754,YouTube,18,6,1,user_273784,283,1237,0,Fashion,Korean,141,Text,2,Positive,0.654,0.134,0.212,15.0,Asia,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0,0,0,0.654,0,0
YOU20250420000756,YouTube,18,6,1,user_203646,2651,3413,0,Food,English,109,Link,0,Negative,0.082,0.912,0.006,83.5,North America,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,1,0,0,0.912,1,0
YOU20250420000771,YouTube,18,6,1,user_295788,33,331,0,Technology,Portuguese,90,Link,0,Positive,0.7,0.109,0.191,0.0,North America,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,1,0,0,0.7,0,0
YOU20250420000786,YouTube,19,6,1,user_180061,77,747,0,Technology,English,242,Text,2,Positive,0.696,0.092,0.212,0.0,Asia,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0,0,1,0.696,0,0
YOU20250420000790,YouTube,19,6,1,user_66775,4332,1073,0,Climate,Spanish,75,Link,2,Positive,0.699,0.066,0.235,13.0,Asia,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,1,0,0,0.699,0,0
YOU20250420000792,YouTube,19,6,1,user_487058,105551,2723,0,Politics,Hindi,264,Text,3,Positive,0.646,0.109,0.245,9.9,Asia,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0,0,1,0.646,0,0
YOU20250420000793,YouTube,19,6,1,user_198015,3809,588,0,Finance,Arabic,146,Video,3,Negative,0.071,0.722,0.208,57.0,Asia,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,1,0,1,0.722,0,0
