Id,Label,topic,language,media_type,location,followers,popularity,user_id
TWI20250419000197,TWI20250419000197,Entertainment,English,Poll,Asia,190,0,user_333117
TWI20250419000201,TWI20250419000201,Fashion,Portuguese,Text,Europe,849,1,user_186214
TWI20250419000202,TWI20250419000202,Gaming,Portuguese,Text,South America,152,0,user_49629
TWI20250419000209,TWI20250419000209,Fashion,English,Image,North America,50,0,user_46221
TWI20250419000214,TWI20250419000214,Sports,Portuguese,Image,North America,9998,1,user_142174
TWI20250419000227,TWI20250419000227,Politics,Spanish,Image,North America,1600,0,user_135161
TWI20250419000228,TWI20250419000228,Food,English,Text,Asia,77,0,user_391910
TWI20250419000229,TWI20250419000229,Education,Spanish,Text,Asia,9556,1,user_429598
TWI20250419000233,TWI20250419000233,Science,English,Image,Europe,26,0,user_65624
TWI20250419000238,TWI20250419000238,Food,English,Video,Asia,74,0,user_156650
TWI20250419000240,TWI20250419000240,Climate,English,Video,Europe,170,0,user_228233
TWI20250419000241,TWI20250419000241,Business,English,Text,Asia,0,0,user_312131
TWI20250419000242,TWI20250419000242,Entertainment,Spanish,Video,North America,1900,0,user_219703
TWI20250419000246,TWI20250419000246,Education,English,Text,Asia,5131,1,user_152718
TWI20250419000252,TWI20250419000252,Climate,English,Video,Asia,31,0,user_316767
TWI20250419000254,TWI20250419000254,AI/ML,English,Image,North America,3899,1,user_414930
TWI20250419000257,TWI20250419000257,Politics,Portuguese,Text,Unknown,12,0,user_92394
TWI20250419000264,TWI20250419000264,Finance,English,Image,North America,154,0,user_282016
TWI20250419000266,TWI20250419000266,Sports,Portuguese,Text,South America,3276,1,user_37319
TWI20250419000267,TWI20250419000267,Business,Japanese,Video,North America,342,0,user_184335
TWI20250419000269,TWI20250419000269,Health,Spanish,Image,North America,49,0,user_119464
TWI20250419000272,TWI20250419000272,Science,English,Video,Asia,411433,1,user_459824
TWI20250419000273,TWI20250419000273,Business,Portuguese,Video,North America,344,0,user_111832
TWI20250419000276,TWI20250419000276,Finance,Hindi,Video,Europe,990,0,user_237148
TWI20250419000277,TWI20250419000277,Gaming,Spanish,Text,North America,40,0,user_218582
TWI20250419000282,TWI20250419000282,Travel,English,Video,Europe,2075,1,user_140930
TWI20250419000283,TWI20250419000283,Travel,English,Image,Europe,46,0,user_112890
TWI20250419000285,TWI20250419000285,Climate,English,Image,Oceania,5435,0,user_98281
TWI20250419000289,TWI20250419000289,Science,Portuguese,Video,North America,33,0,user_495251
TWI20250419000291,TWI20250419000291,Gaming,Arabic,Image,South America,202,0,user_243278
TWI20250419000292,TWI20250419000292,Sports,Spanish,Image,Europe,391,0,user_98437
TWI20250419000298,TWI20250419000298,Business,Spanish,Text,Asia,138,0,user_196215
TWI20250419000299,TWI20250419000299,Gaming,English,Video,Africa,1160,0,user_433334
TWI20250419000303,TWI20250419000303,Travel,English,Text,Asia,112,0,user_369925
TWI20250419000305,TWI20250419000305,Travel,Spanish,Text,Asia,380,0,user_337479
TWI20250419000306,TWI20250419000306,Education,Portuguese,Text,North America,2889,1,user_248716
TWI20250419000308,TWI20250419000308,Climate,English,Text,South America,2281,0,user_424534
TWI20250419000310,TWI20250419000310,Finance,English,Link,Asia,15976,0,user_302771
TWI20250419000321,TWI20250419000321,Sports,English,Video,Unknown,31,0,user_383427
TWI20250419000322,TWI20250419000322,Business,Portuguese,Link,Asia,28,0,user_467935
TWI20250419000324,TWI20250419000324,Sports,English,Link,Asia,188,0,user_182833
TWI20250419000326,TWI20250419000326,Entertainment,Spanish,Text,Africa,1260,0,user_215628
TWI20250419000331,TWI20250419000331,Fashion,Spanish,Image,North America,10667,1,user_455216
TWI20250419000334,TWI20250419000334,Finance,Chinese,Video,North America,8552,0,user_368919
TWI20250419000335,TWI20250419000335,Science,English,Video,North America,606,0,user_444442
TWI20250419000336,TWI20250419000336,AI/ML,English,Link,North America,5963,0,user_45073
TWI20250419000338,TWI20250419000338,Climate,Portuguese,Text,Asia,4,0,user_153532
TWI20250419000342,TWI20250419000342,Technology,English,Text,Europe,247,0,user_229945
TWI20250419000349,TWI20250419000349,Climate,Japanese,Video,Asia,155,0,user_416034
TWI20250419000354,TWI20250419000354,Business,English,Text,Europe,272,0,user_361654
TWI20250419000356,TWI20250419000356,Entertainment,English,Image,Asia,328,0,user_189739
TWI20250419000361,TWI20250419000361,Food,Spanish,Video,Asia,842,0,user_63028
TWI20250419000363,TWI20250419000363,Finance,German,Image,Europe,6011,0,user_385718
TWI20250419000364,TWI20250419000364,Finance,Spanish,Video,Europe,140,0,user_328904
TWI20250419000365,TWI20250419000365,Technology,English,Video,North America,19,0,user_43656
TWI20250419000370,TWI20250419000370,Business,English,Text,Europe,29,0,user_243354
TWI20250419000371,TWI20250419000371,Food,Portuguese,Text,Africa,3495,0,user_392586
TWI20250419000375,TWI20250419000375,Education,English,Text,North America,95,0,user_62096
TWI20250419000381,TWI20250419000381,Education,English,Text,South America,205,0,user_192157
TWI20250419000383,TWI20250419000383,Food,English,Link,Asia,1440,0,user_26141
TWI20250419000385,TWI20250419000385,Science,Japanese,Link,Asia,4,0,user_377302
TWI20250419000387,TWI20250419000387,Climate,Portuguese,Image,Asia,84479,1,user_247327
TWI20250419000389,TWI20250419000389,Food,English,Video,Europe,531,0,user_271456
TWI20250419000391,TWI20250419000391,Science,English,Video,North America,9402,0,user_136010
TWI20250419000397,TWI20250419000397,Sports,Spanish,Text,North America,55,0,user_362829
TWI20250419000398,TWI20250419000398,Fashion,German,Video,North America,41,0,user_124227
TWI20250419000401,TWI20250419000401,Food,English,Image,Europe,1954,0,user_219925
TWI20250420000403,TWI20250420000403,Science,English,Link,Europe,4118,1,user_16830
TWI20250420000404,TWI20250420000404,Gaming,English,Poll,Unknown,58,0,user_43717
TWI20250420000410,TWI20250420000410,Food,English,Link,Africa,431,0,user_60425
TWI20250420000412,TWI20250420000412,Entertainment,English,Image,Asia,128,0,user_31380
TWI20250420000429,TWI20250420000429,Travel,English,Video,Asia,225,0,user_90022
TWI20250420000434,TWI20250420000434,Sports,French,Text,Asia,922,0,user_313327
TWI20250420000444,TWI20250420000444,Business,English,Image,North America,55,0,user_316824
TWI20250420000448,TWI20250420000448,Finance,English,Text,Europe,318,0,user_227080
TWI20250420000453,TWI20250420000453,Science,French,Text,Asia,241,0,user_124658
TWI20250420000454,TWI20250420000454,Education,English,Image,Asia,4104,1,user_75630
TWI20250420000455,TWI20250420000455,Entertainment,Arabic,Text,North America,766,0,user_481439
TWI20250420000462,TWI20250420000462,AI/ML,English,Image,Europe,471,0,user_444498
TWI20250420000466,TWI20250420000466,Science,English,Poll,South America,595,0,user_94310
TWI20250420000478,TWI20250420000478,Travel,English,Text,Asia,8968,0,user_266743
TWI20250420000479,TWI20250420000479,Science,English,Image,Europe,57344,1,user_161629
TWI20250420000489,TWI20250420000489,Health,Portuguese,Link,Africa,2146,0,user_29222
TWI20250420000500,TWI20250420000500,Gaming,English,Video,Asia,8445,1,user_88519
TWI20250420000505,TWI20250420000505,Technology,English,Text,Europe,44,0,user_312113
TWI20250420000508,TWI20250420000508,Politics,English,Link,North America,124,0,user_69194
TWI20250420000514,TWI20250420000514,Education,German,Image,North America,219,1,user_316078
TWI20250420000517,TWI20250420000517,Health,English,Video,North America,37446,1,user_86520
TWI20250420000522,TWI20250420000522,Politics,English,Video,North America,76,0,user_492296
TWI20250420000525,TWI20250420000525,Business,English,Image,North America,1805,0,user_19240
TWI20250420000528,TWI20250420000528,Climate,German,Image,Europe,14,0,user_68885
TWI20250420000535,TWI20250420000535,Fashion,German,Video,Europe,274,0,user_377529
TWI20250420000542,TWI20250420000542,Science,English,Video,Asia,14343,1,user_330475
TWI20250420000543,TWI20250420000543,Finance,English,Text,Asia,737,0,user_104460
TWI20250420000550,TWI20250420000550,Entertainment,English,Image,North America,83296,1,user_199358
TWI20250420000560,TWI20250420000560,Finance,Spanish,Image,Asia,23,0,user_261482
TWI20250420000561,TWI20250420000561,Business,English,Image,Europe,14,0,user_63433
TWI20250420000569,TWI20250420000569,Education,Arabic,Text,Unknown,4,0,user_105525
TWI20250420000574,TWI20250420000574,AI/ML,Spanish,Text,North America,13,0,user_250906
TWI20250420000576,TWI20250420000576,Technology,Portuguese,Image,Europe,3,0,user_406316
TWI20250420000577,TWI20250420000577,Entertainment,Portuguese,Text,North America,464,0,user_173576
TWI20250420000578,TWI20250420000578,Health,French,Text,Asia,448,0,user_208978
TWI20250420000579,TWI20250420000579,Climate,Portuguese,Text,North America,172455,1,user_319579
TWI20250420000586,TWI20250420000586,Sports,Japanese,Image,Asia,4983,1,user_156236
TWI20250420000599,TWI20250420000599,Sports,Portuguese,Text,North America,55,0,user_159579
TWI20250420000603,TWI20250420000603,Travel,English,Image,Europe,43,0,user_11454
TWI20250420000605,TWI20250420000605,Technology,French,Text,South America,183,0,user_182936
TWI20250420000611,TWI20250420000611,Entertainment,English,Link,Asia,175647,0,user_154284
TWI20250420000622,TWI20250420000622,Science,English,Text,North America,31,0,user_360865
TWI20250420000625,TWI20250420000625,Technology,English,Image,Europe,58422,1,user_399830
TWI20250420000627,TWI20250420000627,Sports,English,Video,North America,980,0,user_418299
TWI20250420000630,TWI20250420000630,Gaming,English,Video,Asia,798,0,user_222164
TWI20250420000637,TWI20250420000637,Food,English,Image,Asia,73,0,user_279492
TWI20250420000644,TWI20250420000644,Entertainment,English,Text,North America,381,0,user_348810
TWI20250420000648,TWI20250420000648,Climate,Spanish,Link,Asia,3898,0,user_257357
TWI20250420000652,TWI20250420000652,Fashion,Portuguese,Text,Oceania,243,0,user_151073
TWI20250420000653,TWI20250420000653,Education,English,Video,Europe,774,0,user_205903
TWI20250420000664,TWI20250420000664,Politics,English,Video,North America,12819,1,user_87321
TWI20250420000668,TWI20250420000668,Food,German,Text,Europe,1212,0,user_171210
TWI20250420000674,TWI20250420000674,Gaming,Portuguese,Image,North America,894,0,user_64013
TWI20250420000679,TWI20250420000679,Food,Arabic,Video,North America,528,0,user_13352
TWI20250420000682,TWI20250420000682,Climate,Chinese,Video,Europe,391,0,user_117568
TWI20250420000686,TWI20250420000686,Sports,French,Text,Asia,323,0,user_255975
TWI20250420000688,TWI20250420000688,Sports,English,Video,Europe,190,0,user_142105
TWI20250420000690,TWI20250420000690,Food,English,Image,Europe,996,0,user_187517
TWI20250420000691,TWI20250420000691,Politics,Japanese,Link,North America,337,1,user_78448
TWI20250420000692,TWI20250420000692,Sports,English,Image,Asia,14373,1,user_481611
TWI20250420000697,TWI20250420000697,Entertainment,Spanish,Image,North America,147,0,user_40263
TWI20250420000701,TWI20250420000701,Finance,English,Video,North America,505,1,user_390069
TWI20250420000702,TWI20250420000702,Sports,English,Video,North America,661,0,user_259333
TWI20250420000703,TWI20250420000703,Finance,Chinese,Text,Oceania,0,0,user_352530
TWI20250420000705,TWI20250420000705,Business,French,Video,North America,2621,1,user_308161
TWI20250420000707,TWI20250420000707,AI/ML,Chinese,Image,South America,24688,1,user_60621
TWI20250420000708,TWI20250420000708,Health,Spanish,Video,Europe,25926,0,user_437140
TWI20250420000709,TWI20250420000709,Sports,English,Text,Asia,4324,1,user_382992
TWI20250420000713,TWI20250420000713,Science,Arabic,Text,Europe,20165,1,user_452494
TWI20250420000716,TWI20250420000716,AI/ML,Hindi,Text,Europe,7475,1,user_298240
TWI20250420000717,TWI20250420000717,Gaming,English,Link,North America,3,0,user_280658
TWI20250420000722,TWI20250420000722,Gaming,Portuguese,Link,North America,25,0,user_461182
TWI20250420000725,TWI20250420000725,Technology,English,Poll,North America,198,0,user_418693
TWI20250420000729,TWI20250420000729,Food,English,Image,Asia,212,0,user_251417
TWI20250420000730,TWI20250420000730,AI/ML,English,Image,North America,11593,0,user_44679
TWI20250420000733,TWI20250420000733,Fashion,English,Text,Europe,61,0,user_17185
TWI20250420000737,TWI20250420000737,Gaming,Portuguese,Video,North America,1100,0,user_364651
TWI20250420000738,TWI20250420000738,Fashion,English,Link,Europe,2475,0,user_394757
TWI20250420000739,TWI20250420000739,AI/ML,English,Link,South America,8,0,user_262498
TWI20250420000740,TWI20250420000740,Politics,Spanish,Link,North America,436,0,user_400664
TWI20250420000742,TWI20250420000742,Travel,English,Video,North America,283,0,user_88792
TWI20250420000745,TWI20250420000745,Sports,Arabic,Poll,Unknown,2566,1,user_3472
TWI20250420000746,TWI20250420000746,Food,French,Video,Asia,369,0,user_458979
TWI20250420000752,TWI20250420000752,Finance,English,Image,Europe,2167,0,user_289897
TWI20250420000753,TWI20250420000753,Science,French,Image,Europe,639,0,user_439767
TWI20250420000755,TWI20250420000755,Gaming,Portuguese,Image,Europe,12,0,user_336363
TWI20250420000757,TWI20250420000757,Science,English,Image,Europe,248,0,user_481052
TWI20250420000760,TWI20250420000760,Technology,English,Image,Oceania,263,0,user_115541
TWI20250420000761,TWI20250420000761,Gaming,English,Link,Europe,46,0,user_401237
TWI20250420000762,TWI20250420000762,Finance,English,Image,North America,135,0,user_440284
TWI20250420000768,TWI20250420000768,Sports,Japanese,Text,North America,394,0,user_421282
TWI20250420000769,TWI20250420000769,Food,English,Text,Europe,73,0,user_493278
TWI20250420000773,TWI20250420000773,Food,Japanese,Text,Europe,6972,1,user_180466
TWI20250420000776,TWI20250420000776,Education,English,Image,Europe,1266,0,user_39343
TWI20250420000780,TWI20250420000780,AI/ML,English,Image,North America,3007,0,user_15509
TWI20250420000785,TWI20250420000785,Finance,Spanish,Text,North America,3198,0,user_347053
TWI20250420000795,TWI20250420000795,Education,Korean,Text,Asia,8959,0,user_426759
TWI20250420000797,TWI20250420000797,Sports,English,Image,North America,36,0,user_429159
TWI20250420000798,TWI20250420000798,Entertainment,English,Video,Europe,167,0,user_442035
TWI20250420000800,TWI20250420000800,Technology,Arabic,Poll,Europe,2239,0,user_451022
TWI20250420000807,TWI20250420000807,AI/ML,Spanish,Text,Europe,14342,1,user_64924
TWI20250420000808,TWI20250420000808,Education,English,Image,Europe,2101,1,user_342891
TWI20250420000812,TWI20250420000812,AI/ML,French,Text,Africa,4,0,user_328170
TWI20250420000821,TWI20250420000821,Science,French,Text,Asia,99,0,user_241817
TWI20250420000823,TWI20250420000823,Travel,English,Text,Asia,10,0,user_163022
TWI20250420000824,TWI20250420000824,Science,Spanish,Link,Asia,68,0,user_320941
TWI20250420000825,TWI20250420000825,Food,English,Text,North America,4395,1,user_384619
TWI20250420000826,TWI20250420000826,Politics,English,Image,Europe,1912,0,user_27440
TWI20250420000835,TWI20250420000835,AI/ML,English,Link,North America,19114,1,user_332712
TWI20250420000840,TWI20250420000840,Travel,Portuguese,Video,North America,13,0,user_432279
TWI20250420000842,TWI20250420000842,Climate,Portuguese,Text,Europe,208,0,user_209930
TWI20250420000843,TWI20250420000843,Health,English,Image,Unknown,121,0,user_91432
TWI20250420000844,TWI20250420000844,Sports,Portuguese,Video,North America,225,0,user_282965
TWI20250420000846,TWI20250420000846,AI/ML,English,Image,Oceania,9975,1,user_436217
TWI20250420000847,TWI20250420000847,Gaming,Portuguese,Text,Europe,204,0,user_410462
TWI20250420000852,TWI20250420000852,Health,English,Link,North America,2,0,user_33778
TWI20250420000856,TWI20250420000856,Entertainment,English,Image,Europe,3897,0,user_253319
TWI20250420000858,TWI20250420000858,Science,English,Image,Asia,203,0,user_75125
TWI20250420000860,TWI20250420000860,Finance,Spanish,Text,South America,118,0,user_417946
TWI20250420000861,TWI20250420000861,Food,English,Image,Asia,16,0,user_456008
TWI20250420000863,TWI20250420000863,Entertainment,French,Image,North America,348,0,user_93331
TWI20250420000866,TWI20250420000866,Gaming,Spanish,Text,North America,565,0,user_227858
TWI20250420000868,TWI20250420000868,Politics,English,Link,North America,21195,1,user_58477
TWI20250420000874,TWI20250420000874,Entertainment,English,Image,North America,581,0,user_320970
TWI20250420000877,TWI20250420000877,AI/ML,English,Text,Asia,58,0,user_436108
TWI20250420000879,TWI20250420000879,Business,English,Text,Europe,1979,0,user_325359
TWI20250420000880,TWI20250420000880,Finance,Spanish,Image,Asia,41,0,user_461902
TWI20250420000884,TWI20250420000884,Food,French,Text,Europe,951,0,user_221286
TWI20250420000889,TWI20250420000889,Business,English,Video,North America,600,0,user_393100
TWI20250420000891,TWI20250420000891,Gaming,English,Poll,Unknown,505,0,user_176000
TWI20250420000894,TWI20250420000894,Business,English,Image,North America,68,0,user_248262
TWI20250420000899,TWI20250420000899,Gaming,English,Link,Europe,46,0,user_474866
TWI20250420000901,TWI20250420000901,Finance,English,Text,Asia,87,0,user_329641
TWI20250420000915,TWI20250420000915,Technology,English,Video,Asia,581,0,user_231222
TWI20250420000916,TWI20250420000916,Politics,German,Text,Oceania,117,0,user_477807
TWI20250420000918,TWI20250420000918,Climate,English,Link,North America,6212,1,user_12916
TWI20250420000922,TWI20250420000922,Fashion,Portuguese,Poll,Asia,40,0,user_345184
TWI20250420000924,TWI20250420000924,Business,Arabic,Text,Asia,54153,1,user_378191
TWI20250420000927,TWI20250420000927,Sports,Japanese,Text,North America,115030,1,user_216560
TWI20250420000932,TWI20250420000932,Fashion,English,Video,Europe,302,0,user_39925
TWI20250420000940,TWI20250420000940,AI/ML,English,Video,Asia,326748,1,user_123717
TWI20250420000945,TWI20250420000945,AI/ML,English,Text,North America,1279,0,user_271072
TWI20250420000946,TWI20250420000946,Science,English,Text,North America,8528,1,user_359283
TWI20250420000947,TWI20250420000947,Fashion,German,Text,Asia,300809,1,user_336036
TWI20250420000948,TWI20250420000948,Science,Hindi,Video,Asia,104,0,user_106091
TWI20250420000950,TWI20250420000950,Politics,Portuguese,Text,South America,98,0,user_44524
TWI20250420000952,TWI20250420000952,Education,French,Video,Oceania,6017,0,user_33084
TWI20250420000954,TWI20250420000954,Entertainment,Chinese,Video,Asia,12155,1,user_479721
TWI20250420000956,TWI20250420000956,AI/ML,Spanish,Image,Asia,1564,0,user_135193
TWI20250420000959,TWI20250420000959,Gaming,Spanish,Image,Europe,88,0,user_119547
TWI20250420000962,TWI20250420000962,Education,Korean,Text,South America,303,0,user_408840
TWI20250420000967,TWI20250420000967,Travel,English,Image,Oceania,6002,1,user_399239
TWI20250420000970,TWI20250420000970,Gaming,English,Text,North America,567,0,user_440890
TWI20250420000971,TWI20250420000971,Entertainment,English,Image,North America,6761,0,user_176004
TWI20250420000979,TWI20250420000979,Travel,Spanish,Text,Asia,1016,0,user_51018
TWI20250420000981,TWI20250420000981,Entertainment,Spanish,Image,Europe,1169,0,user_196095
TWI20250420000987,TWI20250420000987,Business,German,Image,Asia,218,0,user_490498
TWI20250420000996,TWI20250420000996,Technology,English,Image,Europe,47,0,user_207160
TWI20250420001003,TWI20250420001003,Business,Portuguese,Text,Asia,8017,0,user_235811
TWI20250420001004,TWI20250420001004,Travel,Spanish,Link,Asia,47326,1,user_191783
TWI20250420001007,TWI20250420001007,Technology,French,Text,North America,224,0,user_11314
TWI20250420001008,TWI20250420001008,Fashion,Portuguese,Text,Europe,13472,1,user_382453
TWI20250420001009,TWI20250420001009,AI/ML,Portuguese,Link,Europe,23565,1,user_222458
TWI20250420001012,TWI20250420001012,Education,Spanish,Image,North America,211,0,user_230383
TWI20250421001019,TWI20250421001019,Finance,Korean,Video,Africa,12,0,user_396981
TWI20250421001023,TWI20250421001023,Education,English,Text,Asia,295,0,user_320883
TWI20250421001026,TWI20250421001026,Climate,English,Text,North America,5854,1,user_383318
TWI20250421001027,TWI20250421001027,Travel,Chinese,Video,Asia,49,0,user_476544
TWI20250421001031,TWI20250421001031,Business,Arabic,Video,North America,10606,1,user_8703
TWI20250421001032,TWI20250421001032,Gaming,English,Image,Europe,7603,1,user_294124
TWI20250421001034,TWI20250421001034,Travel,English,Text,Asia,29,0,user_86007
TWI20250421001039,TWI20250421001039,Health,Spanish,Text,Europe,1969,0,user_50949
TWI20250421001041,TWI20250421001041,Business,English,Video,Europe,767,0,user_468756
TWI20250421001042,TWI20250421001042,Finance,English,Link,North America,6,0,user_31620
TWI20250421001044,TWI20250421001044,Education,English,Image,Asia,1,0,user_385854
TWI20250421001046,TWI20250421001046,Entertainment,English,Image,North America,816,0,user_412154
TWI20250421001047,TWI20250421001047,Politics,Portuguese,Image,Europe,104,0,user_94603
TWI20250421001051,TWI20250421001051,Politics,English,Image,Europe,607,0,user_143477
TWI20250421001052,TWI20250421001052,Gaming,Portuguese,Image,Asia,80,0,user_441987
TWI20250421001055,TWI20250421001055,Finance,English,Video,Africa,29542,1,user_407262
TWI20250421001058,TWI20250421001058,Business,English,Text,Asia,815,0,user_305232
TWI20250421001066,TWI20250421001066,Science,English,Text,North America,1342,1,user_137877
TWI20250421001070,TWI20250421001070,Food,English,Text,North America,13301,1,user_417917
TWI20250421001071,TWI20250421001071,Entertainment,Spanish,Text,Africa,3371,0,user_31970
TWI20250421001072,TWI20250421001072,Politics,French,Text,North America,260,0,user_73528
TWI20250421001077,TWI20250421001077,Finance,English,Video,North America,1,0,user_150191
TWI20250421001084,TWI20250421001084,AI/ML,English,Image,Oceania,789,0,user_186596
TWI20250421001085,TWI20250421001085,Politics,English,Text,North America,2929,0,user_272885
TWI20250421001094,TWI20250421001094,Gaming,Spanish,Text,Africa,557,1,user_125678
TWI20250421001101,TWI20250421001101,Food,English,Text,North America,18645,1,user_54308
TWI20250421001102,TWI20250421001102,Technology,English,Text,Asia,128243,1,user_172861
TWI20250421001103,TWI20250421001103,Finance,English,Text,Asia,94,0,user_267178
TWI20250421001105,TWI20250421001105,Health,English,Image,North America,30,0,user_27618
TWI20250421001113,TWI20250421001113,Gaming,Spanish,Text,Europe,19,0,user_97035
TWI20250421001114,TWI20250421001114,Health,English,Text,North America,39,0,user_242091
TWI20250421001118,TWI20250421001118,Fashion,English,Image,Unknown,88,0,user_327374
TWI20250421001121,TWI20250421001121,Health,French,Poll,North America,114,0,user_393515
TWI20250421001124,TWI20250421001124,Finance,English,Link,South America,2581,0,user_390623
TWI20250421001127,TWI20250421001127,Technology,French,Video,Asia,1131,1,user_475165
TWI20250421001133,TWI20250421001133,Health,English,Image,North America,437,0,user_238358
TWI20250421001134,TWI20250421001134,Fashion,Korean,Text,North America,15,0,user_247318
TWI20250421001143,TWI20250421001143,Food,French,Link,Europe,85729,0,user_314046
TWI20250421001146,TWI20250421001146,Education,English,Image,Unknown,524,0,user_287237
TWI20250421001147,TWI20250421001147,AI/ML,Japanese,Text,Asia,935,0,user_403771
TWI20250421001148,TWI20250421001148,Business,English,Image,Europe,3,0,user_287941
TWI20250421001152,TWI20250421001152,Politics,English,Video,North America,6302,0,user_406607
TWI20250421001153,TWI20250421001153,Education,Korean,Image,South America,863,0,user_356976
TWI20250421001161,TWI20250421001161,Fashion,English,Text,North America,1170,0,user_228864
TWI20250421001163,TWI20250421001163,Health,English,Image,Asia,203,0,user_196826
