Id,topic,language,media_type,location,followers,popularity,user_id,pageranks,Authority,Hub,Degree,Weighted Degree,modularity_class
FAC20250421001135,Education,English,Image,Europe,5,0,user_296652,0.000148,0.013832,0.013832,367,1197,2
FAC20250421001158,Sports,French,Image,North America,18,0,user_187602,0.000085,0.002932,0.002932,165,507,5
FAC20250421001164,Gaming,Spanish,Text,Asia,2657,1,user_64780,0.000113,0.005681,0.005681,246,769,13
FAC20250421001183,Health,French,Poll,Unknown,4833,1,user_422406,0.000057,0.002112,0.002112,88,269,7
FAC20250421001198,Health,Spanish,Image,Europe,687,0,user_111135,0.000113,0.007669,0.007669,251,787,7
FAC20250421001220,Entertainment,Chinese,Image,Europe,939,0,user_454266,0.000101,0.00923,0.00923,224,693,6
FAC20250421001252,Climate,English,Image,North America,905,0,user_457669,0.000179,0.012341,0.012341,433,1393,0
FAC20250421001267,Business,English,Link,South America,425,0,user_295146,0.000141,0.01061,0.01061,337,1053,11
FAC20250421001272,Travel,Portuguese,Image,Asia,4393,0,user_473516,0.000096,0.005363,0.005363,200,628,8
FAC20250421001278,Gaming,Chinese,Image,Europe,296,0,user_99193,0.000093,0.00417,0.00417,190,587,13
FAC20250421001283,Health,Portuguese,Text,Europe,3956,0,user_77009,0.000112,0.008583,0.008583,251,779,7
FAC20250421001364,Entertainment,Spanish,Image,Europe,2753,1,user_67232,0.00012,0.010223,0.010223,273,861,6
FAC20250421001389,Business,English,Video,Unknown,549,0,user_441108,0.000164,0.012681,0.012681,401,1272,11
FAC20250421001461,Science,English,Image,Europe,1735,0,user_196012,0.000178,0.010513,0.010513,425,1370,14
FAC20250421001464,Fashion,English,Image,Europe,3009,0,user_473058,0.000165,0.012272,0.012272,404,1324,9
FAC20250421001501,Business,English,Link,Europe,389,0,user_166987,0.000141,0.010651,0.010651,336,1049,11
FAC20250421001520,Travel,Portuguese,Text,Europe,318,0,user_167222,0.000113,0.007376,0.007376,252,791,8
FAC20250421001523,Education,English,Text,North America,3710,0,user_458837,0.000186,0.018169,0.018169,475,1544,2
FAC20250421001524,Sports,English,Text,Africa,32,0,user_198065,0.000158,0.008813,0.008812,371,1208,5
FAC20250421001531,Climate,Arabic,Text,North America,1668,0,user_477655,0.000104,0.004741,0.004741,220,679,0
FAC20250421001565,Education,Chinese,Text,North America,281,0,user_89483,0.000095,0.006651,0.006651,206,640,2
FAC20250421001583,Entertainment,Spanish,Text,Europe,414,0,user_150652,0.000124,0.012451,0.012451,293,921,6
FAC20250421001596,Education,Portuguese,Image,Europe,44,0,user_327398,0.000097,0.005771,0.005771,204,623,2
FAC20250421001630,AI/ML,English,Video,Africa,1525,0,user_297164,0.000167,0.01595,0.015949,416,1335,12
FAC20250421001632,Politics,Hindi,Video,North America,10831,0,user_375610,0.000074,0.002591,0.002591,135,410,4
FAC20250421001639,Education,Korean,Video,Asia,18690,0,user_434133,0.000073,0.00359,0.00359,138,419,2
FAC20250421001655,Technology,Spanish,Text,Europe,751,0,user_477031,0.000121,0.009669,0.009669,276,864,1
FAC20250421001676,Climate,Portuguese,Image,North America,758,0,user_159046,0.000104,0.003545,0.003545,207,637,0
FAC20250421001725,Health,Portuguese,Image,Asia,2359,0,user_127696,0.000105,0.006914,0.006914,226,703,7
FAC20250421001760,Gaming,English,Image,Europe,115,0,user_291387,0.00018,0.01275,0.01275,441,1416,13
FAC20250421001781,Gaming,English,Image,Europe,1211,0,user_313198,0.000176,0.013158,0.013158,432,1406,13
FAC20250421001782,AI/ML,Portuguese,Image,Europe,2259,0,user_87198,0.000109,0.007543,0.007543,240,746,12
FAC20250421001796,Sports,Chinese,Text,North America,349,0,user_155047,0.000094,0.003953,0.003953,194,602,5
FAC20250421001818,Health,Japanese,Image,Asia,13,0,user_107890,0.00009,0.00594,0.00594,187,573,7
FAC20250421001819,Travel,Chinese,Text,North America,1532,0,user_324160,0.000099,0.006822,0.006822,216,666,8
FAC20250421001830,Travel,English,Text,North America,30440,1,user_407476,0.00016,0.013874,0.013873,398,1304,8
FAC20250421001843,Climate,Portuguese,Link,Europe,196,0,user_225782,0.000073,0.001698,0.001698,123,375,0
FAC20250421001846,Gaming,English,Image,Africa,628,0,user_175526,0.000174,0.012252,0.012252,425,1382,13
FAC20250421001871,Politics,English,Text,Asia,1941,1,user_345692,0.00018,0.013937,0.013937,447,1475,4
FAC20250421001924,Technology,English,Poll,Oceania,12510,1,user_218905,0.000131,0.016448,0.016448,327,1001,1
FAC20250421001949,Technology,English,Image,South America,263,0,user_119199,0.000183,0.021361,0.021361,474,1540,1
FAC20250421001962,Technology,Arabic,Image,North America,545,0,user_382022,0.0001,0.008598,0.008598,223,691,1
FAC20250421001978,Education,English,Image,South America,6544,1,user_396741,0.000171,0.015873,0.015873,431,1398,2
FAC20250421001993,Education,English,Poll,South America,927,0,user_1619,0.000139,0.01333,0.01333,340,1066,2
FAC20250421002022,Food,Spanish,Text,Oceania,1357,0,user_138127,0.000121,0.005493,0.005493,261,822,3
FAC20250421002049,Climate,Spanish,Image,North America,91,0,user_412927,0.000098,0.003042,0.003042,190,589,0
FAC20250421002076,Technology,Spanish,Text,North America,40715,1,user_106054,0.000104,0.008223,0.008223,230,715,1
FAC20250421002096,Fashion,English,Image,South America,106,0,user_212569,0.000172,0.012875,0.012875,425,1387,9
FAC20250421002106,Food,Hindi,Video,Europe,72,0,user_172253,0.000067,0.00199,0.00199,116,354,3
FAC20250421002113,Technology,Spanish,Text,Asia,9087,1,user_458183,0.000105,0.008399,0.008399,234,731,1
FAC20250421002121,Fashion,Portuguese,Text,Europe,90,0,user_444863,0.000111,0.005395,0.005395,238,738,9
FAC20250421002124,Travel,Portuguese,Text,North America,171,0,user_218021,0.000109,0.006937,0.006937,240,746,8
FAC20250421002141,Sports,Spanish,Video,North America,1444,0,user_416954,0.000101,0.002694,0.002694,194,605,5
FAC20250421002163,Technology,English,Image,Asia,3769,0,user_72302,0.000177,0.020675,0.020675,457,1499,1
FAC20250421002204,Science,English,Text,Asia,866,0,user_49903,0.00019,0.011934,0.011934,459,1482,14
FAC20250421002263,Health,English,Video,Asia,461,0,user_42994,0.000162,0.017127,0.017127,408,1310,7
FAC20250421002284,Fashion,Spanish,Image,North America,71,0,user_297490,0.000108,0.004968,0.004968,229,714,9
FAC20250421002325,Health,English,Text,South America,179,0,user_191005,0.000183,0.01979,0.01979,473,1563,7
FAC20250421002331,Health,English,Video,Europe,1191,0,user_95144,0.000163,0.017144,0.017144,410,1318,7
FAC20250421002341,Finance,English,Image,South America,883,0,user_9675,0.000186,0.013756,0.013756,457,1479,10
FAC20250421002387,Climate,Spanish,Video,Oceania,1569,0,user_155241,0.000096,0.002615,0.002615,181,570,0
FAC20250422002434,AI/ML,English,Image,Europe,10152,1,user_176884,0.000165,0.015781,0.015781,413,1361,12
FAC20250422002436,Gaming,English,Text,Europe,3293,0,user_25650,0.000179,0.013946,0.013946,446,1457,13
FAC20250422002438,Sports,Spanish,Text,North America,603,0,user_169959,0.000118,0.004571,0.004571,249,785,5
FAC20250422002470,Politics,English,Video,Asia,352,0,user_344523,0.00016,0.011058,0.011058,385,1248,4
FAC20250422002542,Fashion,English,Link,Asia,568,0,user_397362,0.000143,0.009837,0.009837,336,1054,9
FAC20250422002591,Science,Spanish,Video,Asia,3381,0,user_225412,0.0001,0.002562,0.002562,192,601,14
FAC20250422002609,AI/ML,Japanese,Image,North America,5181,0,user_445976,0.000097,0.006815,0.006814,209,643,12
FAC20250422002628,AI/ML,English,Image,Europe,48,0,user_219037,0.000162,0.015644,0.015643,407,1341,12
FAC20250422002631,Travel,Portuguese,Text,Europe,3642,0,user_61414,0.000107,0.006977,0.006977,236,736,8
FAC20250422002642,Education,English,Link,Europe,32,0,user_98282,0.000137,0.013012,0.013012,331,1030,2
FAC20250422002669,Gaming,English,Image,North America,1053,0,user_455232,0.000181,0.013918,0.013918,448,1450,13
FAC20250422002697,Food,Portuguese,Text,Europe,383,0,user_460066,0.000108,0.004924,0.004924,230,711,3
FAC20250422002709,Education,English,Video,North America,932,0,user_291387,0.000169,0.015458,0.015458,419,1356,2
FAC20250422002789,Sports,Portuguese,Text,Europe,235,0,user_458548,0.000111,0.004478,0.004478,233,735,5
FAC20250422002801,Technology,English,Video,Europe,93,0,user_53871,0.00016,0.018198,0.018198,403,1297,1
FAC20250422002803,Technology,Spanish,Text,Europe,483,0,user_161858,0.000117,0.009232,0.009232,264,837,1
FAC20250422002815,Climate,Portuguese,Text,North America,410,0,user_173815,0.000113,0.004823,0.004823,239,746,0
FAC20250422002829,Politics,Arabic,Text,Asia,2943,0,user_82642,0.000098,0.005041,0.005041,207,636,4
FAC20250422002932,Gaming,French,Text,Asia,1301,0,user_442503,0.000112,0.005849,0.005849,243,753,13
FAC20250422002945,AI/ML,English,Text,Asia,142,0,user_139211,0.00018,0.017497,0.017497,454,1472,12
FAC20250423003001,AI/ML,French,Image,Asia,1697,1,user_20617,0.000105,0.007247,0.007247,230,718,12
FAC20250423003020,Sports,English,Text,North America,2488,1,user_152550,0.000181,0.01213,0.01213,440,1422,5
FAC20250423003063,Gaming,English,Text,Europe,548,0,user_165961,0.000183,0.014576,0.014576,456,1496,13
FAC20250423003069,Gaming,English,Text,Africa,16,0,user_219572,0.000149,0.009902,0.009902,355,1174,13
FAC20250424003138,Finance,English,Text,North America,4537,0,user_398838,0.000175,0.013013,0.013013,431,1414,10
FAC20250424003254,Sports,English,Video,North America,6497,0,user_192936,0.000154,0.008602,0.008602,357,1147,5
FAC20250424003283,Education,Portuguese,Video,North America,78,0,user_189795,0.000087,0.004133,0.004133,171,533,2
FAC20250424003327,Finance,English,Image,Europe,69,0,user_79065,0.000166,0.011052,0.011052,398,1279,10
FAC20250424003331,Sports,English,Image,Europe,135,0,user_55823,0.000179,0.011153,0.011153,430,1378,5
FAC20250424003429,Climate,English,Image,North America,93,0,user_62043,0.000167,0.010268,0.010268,397,1270,0
FAC20250424003457,AI/ML,Spanish,Video,Unknown,1,0,user_210276,0.000079,0.003805,0.003805,150,462,12
FAC20250424003482,Business,French,Image,Europe,1415,0,user_192651,0.000097,0.004847,0.004847,202,622,11
FAC20250424003497,Education,English,Image,Europe,297,0,user_359274,0.000185,0.017558,0.017558,469,1524,2
FAC20250424003517,Technology,English,Text,Europe,559,0,user_197256,0.000192,0.02276,0.02276,502,1627,1
FAC20250424003518,Technology,Portuguese,Text,North America,1043,0,user_21124,0.000111,0.009267,0.009267,251,778,1
FAC20250424003548,Entertainment,English,Image,North America,17,0,user_239743,0.00016,0.021213,0.021214,412,1324,6
FAC20250425003582,Business,Japanese,Image,Asia,19759,1,user_18438,0.000087,0.004352,0.004352,178,545,11
FAC20250425003623,Gaming,French,Image,North America,589,0,user_345887,0.000104,0.004481,0.004481,216,670,13
FAC20250426003692,Travel,English,Poll,Europe,891,0,user_132576,0.000138,0.012308,0.012307,333,1023,8
FAC20250426003693,Climate,English,Image,Europe,66,0,user_273090,0.000161,0.009368,0.009368,377,1205,0
FAC20250426003696,Science,English,Image,Asia,18,0,user_264397,0.000149,0.007188,0.007188,340,1095,14
FAC20250426003738,Education,Portuguese,Image,North America,497,0,user_205397,0.000108,0.006683,0.006683,234,729,2
FAC20250426003762,AI/ML,English,Video,North America,5431,0,user_48976,0.000157,0.015133,0.015133,389,1249,12
FAC20250426003769,Technology,English,Text,Asia,1731,0,user_434861,0.000187,0.022132,0.022132,486,1580,1
FAC20250426003818,AI/ML,English,Poll,Africa,556,0,user_46036,0.000145,0.013831,0.013831,351,1084,12
FAC20250426003823,Travel,English,Image,North America,578,0,user_171322,0.00017,0.015149,0.015149,426,1395,8
FAC20250426003842,Sports,English,Text,North America,1,0,user_263517,0.000145,0.007646,0.007646,336,1096,5
FAC20250426003851,Entertainment,English,Video,Africa,31,0,user_367372,0.000149,0.019939,0.01994,378,1200,6
FAC20250426003860,Food,French,Video,North America,393,0,user_388920,0.000074,0.002078,0.002078,129,397,3
FAC20250426003938,Food,English,Image,North America,127,0,user_256702,0.000173,0.011814,0.011814,422,1384,3
FAC20250426003943,Health,English,Text,North America,3618,1,user_49956,0.000186,0.020234,0.020234,482,1580,7
FAC20250426003962,AI/ML,English,Image,North America,75,0,user_306262,0.000169,0.016355,0.016355,425,1390,12
FAC20250426004005,Climate,Japanese,Image,Asia,32613,1,user_172673,0.000079,0.002579,0.002579,147,454,0
FAC20250427004040,Education,English,Text,Asia,17,0,user_405581,0.000156,0.014488,0.014488,389,1263,2
FAC20250428004050,Health,Hindi,Image,North America,23131,1,user_25232,0.00009,0.006149,0.006149,190,579,7
FAC20250428004059,Travel,Hindi,Video,Europe,6131,1,user_463284,0.000074,0.003119,0.003119,135,411,8
FAC20250428004093,AI/ML,English,Text,North America,1297,0,user_242659,0.000187,0.018823,0.018823,478,1549,12
FAC20250428004096,Gaming,English,Text,Europe,30,0,user_276438,0.000157,0.010777,0.010776,381,1257,13
FAC20250428004100,Education,English,Text,Europe,293,0,user_169635,0.000193,0.019048,0.019047,494,1603,2
FAC20250428004156,Finance,English,Image,North America,22,0,user_83326,0.000154,0.009828,0.009828,365,1177,10
FAC20250428004220,Food,Portuguese,Image,North America,24515,1,user_414438,0.0001,0.00419,0.00419,207,639,3
FAC20250428004240,Finance,Spanish,Video,Asia,25222,1,user_266097,0.000077,0.002392,0.002392,140,431,10
FAC20250428004258,Food,English,Text,Europe,914,0,user_140762,0.000186,0.013616,0.013616,459,1492,3
FAC20250428004264,Technology,English,Text,Europe,47,0,user_105749,0.000166,0.01945,0.01945,426,1380,1
FAC20250428004265,AI/ML,English,Text,Africa,1055,0,user_134890,0.00019,0.018991,0.018991,485,1583,12
FAC20250428004276,Food,German,Text,Africa,1117,0,user_101102,0.000099,0.004684,0.004684,206,642,3
FAC20250428004284,Health,English,Video,Asia,44,0,user_285187,0.000148,0.015581,0.015581,367,1174,7
FAC20250428004287,AI/ML,Spanish,Text,Europe,1360,1,user_398560,0.000116,0.007363,0.007363,253,785,12
FAC20250428004309,Technology,English,Video,South America,3517,0,user_360379,0.000165,0.019044,0.019044,421,1366,1
FAC20250428004319,Climate,French,Text,North America,870,0,user_249553,0.000112,0.004768,0.004768,235,735,0
FAC20250428004321,AI/ML,English,Text,Asia,28428,1,user_172292,0.000161,0.015207,0.015207,400,1303,12
FAC20250428004339,Business,English,Image,Asia,94,0,user_316134,0.000168,0.013075,0.013075,416,1361,11
FAC20250428004349,Finance,Hindi,Link,Europe,10752,1,user_352740,0.000049,0.001193,0.001193,69,210,10
FAC20250428004356,Politics,English,Text,North America,2157,0,user_158776,0.000179,0.013818,0.013818,444,1459,4
FAC20250428004412,AI/ML,English,Link,Europe,3043,0,user_249369,0.000149,0.014134,0.014134,360,1127,12
FAC20250428004443,Finance,English,Image,Europe,95,0,user_81237,0.000173,0.011841,0.011841,419,1341,10
FAC20250428004444,AI/ML,English,Text,North America,64,0,user_185559,0.000171,0.016591,0.01659,431,1394,12
FAC20250428004460,Sports,English,Text,Asia,739,0,user_387622,0.000186,0.012263,0.012263,452,1470,5
FAC20250428004466,Entertainment,English,Text,Asia,384,0,user_152358,0.00019,0.026421,0.026422,506,1662,6
FAC20250428004475,Science,Portuguese,Image,Asia,207,0,user_156718,0.000103,0.003016,0.003016,203,623,14
FAC20250428004494,Technology,English,Text,Europe,614,0,user_79811,0.000195,0.02298,0.02298,509,1652,1
FAC20250428004510,Food,English,Image,South America,119,0,user_25811,0.000174,0.011755,0.011755,424,1390,3
FAC20250428004516,Fashion,English,Image,North America,119,0,user_406820,0.000172,0.012762,0.012762,425,1386,9
FAC20250428004527,Finance,Portuguese,Text,Europe,511,0,user_483034,0.000103,0.005141,0.005141,218,689,10
FAC20250428004532,Science,Korean,Text,Oceania,243,1,user_44675,0.000091,0.003273,0.003273,181,561,14
FAC20250428004537,Technology,English,Text,Asia,36,0,user_112088,0.000165,0.019309,0.019309,424,1369,1
FAC20250428004543,Politics,English,Text,Asia,833,0,user_453973,0.000187,0.014235,0.014235,464,1516,4
FAC20250428004544,Climate,Korean,Video,North America,388,0,user_277186,0.000079,0.002169,0.002169,140,432,0
FAC20250428004546,Entertainment,Spanish,Video,North America,659,0,user_280115,0.000104,0.007756,0.007756,225,704,6
FAC20250428004557,Gaming,German,Image,Asia,3741,0,user_477764,0.000089,0.00393,0.00393,179,547,13
FAC20250428004559,Fashion,English,Text,Europe,508,0,user_477418,0.000195,0.015878,0.015877,491,1599,9
FAC20250428004612,AI/ML,English,Video,North America,141,0,user_148669,0.000159,0.014969,0.014969,391,1253,12
FAC20250428004617,Science,English,Image,North America,9,0,user_176037,0.000144,0.006922,0.006922,329,1061,14
FAC20250428004620,Entertainment,Spanish,Text,North America,2616,0,user_357289,0.000124,0.012576,0.012576,293,924,6
FAC20250429004642,Science,English,Video,Unknown,651,0,user_334438,0.000173,0.009564,0.009564,405,1295,14
FAC20250429004647,Food,Portuguese,Video,Oceania,3193,0,user_32390,0.00008,0.002304,0.002304,145,448,3
FAC20250429004671,Technology,English,Video,Asia,62,0,user_433121,0.000156,0.018125,0.018125,394,1274,1
FAC20250429004681,Business,English,Text,Europe,6842,0,user_479139,0.000173,0.013129,0.013129,428,1403,11
FAC20250429004695,Entertainment,English,Image,Unknown,4882,1,user_177804,0.000183,0.023532,0.023533,475,1529,6
FAC20250429004748,Business,English,Image,North America,864,0,user_387185,0.000179,0.014776,0.014776,447,1458,11
FAC20250429004752,AI/ML,English,Poll,Asia,60,0,user_144956,0.000136,0.013309,0.013309,328,1006,12
FAC20250429004771,Sports,English,Image,North America,199,0,user_311623,0.000175,0.010652,0.010652,418,1363,5
FAC20250429004776,Finance,Japanese,Video,Asia,358,0,user_159308,0.000078,0.002801,0.002801,144,446,10
FAC20250429004886,Science,Spanish,Video,North America,62,0,user_487491,0.000097,0.002397,0.002397,184,573,14
FAC20250429004888,Fashion,English,Image,North America,20419,1,user_489710,0.000155,0.01077,0.01077,375,1219,9
FAC20250429004901,Business,Spanish,Text,Europe,1857,0,user_67423,0.000113,0.006141,0.006141,246,777,11
FAC20250429004974,AI/ML,Japanese,Text,Asia,1882,0,user_452998,0.000101,0.007047,0.007047,219,675,12
FAC20250429005020,Education,English,Video,Europe,18,0,user_218814,0.000149,0.013612,0.013612,364,1162,2
FAC20250429005035,Fashion,Portuguese,Video,North America,676,0,user_264183,0.000084,0.002663,0.002663,156,489,9
FAC20250429005049,Finance,English,Video,Europe,30,0,user_247870,0.000141,0.009045,0.009045,329,1051,10
FAC20250429005071,Food,French,Image,Europe,1233,1,user_475235,0.000107,0.004573,0.004573,225,701,3
FAC20250429005089,Finance,Portuguese,Image,Europe,185,0,user_111601,0.000102,0.004125,0.004125,208,645,10
FAC20250429005112,Education,Spanish,Poll,Unknown,255,0,user_57283,0.000069,0.003077,0.003077,126,389,2
FAC20250429005131,Health,French,Text,Europe,4028,0,user_433409,0.000101,0.008216,0.008216,224,704,7
FAC20250429005172,Food,English,Text,North America,625,0,user_239851,0.000187,0.013997,0.013997,463,1508,3
FAC20250429005269,Climate,English,Video,North America,2826,0,user_337043,0.000163,0.009648,0.009648,382,1209,0
FAC20250429005350,Business,English,Text,North America,698,0,user_1697,0.000184,0.015154,0.015154,463,1516,11
FAC20250429005354,Science,Spanish,Video,Asia,578,0,user_328265,0.000103,0.002655,0.002655,200,631,14
FAC20250429005369,Education,English,Link,Asia,2838,0,user_108109,0.000148,0.013838,0.013838,360,1130,2
FAC20250429005371,Technology,English,Text,Asia,175,0,user_198509,0.000186,0.021874,0.021874,483,1561,1
FAC20250429005374,AI/ML,Hindi,Text,Asia,1171,0,user_281048,0.000093,0.006448,0.006448,195,601,12
FAC20250429005380,Technology,French,Text,Asia,225,0,user_61307,0.0001,0.008371,0.008371,220,681,1
FAC20250429005392,Entertainment,English,Link,Asia,83,0,user_19836,0.000137,0.019333,0.019333,347,1083,6
FAC20250429005414,Travel,English,Text,Europe,12873,1,user_466430,0.000166,0.014444,0.014444,412,1349,8
FAC20250429005431,Business,English,Text,North America,431,0,user_73120,0.000193,0.01712,0.01712,492,1597,11
FAC20250429005472,AI/ML,English,Text,Europe,5252,0,user_157988,0.000175,0.016916,0.016916,442,1434,12
FAC20250429005486,Education,English,Text,Unknown,3388,0,user_457204,0.000185,0.018144,0.018144,473,1542,2
FAC20250429005489,Entertainment,English,Text,Asia,2545,0,user_219466,0.000186,0.025066,0.025067,491,1623,6
FAC20250429005497,Politics,English,Image,Asia,2245,1,user_265584,0.000176,0.012293,0.012293,427,1378,4
FAC20250429005504,Travel,Portuguese,Image,North America,287,0,user_466289,0.0001,0.00568,0.00568,212,673,8
FAC20250429005536,Fashion,Spanish,Poll,North America,121,0,user_145175,0.000066,0.001811,0.001811,113,348,9
FAC20250429005671,Technology,French,Text,North America,2695,0,user_32808,0.000105,0.008774,0.008774,234,727,1
FAC20250430005693,AI/ML,English,Video,Asia,33,0,user_285567,0.000147,0.014031,0.014031,360,1149,12
FAC20250430005696,Gaming,Korean,Image,Asia,741,0,user_21894,0.000098,0.004359,0.004359,202,622,13
FAC20250430005742,Finance,English,Image,North America,954,0,user_1392,0.000184,0.01352,0.01352,450,1453,10
FAC20250430005747,Business,English,Text,Africa,31,0,user_83905,0.000161,0.011972,0.011972,395,1294,11
FAC20250430005749,Travel,English,Image,North America,119,0,user_109697,0.000176,0.015564,0.015564,441,1429,8
