post_id,n2v_0,n2v_1,n2v_2,n2v_3,n2v_4,n2v_5,n2v_6,n2v_7,n2v_8,n2v_9,n2v_10,n2v_11,n2v_12,n2v_13,n2v_14,n2v_15,n2v_16,n2v_17,n2v_18,n2v_19,n2v_20,n2v_21,n2v_22,n2v_23,n2v_24,n2v_25,n2v_26,n2v_27,n2v_28,n2v_29,n2v_30,n2v_31
FAC20250420000568,-0.44314396,-0.810408,0.22631487,0.4804503,0.6587284,-0.69636935,0.06996858,0.4491804,0.26708952,-0.25366095,0.59986126,-0.6127409,-0.47771767,-0.5437633,-0.65836304,-0.1669919,-1.0637041,0.5477428,0.032062076,0.31384048,0.64397585,-0.31334963,-1.4009407,0.0206124,-0.45545438,-0.95335066,-0.6349927,0.40665042,0.00697992,-0.17533259,-1.1150595,0.26535547
FAC20250420000581,-0.17593855,-1.0348301,0.494042,0.09037752,0.037945725,-0.4777773,0.302318,-1.1357659,-0.23270121,0.43220478,-0.5827373,-0.21806581,0.601212,-0.8418614,-0.10415096,0.573228,-0.20679045,1.0580637,-0.028111642,0.54556054,0.313609,-0.67468816,-0.12516613,-0.37853503,0.17327602,-0.888857,-0.44549146,0.1890111,-1.2499776,-0.08021819,-0.40801355,0.5474333
FAC20250420000593,0.56880856,-0.43644896,-0.16299003,0.9643064,-0.14231405,-0.31110504,-0.76809704,0.7175927,0.5347442,0.644444,0.49374497,1.0702846,0.4813011,-0.29315245,0.21941674,0.14794074,-0.7406299,0.21079613,-0.12829283,1.1103525,0.14717154,0.45190704,-0.9120553,-0.3899418,0.21071286,-0.7306872,-0.6703505,0.049983256,-0.14512575,-0.25304732,0.31036952,-0.046085685
FAC20250420000597,0.80716836,-0.060422834,-0.28091022,-0.40365,0.694692,-1.0091363,-0.22102448,0.6618972,-0.2397986,0.30801725,-0.021300275,-0.15488599,0.95905,-0.8635948,-0.3653046,-0.2631645,-0.5867287,0.9805211,0.27834836,0.18375345,0.025481699,0.6367537,0.19774537,-0.84466565,0.20162094,-0.27897844,-1.0912753,-0.084703505,0.06185752,-0.39673802,-0.23623069,-0.7982285
FAC20250420000632,0.6226021,-0.74668497,0.03014698,0.22558798,0.08614878,-0.14056447,-0.7088996,0.65684676,0.65812206,0.5744437,0.40597713,0.84845525,0.38743845,-0.3863722,0.36115423,-0.1252464,-1.2833645,0.4141366,-0.1737219,1.2070224,0.0036575084,0.6037395,-0.2670659,-0.39626998,-0.048943486,-0.27299488,-0.9016061,-0.23816311,-0.007438837,-0.1391696,0.3606374,-0.14549989
FAC20250420000646,0.47888818,-0.14161634,1.2363083,0.38466847,0.031430643,0.115109436,-2.2328835,0.19457285,0.29554984,0.13554977,-0.08066931,-0.1414193,-0.19551834,-0.7723467,-0.2213178,0.57348555,-0.17647715,-0.34268048,0.59181255,0.20289351,0.085688345,0.78248715,-0.2498857,-0.2463755,0.621964,-0.5231262,-0.042618465,0.19836138,-1.3824826,0.77141416,-0.5002959,-1.1974503
FAC20250420000650,0.89732844,1.05544,0.6629227,-0.36456847,-0.49233145,-0.8279306,-0.6007653,-0.43171605,0.9055004,-0.51533,0.49406427,0.32864165,0.33206192,-0.71836865,-0.6259546,-0.03269807,-0.98630875,-0.6789161,0.5745932,0.6464732,1.2257088,0.67949635,-0.75365406,-0.6624729,0.3457639,0.23749682,-0.09114183,-0.05456866,0.10577393,-0.774599,-0.44335803,0.6370455
FAC20250420000665,0.15314992,-0.66165113,0.24144706,0.66705656,0.4870095,-0.14153221,0.7411994,-0.66192067,-0.20072669,0.006043591,-0.26630425,-0.5261834,-0.23052238,-0.23971228,-0.53378505,-0.06470726,-0.6458439,-0.91302246,-0.44123048,1.0280994,0.64988035,-0.0574555,-0.0945399,-1.1274408,-0.49683225,-0.4844862,-0.6623351,0.5648239,-1.2650195,0.27981043,0.025252806,-0.41066694
FAC20250420000681,0.48900732,0.103278294,-0.12250903,0.7250924,-0.050040778,-0.64753014,-0.625011,-0.46785372,-0.30162677,0.057783607,0.7161964,0.2893206,0.6389776,-0.48483455,0.31857884,-0.310185,-0.37745216,-0.35935166,0.3792558,0.4600776,1.311212,0.53458273,-0.53165007,-0.60623485,0.38240758,-0.9350446,-0.89030534,-0.52434045,0.036122967,-0.43550366,0.47353205,-0.0003998737
FAC20250420000685,1.8010335,-0.2749571,-0.10458851,0.25064287,-0.28874317,-0.05932029,-0.51398396,0.013903849,-0.92801285,0.2873009,0.016350359,0.023933204,0.5357299,-1.2722664,0.36161494,-0.028680839,-0.8181968,-0.12275749,-0.2710257,0.57654434,0.30082437,1.1811739,-0.09176548,0.14609753,-0.06845351,-0.56104285,-0.41204277,0.71291995,-0.018717503,0.32042447,0.17614189,0.169506
FAC20250420000770,1.2850554,0.5160873,0.099365085,-0.25639087,-0.35642847,-0.9977494,-0.39601701,-0.30578893,0.8637468,-0.5648018,0.23546167,-0.50440466,0.6301904,0.14039034,-0.25831106,-0.5106916,-1.2822927,-0.59953934,0.80739343,0.9280001,1.3580703,1.0548378,-0.4154728,-0.047694724,0.23267093,0.40861312,-0.17734623,0.34499827,-0.37781513,0.32828102,-0.9369183,0.22522144
FAC20250420000772,-0.47095567,-0.7081517,0.1402377,0.39586434,-0.24342398,0.0010668894,-0.8983539,-0.55673534,1.1362673,-0.520628,0.6050467,-0.42054096,-0.19209094,-0.38574162,-0.843706,0.2103784,-0.46960866,-0.018088419,0.7353951,0.16717753,0.31101438,0.4120968,-0.50720334,-0.6445352,-0.2538435,-0.85683155,-0.4482403,0.580212,-0.26728898,0.9685577,-1.1911658,0.28315035
FAC20250420000782,0.12770467,-0.6206528,0.7134985,0.82445985,0.14415121,-1.01251,-0.858809,-0.26793918,1.4114158,-0.76145357,0.53474474,-0.7385964,-0.99245465,-1.037997,-0.7556362,-0.27203736,-0.3720808,-0.5115783,0.6124546,0.9932023,0.22386804,0.37854153,-0.98112833,-0.013931299,0.40238497,-0.3628563,-0.5564381,0.31160444,-0.45468134,0.0966971,-0.95159054,0.61081034
FAC20250420000810,0.15649636,-0.6121078,1.1615175,0.25253183,-0.47899437,0.6029016,-0.12399019,-0.7635245,0.126294,0.88131785,0.11889438,-0.058003157,-0.3461785,-1.2017044,0.04534574,-0.14448123,-1.292427,0.3755729,0.080400646,-0.48593882,1.642289,-0.62506926,0.023850765,-1.0662652,-0.032195743,0.5436423,-0.16370267,0.21557085,-1.3763071,0.668728,-1.1709279,0.79361886
FAC20250420000875,0.6254002,-0.45771435,0.15832826,0.31100813,-0.64030135,-0.83967423,-0.56073976,0.38313818,-0.482744,-0.4598751,1.354956,-0.5215617,0.31122714,-1.0893978,-0.07703668,0.020391097,-0.075776905,0.11389142,-0.58401746,-0.31682083,0.6197855,1.6816373,-0.79237735,0.36539298,0.23174907,0.5436302,-1.0742046,0.41860467,-0.52819777,0.20964707,-0.30967003,0.6302276
FAC20250420000892,0.7357682,-0.55364853,0.24508384,-0.40077624,0.17538637,-1.0711348,0.83445877,0.26600304,0.05080753,-0.009900105,0.30948427,0.82217467,-0.01225557,-0.7566015,-0.072874136,-0.39183065,-0.31363308,-0.7306134,-0.6884801,-0.20234466,0.84322155,0.20298961,0.4218285,-0.73838913,0.002058608,-1.478253,0.0013664499,-0.13103476,-1.4586011,0.3717643,-0.08919738,-0.6827692
FAC20250420000893,0.6931757,-0.263179,0.33323956,0.32759145,-0.10972221,-0.3231221,0.7719516,0.4706793,0.60730416,0.2662294,-0.9718033,-0.43291023,0.19807321,-0.47675273,0.06437153,-0.32970372,-1.0725205,-0.61489576,0.16588691,0.23582104,1.6740569,0.4220682,0.113081984,-0.48510173,-0.023503365,-1.1319909,-0.10068851,-0.9967676,-1.0614022,0.63290745,0.004787247,-1.0098218
FAC20250420000925,0.77817863,-0.62351805,0.0950775,0.505358,-0.59101146,-0.7976229,-0.50782603,0.50197893,-0.1750189,-0.047425102,0.46723464,-0.8278351,1.0206977,-0.7103624,0.65364534,-0.73500884,-0.16922389,0.104315296,0.40265793,0.80680275,0.5465089,0.5974138,0.50023013,-0.6624186,-0.19842334,-0.36206117,-0.20370558,0.7004164,-0.24878198,0.26122528,0.13320433,-0.2088504
FAC20250420000939,-0.40771148,-0.26201728,0.51338804,0.559333,0.63260835,-0.8837136,-0.18824391,-0.88165516,-0.4510863,0.53519523,-0.23124012,0.19277947,-0.26389673,-1.0718197,-0.9783732,0.2011593,-0.30830812,0.0015006938,0.07825421,0.4533522,0.96664673,0.35508892,-0.30137354,-0.89828837,-1.0017806,0.231957,0.29277405,0.01848999,-0.25019565,-0.34071434,0.56025594,-0.100105025
FAC20250420000944,0.16752014,-0.81868994,0.5203727,0.46974105,0.29638028,0.15106763,0.35763118,-0.18154748,0.16531394,0.54529977,-0.5893666,-0.16365519,-0.2470484,-1.3808783,-0.6332661,0.51614875,-0.042855214,-0.124105886,-0.13809542,0.4990056,1.0920733,0.48885912,-0.273428,-1.3134345,-0.20727955,-0.087588504,-0.10431213,-0.8706846,-0.17686068,-0.41660625,-0.39471203,0.20694248
FAC20250420000951,1.120965,-0.83289015,1.2126843,0.29382107,0.62073916,-0.19255725,-0.72012544,0.19474861,0.9356714,0.8072772,-0.06266211,0.9182059,0.76358414,-0.31865793,0.27896306,0.6611023,-0.1568891,-0.15398902,0.11832325,0.12865119,-0.013795081,-0.12103571,0.14086653,-0.79016536,-0.24507578,-0.8884835,0.048037168,0.8430642,-0.9534227,0.32545397,0.9634592,-0.512778
FAC20250420000966,0.56552756,-0.4948115,-0.03103467,-0.9560382,-0.3608784,-0.73828536,-0.1950042,0.070540324,0.12762986,0.98039126,-0.057098355,-0.14037843,1.2304429,-0.8090064,0.3346198,-0.3110836,-0.9978947,0.027627064,0.06590429,0.0822848,-0.13346681,0.595868,-0.60565346,-0.6884188,0.06466562,0.11755736,-0.91030073,0.12055065,-0.11538642,-0.23861137,0.10263348,-0.5119609
FAC20250420000975,0.66587365,-0.15377547,1.0933254,-0.5004926,-1.2339103,-0.06794906,-0.39873824,-0.5165227,0.6001325,0.10832724,0.5830508,0.9566386,0.6241834,0.5795929,-0.6147346,0.8799749,0.24393933,0.5557294,0.3607521,-0.73806846,0.9371642,0.34648213,0.03400951,-1.3025166,-0.008282,-0.45479763,-0.36696082,1.0693036,-0.75738955,0.49862298,-0.60811895,-0.43228656
FAC20250420000991,0.96824366,-1.4649134,0.3276417,0.57689106,0.22249116,0.011398039,0.15388246,-0.0915904,0.07344003,0.45578614,-0.8606619,-0.28107974,-0.6362283,-0.9317988,-0.28029767,0.0251259,-0.0149287395,0.011823736,0.30023697,0.2898547,0.6843164,0.5338624,-0.06414381,-1.0856868,-0.36492336,-0.09372047,-0.3992146,-0.28646827,-0.27496657,0.1578398,-0.56286824,0.8476931
FAC20250421001021,-0.13783577,0.71120894,-0.5815916,0.03993958,-0.3285992,-0.42937043,-0.6222596,0.90680146,0.9264146,-0.2854541,0.29498652,0.29208,-0.1941178,-0.74146193,-0.27816603,-0.6690231,-0.28989157,0.5781931,0.140054,0.8370271,1.7619475,0.90726805,-1.0204912,-0.8514977,0.43991685,-0.6530381,-0.59650457,-0.30218259,-1.168971,-0.74504906,-0.72690296,0.003564977
FAC20250421001061,0.37089017,0.30174056,0.0760551,0.53034276,-0.4355773,-0.49162638,0.1413272,-0.003368778,-0.38870937,0.5052484,-0.28387654,0.06385764,0.46235034,-0.06269428,-0.51564616,-0.5190752,-1.3465629,0.3957043,0.18156028,0.896198,0.93297917,1.1731478,-0.28024495,-0.2629965,-0.31240493,-0.08866244,-0.5391461,0.20352638,-0.3868026,0.22555093,1.2719097,-0.7669388
FAC20250421001076,1.7216167,-0.20996022,-0.30826294,0.33557272,-0.19883026,-0.12888269,-0.741712,-0.12256385,-0.7426108,0.23946759,-0.1854788,-0.22314796,0.60672075,-1.354,0.36760736,-0.24579965,-0.4822171,0.10295873,-0.021570342,0.4683168,0.1892163,1.0750121,-0.18607119,0.17615671,-0.23058036,-0.50879246,-0.4010259,0.5730267,0.010265821,0.34982452,-0.08876014,-0.051474623
FAC20250421001083,0.081739634,-0.8724692,-0.29058707,0.059906773,0.76686496,-0.53672963,0.5377481,-1.8154773,0.68920106,0.7820757,0.0371146,0.059504554,0.09424996,-0.44710004,-0.26355776,0.5533122,-1.0372596,0.19379564,0.3694671,-0.070949845,-0.014057935,0.11748102,-0.13299876,-1.3160763,-0.4048264,-0.30228496,-0.65294385,0.151637,-0.059858575,0.35314146,-0.4163749,-0.20469745
FAC20250421001096,0.6357901,-0.20532395,0.48132306,0.606973,-0.15016721,-0.3964709,0.3247123,0.352313,-0.16226839,-0.35978618,-0.37416735,-0.57781315,1.2032518,0.2863066,-0.11558822,0.062755525,-1.3921914,0.08256478,-0.5146387,0.6111349,0.83432895,0.8096164,-0.82503057,-0.033628523,-0.18078132,-0.69727916,-0.8819554,0.23388276,-0.034819853,-0.1615135,0.5664347,-0.44133925
FAC20250421001098,-0.58876216,-0.232834,-0.70601237,0.17485842,0.7055357,-1.0098908,-0.33060083,-0.36530587,0.4875054,0.18568295,0.50614655,0.3037134,-1.3211516,-0.8410533,-1.1235359,-0.84605193,-1.0085859,1.0770334,0.07386249,0.40286756,0.8839938,0.35452747,-1.0161785,-0.2872909,-0.65613693,-0.28540665,-0.51357937,0.22216175,-0.98930603,0.25404552,-0.26180112,-0.20339666
FAC20250421001099,-0.1393991,-1.1325412,0.34238073,0.11987,0.41905943,-0.88473576,0.48026624,-1.1437972,0.16963857,0.10461473,-0.7122737,-0.33997613,0.5008511,-1.1596681,-0.24066335,0.6819314,-0.41469347,0.88526994,0.11232819,1.008375,0.38171914,-0.10659396,-0.47219253,0.20477656,-0.027180078,-0.55823505,-0.48915544,-0.19397797,-0.58763576,0.35737696,-0.31138566,0.5934443
FAC20250421001108,1.0128136,0.97041434,-0.22454655,-0.10766795,-0.23731516,-0.8719285,-0.7932237,1.0207691,0.076720536,-0.055740677,0.21209487,-0.4103563,0.7700301,0.4109279,-2.024992,-0.05248211,-0.64999527,1.0152521,-0.07933868,0.58881617,1.1648772,0.58875185,-0.47157973,-0.30591843,-0.30064526,-0.60473,-0.74533796,-0.09390289,-0.7680192,0.0923021,-0.139153,-0.24749893
FAC20250421001135,0.5030389,-0.5511213,0.34730986,0.8854721,0.5989231,-0.5410936,0.6913919,-0.3880659,0.31411418,-0.13874857,-0.17249192,0.4588681,-0.019725513,-1.089407,0.03463477,0.60269403,-0.72984713,0.9180861,0.25652167,0.5899717,-0.05275794,-0.044415437,-0.8211863,-0.7502718,-1.0433327,0.0876955,-0.2651638,-0.4626264,-0.85821337,0.21457326,0.25890738,0.6588042
FAC20250421001158,0.30860242,-0.47137934,0.08851188,0.09981704,0.9064286,-1.1469133,-0.9038528,-0.059711713,0.081713006,-0.8945026,0.52337104,-1.0902175,-0.64723605,-0.8575193,-1.4732918,0.0025761141,0.11734089,0.17575529,0.43356043,-0.043090574,0.13342549,0.23331772,-0.4616034,-0.22538462,-0.17109539,-0.6367576,-1.1251868,0.20819294,-1.299473,0.556926,-1.141993,0.62519926
FAC20250421001164,0.49152413,0.5582033,0.88049555,-0.5770302,-0.8812339,-0.11562214,-0.19414788,0.846201,0.30266106,0.45401773,0.49214596,-0.37903965,0.32147232,-0.7319697,0.40888482,0.35376072,-1.5922374,0.6968046,-0.42707747,0.07477776,1.0807201,-0.17392933,0.1107614,-1.2852788,0.91737103,0.08990742,-0.88735104,0.21786536,-0.6488146,0.18564557,-0.6263098,0.4236946
