Id,topic,language,media_type,location,followers,popularity,user_id,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,modularity_class
FAC20250419000359,Climate,Hindi,Video,Europe,3302,0,user_130828,13,39,8,0.260173,0.271524,14293.650281,0.000056,0.000056,0.000077,0,17
FAC20250419000360,Gaming,English,Text,South America,5,0,user_200544,115,345,8,0.324137,0.352294,10494.57593,0.014696,0.014696,0.000128,0,8
FAC20250419000384,Entertainment,English,Text,South America,89174,1,user_233015,130,390,8,0.32523,0.354171,2169.61141,0.019089,0.019089,0.000131,0,9
FAC20250420000426,Climate,Spanish,Video,Asia,2621,0,user_235322,37,112,7,0.28035,0.295431,9423.720836,0.000067,0.000067,0.000122,0,17
FAC20250420000431,Food,Chinese,Text,North America,626,0,user_83253,21,63,9,0.273617,0.289275,1372.313467,0.001597,0.001597,0.000055,0,9
FAC20250420000474,Business,Spanish,Video,North America,6601,1,user_29911,22,66,7,0.274797,0.28801,9281.228902,0.000025,0.000025,0.000092,0,13
FAC20250420000541,Science,English,Text,North America,2010,0,user_71082,208,632,8,0.341555,0.376129,16054.770632,0.02436,0.02436,0.000212,0,9
FAC20250420000568,Health,Arabic,Image,Europe,1070,0,user_293306,20,60,9,0.277259,0.291764,2538.750772,0.00028,0.00028,0.000059,0,1
FAC20250420000581,Politics,English,Image,Europe,3791,0,user_247816,162,489,8,0.335835,0.366511,14262.183604,0.004627,0.004627,0.000182,0,1
FAC20250420000593,Food,English,Text,Asia,1057,0,user_322718,226,687,8,0.343647,0.378946,17700.130457,0.028811,0.028811,0.000228,0,9
FAC20250420000597,Sports,English,Text,Europe,1724,1,user_78721,213,645,8,0.342473,0.377288,20334.285545,0.02507,0.02507,0.000221,0,9
FAC20250420000632,Food,English,Text,North America,1358,0,user_69842,225,681,8,0.343537,0.378959,20230.352326,0.028001,0.028001,0.000226,0,9
FAC20250420000646,AI/ML,French,Video,Africa,47932,0,user_352894,7,21,8,0.246379,0.25575,842.942731,0.000006,0.000006,0.000055,0,13
FAC20250420000650,Science,Korean,Text,North America,613,0,user_327890,23,69,9,0.280288,0.295168,3186.02814,0.000396,0.000396,0.000074,0,9
FAC20250420000665,Entertainment,English,Image,North America,162,0,user_153137,180,542,8,0.336827,0.368522,15932.271676,0.006151,0.006151,0.000194,0,1
FAC20250420000681,Finance,English,Text,Asia,769,0,user_263599,220,672,8,0.342598,0.37751,10362.370261,0.030407,0.030407,0.000217,0,7
FAC20250420000685,AI/ML,English,Text,South America,323,0,user_143363,226,682,8,0.342739,0.378084,15716.794669,0.031621,0.031621,0.00022,0,9
FAC20250420000770,Science,Korean,Text,Europe,216,0,user_77455,21,64,9,0.279081,0.294089,2150.415224,0.000442,0.000442,0.000071,0,9
FAC20250420000772,Climate,French,Image,North America,3,0,user_402857,7,21,9,0.245158,0.255338,0,0.000005,0.000005,0.000042,0,1
FAC20250420000782,Science,French,Image,Europe,969,0,user_175063,30,92,9,0.279964,0.294544,4579.980141,0.00015,0.00015,0.000098,0,1
FAC20250420000810,Gaming,Spanish,Image,Asia,3644,1,user_316078,48,144,8,0.284197,0.301199,9069.497907,0.00007,0.00007,0.000133,0,1
FAC20250420000875,Technology,French,Text,Europe,355,0,user_357668,30,92,9,0.283458,0.300455,2242.114669,0.001395,0.001395,0.000076,0,15
FAC20250420000892,Entertainment,English,Link,North America,14,0,user_407535,37,111,8,0.30028,0.316638,1475.883458,0.000331,0.000331,0.000075,0,14
FAC20250420000893,Gaming,English,Link,South America,173,0,user_163106,75,228,8,0.31277,0.333779,7350.762003,0.002259,0.002259,0.000126,0,14
FAC20250420000925,Fashion,English,Text,North America,254,0,user_384948,220,665,8,0.341633,0.376696,16626.656586,0.028129,0.028129,0.000217,0,0
FAC20250420000939,Business,English,Image,Asia,575,1,user_326454,181,549,7,0.339826,0.371825,17238.653374,0.006001,0.006001,0.000204,0,1
FAC20250420000944,Gaming,English,Image,Europe,507,0,user_437812,171,517,8,0.339183,0.370814,16395.239401,0.006563,0.006563,0.000194,0,1
FAC20250420000951,Food,English,Video,Asia,30246,1,user_254423,59,180,7,0.311772,0.332584,3357.275603,0.000605,0.000605,0.000096,0,13
FAC20250420000966,Travel,English,Text,North America,2095,0,user_59516,216,660,8,0.342239,0.377079,11271.7451,0.028202,0.028202,0.000213,0,9
FAC20250420000975,Climate,Korean,Video,South America,3671,0,user_482079,16,48,8,0.262985,0.27433,3599.335506,0.000035,0.000035,0.000076,0,17
FAC20250420000991,Gaming,English,Image,Asia,344,0,user_49819,194,589,8,0.339244,0.3721,15704.529578,0.007499,0.007499,0.000216,0,1
FAC20250421001021,Gaming,Portuguese,Text,Europe,867,0,user_128958,48,145,9,0.289181,0.307412,6037.109983,0.001768,0.001768,0.000109,0,8
FAC20250421001061,Business,English,Text,Europe,153,0,user_194433,217,656,7,0.339704,0.374484,18273.581415,0.025145,0.025145,0.000215,0,11
FAC20250421001076,AI/ML,English,Text,Unknown,297,0,user_406670,232,701,8,0.342801,0.378458,20657.318999,0.030908,0.030908,0.000229,0,9
FAC20250421001083,Climate,English,Image,North America,2175,1,user_172011,169,508,8,0.338085,0.369075,19238.873953,0.005347,0.005347,0.000191,0,1
FAC20250421001096,Health,English,Text,North America,155,0,user_442519,220,668,8,0.340565,0.375369,15717.750946,0.026237,0.026237,0.000221,0,5
FAC20250421001098,Business,Portuguese,Image,North America,1196,0,user_112447,37,111,8,0.285102,0.301615,5037.291184,0.000295,0.000295,0.000097,0,1
FAC20250421001099,Politics,English,Image,Asia,13,0,user_231935,90,270,8,0.322289,0.347794,2351.412079,0.002172,0.002172,0.000109,0,1
FAC20250421001108,Sports,Portuguese,Text,Asia,118,0,user_106372,37,112,9,0.282605,0.298922,5185.634801,0.000413,0.000413,0.000102,0,9
FAC20250421001135,Education,English,Image,Europe,5,0,user_296652,101,305,8,0.321476,0.347532,4089.187774,0.002813,0.002813,0.000118,0,1
FAC20250421001158,Sports,French,Image,North America,18,0,user_187602,13,40,10,0.240224,0.250433,343.296132,0.000005,0.000005,0.000068,0,1
FAC20250421001164,Gaming,Spanish,Text,Asia,2657,1,user_64780,53,160,8,0.291989,0.311174,7797.534915,0.001175,0.001175,0.000121,0,8
FAC20250421001183,Health,French,Poll,Unknown,4833,1,user_422406,7,21,9,0.252095,0.259592,2293.315068,0.000028,0.000028,0.000049,0,5
FAC20250421001198,Health,Spanish,Image,Europe,687,0,user_111135,52,158,8,0.293276,0.312064,7729.932409,0.000178,0.000178,0.000131,0,4
FAC20250421001220,Entertainment,Chinese,Image,Europe,939,0,user_454266,24,72,9,0.277106,0.292132,2838.179033,0.000471,0.000471,0.000069,0,1
FAC20250421001252,Climate,English,Image,North America,905,0,user_457669,197,594,8,0.340088,0.372711,26939.247728,0.007561,0.007561,0.000219,0,1
FAC20250421001267,Business,English,Link,South America,425,0,user_295146,68,205,7,0.317324,0.338656,9541.956933,0.001851,0.001851,0.000118,0,11
FAC20250421001272,Travel,Portuguese,Image,Asia,4393,0,user_473516,36,108,8,0.281074,0.296741,5661.762937,0.000203,0.000203,0.0001,0,1
FAC20250421001278,Gaming,Chinese,Image,Europe,296,0,user_99193,20,61,9,0.270128,0.28505,589.207333,0.00038,0.00038,0.000055,0,1
FAC20250421001283,Health,Portuguese,Text,Europe,3956,0,user_77009,39,117,9,0.285297,0.302577,7529.993401,0.001668,0.001668,0.000093,0,5
FAC20250421001364,Entertainment,Spanish,Image,Europe,2753,1,user_67232,63,191,8,0.290544,0.309513,9089.212994,0.000414,0.000414,0.000142,0,1
FAC20250421001389,Business,English,Video,Unknown,549,0,user_441108,138,418,6,0.32824,0.355588,11335.904568,0.003277,0.003277,0.000179,0,13
FAC20250421001461,Science,English,Image,Europe,1735,0,user_196012,183,554,8,0.338419,0.370308,16459.841332,0.005695,0.005695,0.000204,0,1
FAC20250421001464,Fashion,English,Image,Europe,3009,0,user_473058,167,507,8,0.336466,0.3672,13312.235975,0.005097,0.005097,0.000186,0,1
FAC20250421001501,Business,English,Link,Europe,389,0,user_166987,68,205,7,0.315951,0.337233,7858.093009,0.002003,0.002003,0.000118,0,11
FAC20250421001520,Travel,Portuguese,Text,Europe,318,0,user_167222,50,151,9,0.290163,0.308974,9065.189044,0.002465,0.002465,0.000112,0,17
FAC20250421001523,Education,English,Text,North America,3710,0,user_458837,210,638,8,0.340442,0.374717,13586.783074,0.025011,0.025011,0.00021,0,9
FAC20250421001524,Sports,English,Text,Africa,32,0,user_198065,129,390,8,0.329333,0.35852,6707.046533,0.013049,0.013049,0.000139,0,9
FAC20250421001531,Climate,Arabic,Text,North America,1668,0,user_477655,20,62,9,0.275805,0.290841,1071.968361,0.000696,0.000696,0.000063,0,17
FAC20250421001565,Education,Chinese,Text,North America,281,0,user_89483,27,81,9,0.277802,0.293984,5509.486923,0.001673,0.001673,0.000078,0,9
FAC20250421001583,Entertainment,Spanish,Text,Europe,414,0,user_150652,66,199,8,0.295025,0.315742,9037.267241,0.003384,0.003384,0.00013,0,4
FAC20250421001596,Education,Portuguese,Image,Europe,44,0,user_327398,12,36,9,0.268968,0.281339,2179.185671,0.000032,0.000032,0.000053,0,1
FAC20250421001630,AI/ML,English,Video,Africa,1525,0,user_297164,150,454,7,0.328671,0.357097,17335.039135,0.002944,0.002944,0.000192,0,13
FAC20250421001632,Politics,Hindi,Video,North America,10831,0,user_375610,8,24,7,0.250625,0.26115,919.699015,0.000017,0.000017,0.000047,0,13
FAC20250421001639,Education,Korean,Video,Asia,18690,0,user_434133,6,18,8,0.244847,0.254633,1106.10351,0.000007,0.000007,0.00005,0,13
FAC20250421001655,Technology,Spanish,Text,Europe,751,0,user_477031,62,187,8,0.295826,0.316296,8359.986532,0.001735,0.001735,0.000132,0,4
FAC20250421001676,Climate,Portuguese,Image,North America,758,0,user_159046,39,117,9,0.286122,0.303012,7159.865672,0.000184,0.000184,0.000108,0,1
FAC20250421001725,Health,Portuguese,Image,Asia,2359,0,user_127696,39,119,9,0.282744,0.298798,2733.729757,0.00016,0.00016,0.000104,0,1
FAC20250421001760,Gaming,English,Image,Europe,115,0,user_291387,182,548,8,0.33354,0.364774,18438.357234,0.005084,0.005084,0.0002,0,1
FAC20250421001781,Gaming,English,Image,Europe,1211,0,user_313198,185,564,8,0.33955,0.371554,10504.121738,0.006765,0.006765,0.000203,0,1
FAC20250421001782,AI/ML,Portuguese,Image,Europe,2259,0,user_87198,43,130,9,0.283897,0.300622,4608.498704,0.000346,0.000346,0.000106,0,1
FAC20250421001796,Sports,Chinese,Text,North America,349,0,user_155047,22,67,9,0.273906,0.2898,4305.961249,0.001883,0.001883,0.00006,0,9
FAC20250421001818,Health,Japanese,Image,Asia,13,0,user_107890,15,45,9,0.257253,0.269739,1415.085249,0.000034,0.000034,0.000065,0,1
FAC20250421001819,Travel,Chinese,Text,North America,1532,0,user_324160,21,63,9,0.277782,0.293899,1261.425431,0.001649,0.001649,0.000053,0,9
FAC20250421001830,Travel,English,Text,North America,30440,1,user_407476,139,418,8,0.328183,0.357988,16929.911477,0.016632,0.016632,0.000149,0,9
FAC20250421001843,Climate,Portuguese,Link,Europe,196,0,user_225782,15,45,9,0.261922,0.272537,2207.667808,0.000023,0.000023,0.000076,0,14
FAC20250421001846,Gaming,English,Image,Africa,628,0,user_175526,174,528,8,0.340673,0.37249,17280.391128,0.00617,0.00617,0.000196,0,1
FAC20250421001871,Politics,English,Text,Asia,1941,1,user_345692,228,695,8,0.34199,0.377554,14122.583277,0.028716,0.028716,0.000228,0,9
FAC20250421001924,Technology,English,Poll,Oceania,12510,1,user_218905,23,69,7,0.3007,0.315001,862.718433,0.000257,0.000257,0.000057,0,15
FAC20250421001949,Technology,English,Image,South America,263,0,user_119199,197,596,8,0.338206,0.371135,20043.131585,0.006724,0.006724,0.000219,0,1
FAC20250421001962,Technology,Arabic,Image,North America,545,0,user_382022,26,79,9,0.278946,0.294215,1868.428971,0.000259,0.000259,0.000075,0,1
FAC20250421001978,Education,English,Image,South America,6544,1,user_396741,163,492,7,0.334118,0.364581,17249.92247,0.004372,0.004372,0.000188,0,1
FAC20250421001993,Education,English,Poll,South America,927,0,user_1619,59,178,8,0.311875,0.330691,8409.06822,0.0018,0.0018,0.00011,0,1
FAC20250421002022,Food,Spanish,Text,Oceania,1357,0,user_138127,67,202,8,0.295488,0.31611,15865.674103,0.00141,0.00141,0.000146,0,4
FAC20250421002049,Climate,Spanish,Image,North America,91,0,user_412927,27,82,8,0.281568,0.296962,2572.211063,0.000115,0.000115,0.000076,0,1
FAC20250421002076,Technology,Spanish,Text,North America,40715,1,user_106054,29,88,8,0.270545,0.28596,1535.442192,0.000147,0.000147,0.000081,0,4
FAC20250421002096,Fashion,English,Image,South America,106,0,user_212569,193,583,8,0.333245,0.364967,14048.753554,0.005628,0.005628,0.000208,0,1
FAC20250421002106,Food,Hindi,Video,Europe,72,0,user_172253,5,16,8,0.248431,0.258262,73.739631,0.00001,0.00001,0.000043,0,13
FAC20250421002113,Technology,Spanish,Text,Asia,9087,1,user_458183,39,118,7,0.283918,0.300716,5087.414625,0.000363,0.000363,0.000104,0,4
FAC20250421002121,Fashion,Portuguese,Text,Europe,90,0,user_444863,32,96,9,0.277987,0.293679,4766.738029,0.00081,0.00081,0.000086,0,0
FAC20250421002124,Travel,Portuguese,Text,North America,171,0,user_218021,38,115,9,0.285027,0.302361,4296.841235,0.001165,0.001165,0.000094,0,17
FAC20250421002141,Sports,Spanish,Video,North America,1444,0,user_416954,32,98,7,0.280612,0.2953,4275.961749,0.000083,0.000083,0.000101,0,13
FAC20250421002163,Technology,English,Image,Asia,3769,0,user_72302,186,568,8,0.336888,0.36871,12559.300767,0.005519,0.005519,0.000209,0,1
FAC20250421002204,Science,English,Text,Asia,866,0,user_49903,221,665,8,0.343741,0.37872,28765.160708,0.027037,0.027037,0.00023,0,9
FAC20250421002263,Health,English,Video,Asia,461,0,user_42994,141,429,7,0.32754,0.354918,8692.643296,0.00428,0.00428,0.000179,0,13
FAC20250421002284,Fashion,Spanish,Image,North America,71,0,user_297490,38,114,8,0.282012,0.298514,7537.234951,0.000178,0.000178,0.000101,0,1
FAC20250421002325,Health,English,Text,South America,179,0,user_191005,226,687,8,0.3414,0.37671,18202.25732,0.026971,0.026971,0.000227,0,5
FAC20250421002331,Health,English,Video,Europe,1191,0,user_95144,139,423,7,0.328685,0.356314,9341.077232,0.003233,0.003233,0.000176,0,13
FAC20250421002341,Finance,English,Image,South America,883,0,user_9675,205,621,8,0.339443,0.372781,21577.975767,0.008235,0.008235,0.000225,0,1
FAC20250421002387,Climate,Spanish,Video,Oceania,1569,0,user_155241,40,120,7,0.282096,0.297388,12563.283704,0.00016,0.00016,0.000118,0,17
FAC20250422002434,AI/ML,English,Image,Europe,10152,1,user_176884,163,493,7,0.330694,0.360771,11985.063632,0.004568,0.004568,0.000181,0,1
FAC20250422002436,Gaming,English,Text,Europe,3293,0,user_25650,219,661,8,0.339888,0.374702,14880.564584,0.02823,0.02823,0.000215,0,8
FAC20250422002438,Sports,Spanish,Text,North America,603,0,user_169959,60,184,8,0.296432,0.316746,6778.257983,0.001412,0.001412,0.000133,0,4
FAC20250422002470,Politics,English,Video,Asia,352,0,user_344523,153,463,7,0.32784,0.356004,15611.611457,0.004111,0.004111,0.000197,0,13
FAC20250422002542,Fashion,English,Link,Asia,568,0,user_397362,70,212,8,0.316549,0.33765,13053.561346,0.00212,0.00212,0.000123,0,14
FAC20250422002591,Science,Spanish,Video,Asia,3381,0,user_225412,34,102,7,0.27532,0.289934,4680.005312,0.000063,0.000063,0.000115,0,13
FAC20250422002609,AI/ML,Japanese,Image,North America,5181,0,user_445976,19,57,7,0.269537,0.283781,3090.568827,0.00016,0.00016,0.00007,0,1
FAC20250422002628,AI/ML,English,Image,Europe,48,0,user_219037,152,465,8,0.328628,0.357921,5598.163732,0.00423,0.00423,0.000168,0,1
FAC20250422002631,Travel,Portuguese,Text,Europe,3642,0,user_61414,37,113,9,0.284638,0.301682,3490.814631,0.000926,0.000926,0.000094,0,17
FAC20250422002642,Education,English,Link,Europe,32,0,user_98282,48,145,8,0.303958,0.321671,7980.821088,0.000382,0.000382,0.000099,0,14
FAC20250422002669,Gaming,English,Image,North America,1053,0,user_455232,198,601,8,0.33998,0.372678,13044.205722,0.007412,0.007412,0.000214,0,1
FAC20250422002697,Food,Portuguese,Text,Europe,383,0,user_460066,34,103,8,0.288372,0.305822,3877.255795,0.000758,0.000758,0.000091,0,9
FAC20250422002709,Education,English,Video,North America,932,0,user_291387,150,454,7,0.328958,0.357285,16954.746141,0.003363,0.003363,0.000202,0,13
FAC20250422002789,Sports,Portuguese,Text,Europe,235,0,user_458548,49,151,9,0.287391,0.3055,3645.7577,0.001311,0.001311,0.000116,0,9
FAC20250422002801,Technology,English,Video,Europe,93,0,user_53871,117,353,7,0.321037,0.347049,10227.303227,0.002008,0.002008,0.000156,0,15
FAC20250422002803,Technology,Spanish,Text,Europe,483,0,user_161858,65,197,8,0.295861,0.316105,13010.533318,0.001993,0.001993,0.00014,0,4
FAC20250422002815,Climate,Portuguese,Text,North America,410,0,user_173815,42,126,9,0.290219,0.308272,13040.593414,0.001384,0.001384,0.00011,0,17
FAC20250422002829,Politics,Arabic,Text,Asia,2943,0,user_82642,21,63,9,0.27319,0.287981,2786.377185,0.001017,0.001017,0.000061,0,9
FAC20250422002932,Gaming,French,Text,Asia,1301,0,user_442503,40,120,9,0.286253,0.303306,8534.27882,0.001179,0.001179,0.000101,0,8
FAC20250422002945,AI/ML,English,Text,Asia,142,0,user_139211,184,558,8,0.338831,0.371636,12376.43522,0.020881,0.020881,0.000186,0,9
FAC20250423003001,AI/ML,French,Image,Asia,1697,1,user_20617,37,112,9,0.280162,0.2967,5157.274724,0.000497,0.000497,0.000091,0,1
FAC20250423003020,Sports,English,Text,North America,2488,1,user_152550,200,603,8,0.340658,0.37453,22704.714504,0.023889,0.023889,0.000207,0,9
FAC20250423003063,Gaming,English,Text,Europe,548,0,user_165961,234,706,8,0.343177,0.378326,14680.900257,0.033523,0.033523,0.000227,0,8
FAC20250423003069,Gaming,English,Text,Africa,16,0,user_219572,123,369,8,0.325611,0.354112,10083.775876,0.015343,0.015343,0.000131,0,8
FAC20250424003138,Finance,English,Text,North America,4537,0,user_398838,209,631,8,0.338161,0.372298,17495.890416,0.026059,0.026059,0.000207,0,7
FAC20250424003254,Sports,English,Video,North America,6497,0,user_192936,107,330,7,0.321339,0.345854,7316.262923,0.001465,0.001465,0.000152,0,13
FAC20250424003283,Education,Portuguese,Video,North America,78,0,user_189795,24,73,8,0.26583,0.278293,3910.501695,0.000032,0.000032,0.000097,0,13
FAC20250424003327,Finance,English,Image,Europe,69,0,user_79065,138,415,8,0.330694,0.359763,13931.309614,0.003509,0.003509,0.00016,0,1
FAC20250424003331,Sports,English,Image,Europe,135,0,user_55823,185,555,8,0.334803,0.366091,28046.969161,0.005135,0.005135,0.000205,0,1
FAC20250424003429,Climate,English,Image,North America,93,0,user_62043,147,445,8,0.332552,0.361675,9540.882095,0.003546,0.003546,0.000167,0,1
FAC20250424003457,AI/ML,Spanish,Video,Unknown,1,0,user_210276,12,36,8,0.244672,0.254902,0,0.000004,0.000004,0.000057,0,13
FAC20250424003482,Business,French,Image,Europe,1415,0,user_192651,28,84,8,0.28234,0.297964,5164.237026,0.000116,0.000116,0.000087,0,1
FAC20250424003497,Education,English,Image,Europe,297,0,user_359274,205,620,8,0.339382,0.372735,16963.065297,0.008015,0.008015,0.000218,0,1
FAC20250424003517,Technology,English,Text,Europe,559,0,user_197256,216,658,8,0.34382,0.378398,13307.935242,0.029929,0.029929,0.000212,0,15
FAC20250424003518,Technology,Portuguese,Text,North America,1043,0,user_21124,44,133,9,0.29217,0.310637,9994.629424,0.001152,0.001152,0.00011,0,15
FAC20250424003548,Entertainment,English,Image,North America,17,0,user_239743,107,321,8,0.324137,0.350953,11153.482673,0.003025,0.003025,0.000131,0,1
FAC20250425003582,Business,Japanese,Image,Asia,19759,1,user_18438,14,42,8,0.258812,0.271179,1494.959304,0.000073,0.000073,0.00006,0,1
FAC20250425003623,Gaming,French,Image,North America,589,0,user_345887,34,102,9,0.283789,0.299667,8269.986066,0.000216,0.000216,0.000101,0,1
FAC20250426003692,Travel,English,Poll,Europe,891,0,user_132576,40,120,8,0.312186,0.330168,2693.94526,0.00106,0.00106,0.000079,0,1
FAC20250426003693,Climate,English,Image,Europe,66,0,user_273090,123,371,8,0.330418,0.358292,10407.199315,0.002672,0.002672,0.000149,0,1
FAC20250426003696,Science,English,Image,Asia,18,0,user_264397,93,280,8,0.322621,0.348261,7231.683815,0.001696,0.001696,0.000119,0,1
FAC20250426003738,Education,Portuguese,Image,North America,497,0,user_205397,40,121,9,0.286919,0.303669,5519.135723,0.000356,0.000356,0.000103,0,1
FAC20250426003762,AI/ML,English,Video,North America,5431,0,user_48976,123,373,7,0.322648,0.348625,11198.852067,0.001982,0.001982,0.000169,0,13
FAC20250426003769,Technology,English,Text,Asia,1731,0,user_434861,213,647,8,0.342614,0.377733,15369.055047,0.026535,0.026535,0.000217,0,15
FAC20250426003818,AI/ML,English,Poll,Africa,556,0,user_46036,46,138,8,0.311707,0.330057,17267.195235,0.001431,0.001431,0.000099,0,1
FAC20250426003823,Travel,English,Image,North America,578,0,user_171322,183,553,8,0.340457,0.372573,19910.555952,0.006544,0.006544,0.000204,0,1
FAC20250426003842,Sports,English,Text,North America,1,0,user_263517,92,276,8,0.322607,0.349396,751.356876,0.010119,0.010119,0.000101,0,9
FAC20250426003851,Entertainment,English,Video,Africa,31,0,user_367372,84,253,7,0.315991,0.339166,5632.137725,0.001305,0.001305,0.000118,0,13
FAC20250426003860,Food,French,Video,North America,393,0,user_388920,14,42,8,0.267124,0.278183,2778.518521,0.000051,0.000051,0.000063,0,13
FAC20250426003938,Food,English,Image,North America,127,0,user_256702,181,556,8,0.334014,0.365171,8093.684134,0.005582,0.005582,0.000195,0,1
FAC20250426003943,Health,English,Text,North America,3618,1,user_49956,220,668,8,0.33955,0.374539,15785.542446,0.027038,0.027038,0.000223,0,5
FAC20250426003962,AI/ML,English,Image,North America,75,0,user_306262,167,504,8,0.331219,0.361557,7996.043221,0.00488,0.00488,0.000179,0,1
FAC20250426004005,Climate,Japanese,Image,Asia,32613,1,user_172673,15,45,9,0.255922,0.267969,1059.521137,0.000027,0.000027,0.000068,0,1
FAC20250427004040,Education,English,Text,Asia,17,0,user_405581,112,337,8,0.32724,0.355398,6332.519415,0.012615,0.012615,0.000121,0,9
FAC20250428004050,Health,Hindi,Image,North America,23131,1,user_25232,11,33,9,0.257747,0.269775,410.123726,0.000073,0.000073,0.000045,0,1
FAC20250428004059,Travel,Hindi,Video,Europe,6131,1,user_463284,9,27,7,0.252867,0.264078,3099.455457,0.000021,0.000021,0.000058,0,13
FAC20250428004093,AI/ML,English,Text,North America,1297,0,user_242659,217,655,8,0.3436,0.378757,17632.926839,0.02738,0.02738,0.000216,0,9
FAC20250428004096,Gaming,English,Text,Europe,30,0,user_276438,152,460,8,0.329261,0.3596,6646.59076,0.017822,0.017822,0.000154,0,8
FAC20250428004100,Education,English,Text,Europe,293,0,user_169635,223,679,8,0.34277,0.378017,15926.911752,0.030536,0.030536,0.000224,0,9
FAC20250428004156,Finance,English,Image,North America,22,0,user_83326,105,318,8,0.323858,0.350569,5198.443245,0.002422,0.002422,0.000126,0,1
FAC20250428004220,Food,Portuguese,Image,North America,24515,1,user_414438,18,55,8,0.268478,0.281334,525.878543,0.00003,0.00003,0.000065,0,1
FAC20250428004240,Finance,Spanish,Video,Asia,25222,1,user_266097,14,43,8,0.260452,0.271262,2787.968018,0.000008,0.000008,0.000071,0,7
FAC20250428004258,Food,English,Text,Europe,914,0,user_140762,217,657,8,0.343365,0.378177,13747.009521,0.028256,0.028256,0.000219,0,9
FAC20250428004264,Technology,English,Text,Europe,47,0,user_105749,143,434,8,0.332199,0.36255,6227.281944,0.01587,0.01587,0.000148,0,15
FAC20250428004265,AI/ML,English,Text,Africa,1055,0,user_134890,228,694,8,0.344608,0.380152,19856.109709,0.028547,0.028547,0.000231,0,9
FAC20250428004276,Food,German,Text,Africa,1117,0,user_101102,30,90,8,0.281948,0.298238,3627.87976,0.001749,0.001749,0.000076,0,9
FAC20250428004284,Health,English,Video,Asia,44,0,user_285187,93,281,7,0.316803,0.340649,9312.806918,0.001508,0.001508,0.000134,0,13
FAC20250428004287,AI/ML,Spanish,Text,Europe,1360,1,user_398560,54,163,8,0.294297,0.313811,7601.363413,0.000923,0.000923,0.00012,0,4
