Source,Target,Weight,Relation
FAC20250727123191,FAC20250820130780,2.0,same_location
FAC20250619034329,FAC20250727123191,2.0,same_location
FAC20250617032464,FAC20250619034329,2.0,same_location
FAC20250617032464,FAC20250905135939,2.0,same_location
FAC20250529022291,FAC20250905135939,2.0,same_location
FAC20250529022291,FAC20250902068070,2.0,same_location
FAC20250902068070,FAC20251003145120,2.0,same_location
FAC20250422092206,FAC20251003145120,2.0,same_location
FAC20250422092206,FAC20250710043678,2.0,same_location
FAC20250710043678,FAC20250726122937,2.0,same_location
FAC20250726122937,FAC20250831067650,2.0,same_location
FAC20250724122199,FAC20250831067650,2.0,same_location
FAC20250617032814,FAC20250724122199,2.0,same_location
FAC20250617032814,FAC20251007088696,2.0,same_location
FAC20250623034792,FAC20251007088696,2.0,same_location
FAC20250623034792,FAC20250924083352,2.0,same_location
FAC20250624035329,FAC20250924083352,2.0,same_location
FAC20250624035329,FAC20250922079380,2.0,same_location
FAC20250906071966,FAC20250922079380,2.0,same_location
FAC20250714046010,FAC20250906071966,2.0,same_location
FAC20250520101164,FAC20250714046010,2.0,same_location
FAC20250520101164,FAC20250831067746,2.0,same_location
FAC20250817060352,FAC20250831067746,2.0,same_location
FAC20250817060352,FAC20250825132609,2.0,same_location
FAC20250825132609,FAC20250927084336,2.0,same_location
FAC20250707116669,FAC20250927084336,2.0,same_location
FAC20250425093139,FAC20250707116669,2.0,same_location
FAC20250425093139,FAC20250519014179,2.0,same_location
FAC20250430094761,FAC20250519014179,2.0,same_location
FAC20250430094761,FAC20250829067111,2.0,same_location
FAC20250530104655,FAC20250829067111,2.0,same_location
FAC20250530104655,FAC20250828067015,2.0,same_location
FAC20250828067015,FAC20251012147972,2.0,same_location
FAC20250614109401,FAC20251012147972,2.0,same_location
FAC20250608028972,FAC20250614109401,2.0,same_location
FAC20250608028972,FAC20250615109539,2.0,same_location
FAC20250529104308,FAC20250615109539,2.0,same_location
FAC20250509009362,FAC20250529104308,2.0,same_location
FAC20250509009362,FAC20250620111149,2.0,same_location
FAC20250620111149,FAC20250630114493,2.0,same_location
FAC20250531104880,FAC20250630114493,2.0,same_location
FAC20250531104880,FAC20250905135853,2.0,same_location
FAC20250803052339,FAC20250905135853,2.0,same_location
FAC20250718120333,FAC20250803052339,2.0,same_location
FAC20250718120333,FAC20250804052715,2.0,same_location
FAC20250804052715,FAC20250904070191,2.0,same_location
FAC20250904070191,FAC20251001086241,2.0,same_location
FAC20251001086241,FAC20251011147460,2.0,same_location
FAC20250513099082,FAC20251011147460,2.0,same_location
FAC20250513099082,FAC20250714118944,2.0,same_location
FAC20250606106799,FAC20250714118944,2.0,same_location
FAC20250606106799,FAC20250817060726,2.0,same_location
FAC20250716046550,FAC20250817060726,2.0,same_location
FAC20250716046550,FAC20250915139353,2.0,same_location
FAC20250915139353,FAC20250926084041,2.0,same_location
FAC20250806126217,FAC20250926084041,2.0,same_location
FAC20250806126217,FAC20251001085107,2.0,same_location
FAC20251001085107,FAC20251005087143,2.0,same_location
FAC20251005087143,FAC20251006146020,2.0,same_location
FAC20250516099984,FAC20251006146020,2.0,same_location
FAC20250516099984,FAC20250521017853,2.0,same_location
FAC20250521017853,FAC20250922081886,2.0,same_location
FAC20250922080117,FAC20250922081886,2.0,same_location
FAC20250428094258,FAC20250922080117,2.0,same_location
FAC20250428094258,FAC20250915075663,2.0,same_location
FAC20250909137285,FAC20250915075663,2.0,same_location
FAC20250826065772,FAC20250909137285,2.0,same_location
FAC20250826065772,FAC20250918077078,2.0,same_location
FAC20250702115169,FAC20250918077078,2.0,same_location
FAC20250702115169,FAC20250815129303,2.0,same_location
FAC20250714119142,FAC20250815129303,2.0,same_location
FAC20250714119142,FAC20250922079239,2.0,same_location
FAC20250624035155,FAC20250922079239,2.0,same_location
FAC20250624035155,FAC20250806054264,2.0,same_location
FAC20250806054264,FAC20250809127433,2.0,same_location
FAC20250427093928,FAC20250809127433,2.0,same_location
FAC20250427093928,FAC20250429094399,2.0,same_location
FAC20250429094399,FAC20250819130696,2.0,same_location
FAC20250528103964,FAC20250819130696,2.0,same_location
FAC20250528103964,FAC20251006145943,2.0,same_location
FAC20250914138910,FAC20251006145943,2.0,same_location
FAC20250617032800,FAC20250914138910,2.0,same_location
FAC20250617032800,FAC20250719120719,2.0,same_location
FAC20250503095829,FAC20250719120719,2.0,same_location
FAC20250503095829,FAC20250909137197,2.0,same_location
FAC20250528103700,FAC20250909137197,2.0,same_location
FAC20250528103700,FAC20250619110837,2.0,same_location
FAC20250614109507,FAC20250619110837,2.0,same_location
FAC20250420000646,FAC20250614109507,2.0,same_location
FAC20250420000646,FAC20250909137173,2.0,same_location
FAC20250428094165,FAC20250909137173,2.0,same_location
FAC20250428094165,FAC20251005087285,2.0,same_location
FAC20250917139935,FAC20251005087285,2.0,same_location
FAC20250621034579,FAC20250917139935,2.0,same_location
FAC20250615109638,FAC20250621034579,2.0,same_location
FAC20250615109638,FAC20250724049328,2.0,same_location
FAC20250606026957,FAC20250724049328,2.0,same_location
FAC20250527103597,FAC20250627113403,2.0,same_location
FAC20250627113403,FAC20251001085152,2.0,same_location
FAC20250607028656,FAC20251001085152,2.0,same_location
FAC20250607028656,FAC20250808127135,2.0,same_location
FAC20250804052883,FAC20250808127135,2.0,same_location
FAC20250618110646,FAC20250804052883,2.0,same_location
FAC20250618110646,FAC20250923082507,2.0,same_location
FAC20250618033032,FAC20250923082507,2.0,same_location
FAC20250618033032,FAC20250904070336,2.0,same_location
FAC20250622111903,FAC20250904070336,2.0,same_location
FAC20250527021950,FAC20250622111903,2.0,same_location
FAC20250527021950,FAC20250919077311,2.0,same_location
FAC20250903069722,FAC20250919077311,2.0,same_location
FAC20250903069722,FAC20250921078287,2.0,same_location
FAC20250712118471,FAC20250921078287,2.0,same_location
FAC20250712118471,FAC20250915075457,2.0,same_location
FAC20250915075457,FAC20250921078327,2.0,same_location
FAC20250623034822,FAC20250921078327,2.0,same_location
FAC20250623034822,FAC20250630038658,2.0,same_location
FAC20250630038658,FAC20250809055960,2.0,same_location
FAC20250602105477,FAC20250809055960,2.0,same_location
FAC20250602105477,FAC20250911074035,2.0,same_location
FAC20250808126845,FAC20250911074035,2.0,same_location
FAC20250601024069,FAC20250808126845,2.0,same_location
FAC20250601024069,FAC20250601024910,2.0,same_location
FAC20250601024910,FAC20250828133357,2.0,same_location
FAC20250828133357,FAC20250920078207,2.0,same_location
FAC20250615031757,FAC20250920078207,2.0,same_location
FAC20250615031757,FAC20250711044271,2.0,same_location
FAC20250711044271,FAC20250903069896,2.0,same_location
FAC20250817060257,FAC20250903069896,2.0,same_location
FAC20250817060257,FAC20250924142015,2.0,same_location
FAC20250924142015,FAC20251018090910,2.0,same_location
FAC20250806054729,FAC20251018090910,2.0,same_location
FAC20250519016145,FAC20250806054729,2.0,same_location
FAC20250519016145,FAC20250705116198,2.0,same_location
FAC20250701039297,FAC20250705116198,2.0,same_location
FAC20250603025339,FAC20250701039297,2.0,same_location
FAC20250603025339,FAC20250721121217,2.0,same_location
FAC20250721121217,FAC20250922080999,2.0,same_location
FAC20250905070900,FAC20250922080999,2.0,same_location
FAC20250905070900,FAC20250922079421,2.0,same_location
FAC20250713118714,FAC20250922079421,2.0,same_location
FAC20250421001818,FAC20250713118714,2.0,same_location
FAC20250421001818,FAC20250905070931,2.0,same_location
FAC20250605026399,FAC20250905070931,2.0,same_location
FAC20250421001099,FAC20250605026399,2.0,same_location
FAC20250421001099,FAC20250622111809,2.0,same_location
FAC20250622111809,FAC20250624112629,2.0,same_location
FAC20250624112629,FAC20250817060096,2.0,same_location
FAC20250513011477,FAC20250817060096,2.0,same_location
FAC20250513011477,FAC20251006146031,2.0,same_location
FAC20250528103872,FAC20251006146031,2.0,same_location
FAC20250528103872,FAC20250624035231,2.0,same_location
FAC20250624035231,FAC20250805053990,2.0,same_location
FAC20250805053990,FAC20250827065991,2.0,same_location
FAC20250623034826,FAC20250827065991,2.0,same_location
FAC20250623034826,FAC20250816059849,2.0,same_location
FAC20250615031486,FAC20250816059849,2.0,same_location
FAC20250615031486,FAC20250902134985,2.0,same_location
FAC20250605025733,FAC20250902134985,2.0,same_location
FAC20250427004040,FAC20250605025733,2.0,same_location
FAC20250427004040,FAC20250525021451,2.0,same_location
FAC20250525021451,FAC20250910137729,2.0,same_location
FAC20250525102976,FAC20250910137729,2.0,same_location
FAC20250426003696,FAC20250525102976,2.0,same_location
FAC20250426003696,FAC20250603105957,2.0,same_location
FAC20250603105957,FAC20250922079238,2.0,same_location
FAC20250624112676,FAC20250922079238,2.0,same_location
FAC20250624112676,FAC20250922079342,2.0,same_location
FAC20250524019305,FAC20250922079342,2.0,same_location
FAC20250524019305,FAC20250725050180,2.0,same_location
FAC20250725050180,FAC20250929143640,2.0,same_location
FAC20250929143640,FAC20251016090308,2.0,same_location
FAC20250726122750,FAC20251016090308,2.0,same_location
FAC20250726122750,FAC20251016149208,2.0,same_location
FAC20250817060204,FAC20251016149208,2.0,same_location
FAC20250817060204,FAC20250902069015,2.0,same_location
FAC20250902069015,FAC20251001084688,2.0,same_location
FAC20250506007831,FAC20251001084688,2.0,same_location
FAC20250506007831,FAC20250610108122,2.0,same_location
FAC20250525021508,FAC20250610108122,2.0,same_location
FAC20250525021508,FAC20250713118554,2.0,same_location
FAC20250713118554,FAC20250922078787,2.0,same_location
FAC20250902068947,FAC20250922078787,2.0,same_location
FAC20250709117352,FAC20250902068947,2.0,same_location
FAC20250709117352,FAC20251005087202,2.0,same_location
FAC20251005087202,FAC20251007146345,2.0,same_location
FAC20250625035643,FAC20251007146345,2.0,same_location
FAC20250625035643,FAC20250922081902,2.0,same_location
FAC20250813056863,FAC20250922081902,2.0,same_location
FAC20250506007659,FAC20250813056863,2.0,same_location
FAC20250506007659,FAC20250712045130,2.0,same_location
FAC20250712045130,FAC20250821063261,2.0,same_location
FAC20250821063261,FAC20251008146557,2.0,same_location
FAC20250610107932,FAC20251008146557,2.0,same_location
FAC20250610107932,FAC20250926083599,2.0,same_location
FAC20250610029677,FAC20250926083599,2.0,same_location
FAC20250610029677,FAC20250713045475,2.0,same_location
FAC20250713045475,FAC20250917076962,2.0,same_location
FAC20250513011775,FAC20250917076962,2.0,same_location
FAC20250513011775,FAC20250902069165,2.0,same_location
FAC20250607028104,FAC20250902069165,2.0,same_location
FAC20250519015629,FAC20250607028104,2.0,same_location
FAC20250519015629,FAC20250828067033,2.0,same_location
FAC20250817060171,FAC20250828067033,2.0,same_location
FAC20250817060171,FAC20250923141706,2.0,same_location
FAC20250706116515,FAC20250923141706,2.0,same_location
FAC20250706116515,FAC20250902068059,2.0,same_location
FAC20250705116124,FAC20250902068059,2.0,same_location
FAC20250705116124,FAC20250720048305,2.0,same_location
FAC20250516013174,FAC20250720048305,2.0,same_location
FAC20250516013174,FAC20250609029209,2.0,same_location
FAC20250530022769,FAC20250609029209,2.0,same_location
FAC20250430005693,FAC20250530022769,2.0,same_location
FAC20250430005693,FAC20250619033645,2.0,same_location
FAC20250519016372,FAC20250619033645,2.0,same_location
FAC20250519016372,FAC20250904135737,2.0,same_location
FAC20250614109508,FAC20250904135737,2.0,same_location
FAC20250614109508,FAC20250806054117,2.0,same_location
FAC20250806054117,FAC20250815059139,2.0,same_location
FAC20250815059139,FAC20250924083229,2.0,same_location
FAC20250821063268,FAC20250924083229,2.0,same_location
FAC20250815058254,FAC20250821063268,2.0,same_location
FAC20250501005973,FAC20250815058254,2.0,same_location
FAC20250501005973,FAC20250515012721,2.0,same_location
FAC20250428004537,FAC20250515012721,2.0,same_location
FAC20250428004537,FAC20250815129386,2.0,same_location
FAC20250726050311,FAC20250815129386,2.0,same_location
FAC20250601024246,FAC20250726050311,2.0,same_location
FAC20250601024246,FAC20250817060990,2.0,same_location
FAC20250817060990,FAC20250829133855,2.0,same_location
FAC20250705041466,FAC20250829133855,2.0,same_location
FAC20250606027261,FAC20250705041466,2.0,same_location
FAC20250524019065,FAC20250606027261,2.0,same_location
FAC20250516012873,FAC20250524019065,2.0,same_location
FAC20250516012873,FAC20250717119924,2.0,same_location
FAC20250705039965,FAC20250717119924,2.0,same_location
FAC20250705039965,FAC20250828066817,2.0,same_location
FAC20250825132402,FAC20250828066817,2.0,same_location
FAC20250513099081,FAC20250825132402,2.0,same_location
FAC20250513099081,FAC20250530023158,2.0,same_location
FAC20250530023158,FAC20250918140211,2.0,same_location
FAC20250621111689,FAC20250918140211,2.0,same_location
FAC20250518100792,FAC20250621111689,2.0,same_location
FAC20250518100792,FAC20251010089017,2.0,same_location
FAC20250705040251,FAC20251010089017,2.0,same_location
FAC20250705040251,FAC20251001085412,2.0,same_location
FAC20250809127339,FAC20251001085412,2.0,same_location
FAC20250809127339,FAC20250822064111,2.0,same_location
FAC20250610029792,FAC20250822064111,2.0,same_location
FAC20250428004284,FAC20250610029792,2.0,same_location
FAC20250428004284,FAC20250807054919,2.0,same_location
FAC20250729123657,FAC20250807054919,2.0,same_location
FAC20250613030844,FAC20250729123657,2.0,same_location
FAC20250515012536,FAC20250613030844,2.0,same_location
FAC20250515012536,FAC20250728123468,2.0,same_location
FAC20250525021107,FAC20250728123468,2.0,same_location
FAC20250525021107,FAC20250818130258,2.0,same_location
FAC20250809055394,FAC20250818130258,2.0,same_location
FAC20250809055394,FAC20250809127172,2.0,same_location
FAC20250809127172,FAC20250921141215,2.0,same_location
FAC20250625036296,FAC20250921141215,2.0,same_location
FAC20250625036296,FAC20250912074910,2.0,same_location
FAC20250617032718,FAC20250912074910,2.0,same_location
FAC20250617032718,FAC20250817060943,2.0,same_location
FAC20250817060943,FAC20250821062375,2.0,same_location
FAC20250528103864,FAC20250821062375,2.0,same_location
FAC20250528103864,FAC20250822131535,2.0,same_location
FAC20250723049099,FAC20250822131535,2.0,same_location
FAC20250723049099,FAC20250919077689,2.0,same_location
FAC20250513012211,FAC20250919077689,2.0,same_location
FAC20250513012211,FAC20250519015193,2.0,same_location
FAC20250513011236,FAC20250519015193,2.0,same_location
FAC20250513011236,FAC20250729050836,2.0,same_location
FAC20250616032023,FAC20250729050836,2.0,same_location
FAC20250616032023,FAC20250630038172,2.0,same_location
FAC20250614109459,FAC20250630038172,2.0,same_location
FAC20250614109459,FAC20250629037304,2.0,same_location
FAC20250629037304,FAC20250813128491,2.0,same_location
FAC20250605026503,FAC20250813128491,2.0,same_location
FAC20250526021593,FAC20250605026503,2.0,same_location
FAC20250428094154,FAC20250526021593,2.0,same_location
FAC20250428094154,FAC20250929143787,2.0,same_location
FAC20250915076569,FAC20250929143787,2.0,same_location
FAC20250915076569,FAC20251012147813,2.0,same_location
FAC20250926142847,FAC20251012147813,2.0,same_location
FAC20250714046021,FAC20250926142847,2.0,same_location
FAC20250608028920,FAC20250714046021,2.0,same_location
FAC20250519014417,FAC20250608028920,2.0,same_location
FAC20250519014417,FAC20250613030039,2.0,same_location
FAC20250613030039,FAC20250626113239,2.0,same_location
FAC20250626113239,FAC20250822064295,2.0,same_location
FAC20250429004752,FAC20250822064295,2.0,same_location
FAC20250429004752,FAC20250922080850,2.0,same_location
FAC20250826132760,FAC20250922080850,2.0,same_location
FAC20250520016709,FAC20250826132760,2.0,same_location
FAC20250520016709,FAC20250625035885,2.0,same_location
FAC20250502006298,FAC20250625035885,2.0,same_location
FAC20250502006298,FAC20250910073449,2.0,same_location
FAC20250910073449,FAC20250919077724,2.0,same_location
FAC20250919077724,FAC20251017149441,2.0,same_location
FAC20250429004671,FAC20251017149441,2.0,same_location
FAC20250429004671,FAC20250608028829,2.0,same_location
FAC20250608028829,FAC20250619110873,2.0,same_location
FAC20250525020832,FAC20250619110873,2.0,same_location
FAC20250419091256,FAC20250525020832,2.0,same_location
FAC20250419091256,FAC20250921078402,2.0,same_location
FAC20250505007397,FAC20250921078402,2.0,same_location
FAC20250505007397,FAC20250519015476,2.0,same_location
FAC20250519015476,FAC20250607027771,2.0,same_location
FAC20250607027771,FAC20250731051994,2.0,same_location
FAC20250731051994,FAC20250801124835,2.0,same_location
FAC20250801124835,FAC20250916076880,2.0,same_location
FAC20250905070652,FAC20250916076880,2.0,same_location
FAC20250725050186,FAC20250905070652,2.0,same_location
FAC20250617032730,FAC20250725050186,2.0,same_location
FAC20250617032730,FAC20250712045147,2.0,same_location
FAC20250712045147,FAC20251001086244,2.0,same_location
FAC20250716046430,FAC20251001086244,2.0,same_location
FAC20250529104124,FAC20250716046430,2.0,same_location
FAC20250529104124,FAC20250920140952,2.0,same_location
FAC20250716046312,FAC20250920140952,2.0,same_location
FAC20250419000189,FAC20250716046312,2.0,same_location
FAC20250419000189,FAC20250621111718,2.0,same_location
FAC20250420091648,FAC20250621111718,2.0,same_location
FAC20250420091648,FAC20250716046646,2.0,same_location
FAC20250716046646,FAC20250916139713,2.0,same_location
FAC20250815058555,FAC20250916139713,2.0,same_location
