Id,Label,topic,language,media_type,location,followers,popularity,user_id
FAC20250421001978,FAC20250421001978,Education,English,Image,South America,6544,1,user_396741
FAC20250421001993,FAC20250421001993,Education,English,Poll,South America,927,0,user_1619
FAC20250421002022,FAC20250421002022,Food,Spanish,Text,Oceania,1357,0,user_138127
FAC20250421002049,FAC20250421002049,Climate,Spanish,Image,North America,91,0,user_412927
FAC20250421002076,FAC20250421002076,Technology,Spanish,Text,North America,40715,1,user_106054
FAC20250421002096,FAC20250421002096,Fashion,English,Image,South America,106,0,user_212569
FAC20250421002106,FAC20250421002106,Food,Hindi,Video,Europe,72,0,user_172253
FAC20250421002113,FAC20250421002113,Technology,Spanish,Text,Asia,9087,1,user_458183
FAC20250421002121,FAC20250421002121,Fashion,Portuguese,Text,Europe,90,0,user_444863
FAC20250421002124,FAC20250421002124,Travel,Portuguese,Text,North America,171,0,user_218021
FAC20250421002141,FAC20250421002141,Sports,Spanish,Video,North America,1444,0,user_416954
FAC20250421002163,FAC20250421002163,Technology,English,Image,Asia,3769,0,user_72302
FAC20250421002204,FAC20250421002204,Science,English,Text,Asia,866,0,user_49903
FAC20250421002263,FAC20250421002263,Health,English,Video,Asia,461,0,user_42994
FAC20250421002284,FAC20250421002284,Fashion,Spanish,Image,North America,71,0,user_297490
FAC20250421002325,FAC20250421002325,Health,English,Text,South America,179,0,user_191005
FAC20250421002331,FAC20250421002331,Health,English,Video,Europe,1191,0,user_95144
FAC20250421002341,FAC20250421002341,Finance,English,Image,South America,883,0,user_9675
FAC20250421002387,FAC20250421002387,Climate,Spanish,Video,Oceania,1569,0,user_155241
FAC20250422002434,FAC20250422002434,AI/ML,English,Image,Europe,10152,1,user_176884
FAC20250422002436,FAC20250422002436,Gaming,English,Text,Europe,3293,0,user_25650
FAC20250422002438,FAC20250422002438,Sports,Spanish,Text,North America,603,0,user_169959
FAC20250422002470,FAC20250422002470,Politics,English,Video,Asia,352,0,user_344523
FAC20250422002542,FAC20250422002542,Fashion,English,Link,Asia,568,0,user_397362
FAC20250422002591,FAC20250422002591,Science,Spanish,Video,Asia,3381,0,user_225412
FAC20250422002609,FAC20250422002609,AI/ML,Japanese,Image,North America,5181,0,user_445976
FAC20250422002628,FAC20250422002628,AI/ML,English,Image,Europe,48,0,user_219037
FAC20250422002631,FAC20250422002631,Travel,Portuguese,Text,Europe,3642,0,user_61414
FAC20250422002642,FAC20250422002642,Education,English,Link,Europe,32,0,user_98282
FAC20250422002669,FAC20250422002669,Gaming,English,Image,North America,1053,0,user_455232
FAC20250422002697,FAC20250422002697,Food,Portuguese,Text,Europe,383,0,user_460066
FAC20250422002709,FAC20250422002709,Education,English,Video,North America,932,0,user_291387
FAC20250422002789,FAC20250422002789,Sports,Portuguese,Text,Europe,235,0,user_458548
FAC20250422002801,FAC20250422002801,Technology,English,Video,Europe,93,0,user_53871
FAC20250422002803,FAC20250422002803,Technology,Spanish,Text,Europe,483,0,user_161858
FAC20250422002815,FAC20250422002815,Climate,Portuguese,Text,North America,410,0,user_173815
FAC20250422002829,FAC20250422002829,Politics,Arabic,Text,Asia,2943,0,user_82642
FAC20250422002932,FAC20250422002932,Gaming,French,Text,Asia,1301,0,user_442503
FAC20250422002945,FAC20250422002945,AI/ML,English,Text,Asia,142,0,user_139211
FAC20250423003001,FAC20250423003001,AI/ML,French,Image,Asia,1697,1,user_20617
FAC20250423003020,FAC20250423003020,Sports,English,Text,North America,2488,1,user_152550
FAC20250423003063,FAC20250423003063,Gaming,English,Text,Europe,548,0,user_165961
FAC20250423003069,FAC20250423003069,Gaming,English,Text,Africa,16,0,user_219572
FAC20250424003138,FAC20250424003138,Finance,English,Text,North America,4537,0,user_398838
FAC20250424003254,FAC20250424003254,Sports,English,Video,North America,6497,0,user_192936
FAC20250424003283,FAC20250424003283,Education,Portuguese,Video,North America,78,0,user_189795
FAC20250424003327,FAC20250424003327,Finance,English,Image,Europe,69,0,user_79065
FAC20250424003331,FAC20250424003331,Sports,English,Image,Europe,135,0,user_55823
FAC20250424003429,FAC20250424003429,Climate,English,Image,North America,93,0,user_62043
FAC20250424003457,FAC20250424003457,AI/ML,Spanish,Video,Unknown,1,0,user_210276
FAC20250424003482,FAC20250424003482,Business,French,Image,Europe,1415,0,user_192651
FAC20250424003497,FAC20250424003497,Education,English,Image,Europe,297,0,user_359274
FAC20250424003517,FAC20250424003517,Technology,English,Text,Europe,559,0,user_197256
FAC20250424003518,FAC20250424003518,Technology,Portuguese,Text,North America,1043,0,user_21124
FAC20250424003548,FAC20250424003548,Entertainment,English,Image,North America,17,0,user_239743
FAC20250425003582,FAC20250425003582,Business,Japanese,Image,Asia,19759,1,user_18438
FAC20250425003623,FAC20250425003623,Gaming,French,Image,North America,589,0,user_345887
FAC20250426003692,FAC20250426003692,Travel,English,Poll,Europe,891,0,user_132576
FAC20250426003693,FAC20250426003693,Climate,English,Image,Europe,66,0,user_273090
FAC20250426003696,FAC20250426003696,Science,English,Image,Asia,18,0,user_264397
FAC20250426003738,FAC20250426003738,Education,Portuguese,Image,North America,497,0,user_205397
FAC20250426003762,FAC20250426003762,AI/ML,English,Video,North America,5431,0,user_48976
FAC20250426003769,FAC20250426003769,Technology,English,Text,Asia,1731,0,user_434861
FAC20250426003818,FAC20250426003818,AI/ML,English,Poll,Africa,556,0,user_46036
FAC20250426003823,FAC20250426003823,Travel,English,Image,North America,578,0,user_171322
FAC20250426003842,FAC20250426003842,Sports,English,Text,North America,1,0,user_263517
FAC20250426003851,FAC20250426003851,Entertainment,English,Video,Africa,31,0,user_367372
FAC20250426003860,FAC20250426003860,Food,French,Video,North America,393,0,user_388920
FAC20250426003938,FAC20250426003938,Food,English,Image,North America,127,0,user_256702
FAC20250426003943,FAC20250426003943,Health,English,Text,North America,3618,1,user_49956
FAC20250426003962,FAC20250426003962,AI/ML,English,Image,North America,75,0,user_306262
FAC20250426004005,FAC20250426004005,Climate,Japanese,Image,Asia,32613,1,user_172673
FAC20250427004040,FAC20250427004040,Education,English,Text,Asia,17,0,user_405581
FAC20250428004050,FAC20250428004050,Health,Hindi,Image,North America,23131,1,user_25232
FAC20250428004059,FAC20250428004059,Travel,Hindi,Video,Europe,6131,1,user_463284
FAC20250428004093,FAC20250428004093,AI/ML,English,Text,North America,1297,0,user_242659
FAC20250428004096,FAC20250428004096,Gaming,English,Text,Europe,30,0,user_276438
FAC20250428004100,FAC20250428004100,Education,English,Text,Europe,293,0,user_169635
FAC20250428004156,FAC20250428004156,Finance,English,Image,North America,22,0,user_83326
FAC20250428004220,FAC20250428004220,Food,Portuguese,Image,North America,24515,1,user_414438
FAC20250428004240,FAC20250428004240,Finance,Spanish,Video,Asia,25222,1,user_266097
FAC20250428004258,FAC20250428004258,Food,English,Text,Europe,914,0,user_140762
FAC20250428004264,FAC20250428004264,Technology,English,Text,Europe,47,0,user_105749
FAC20250428004265,FAC20250428004265,AI/ML,English,Text,Africa,1055,0,user_134890
FAC20250428004276,FAC20250428004276,Food,German,Text,Africa,1117,0,user_101102
FAC20250428004284,FAC20250428004284,Health,English,Video,Asia,44,0,user_285187
FAC20250428004287,FAC20250428004287,AI/ML,Spanish,Text,Europe,1360,1,user_398560
FAC20250428004309,FAC20250428004309,Technology,English,Video,South America,3517,0,user_360379
FAC20250428004319,FAC20250428004319,Climate,French,Text,North America,870,0,user_249553
FAC20250428004321,FAC20250428004321,AI/ML,English,Text,Asia,28428,1,user_172292
FAC20250428004339,FAC20250428004339,Business,English,Image,Asia,94,0,user_316134
FAC20250428004349,FAC20250428004349,Finance,Hindi,Link,Europe,10752,1,user_352740
FAC20250428004356,FAC20250428004356,Politics,English,Text,North America,2157,0,user_158776
FAC20250428004412,FAC20250428004412,AI/ML,English,Link,Europe,3043,0,user_249369
FAC20250428004443,FAC20250428004443,Finance,English,Image,Europe,95,0,user_81237
FAC20250428004444,FAC20250428004444,AI/ML,English,Text,North America,64,0,user_185559
FAC20250428004460,FAC20250428004460,Sports,English,Text,Asia,739,0,user_387622
FAC20250428004466,FAC20250428004466,Entertainment,English,Text,Asia,384,0,user_152358
FAC20250428004475,FAC20250428004475,Science,Portuguese,Image,Asia,207,0,user_156718
FAC20250428004494,FAC20250428004494,Technology,English,Text,Europe,614,0,user_79811
FAC20250428004510,FAC20250428004510,Food,English,Image,South America,119,0,user_25811
FAC20250428004516,FAC20250428004516,Fashion,English,Image,North America,119,0,user_406820
FAC20250428004527,FAC20250428004527,Finance,Portuguese,Text,Europe,511,0,user_483034
FAC20250428004532,FAC20250428004532,Science,Korean,Text,Oceania,243,1,user_44675
FAC20250428004537,FAC20250428004537,Technology,English,Text,Asia,36,0,user_112088
FAC20250428004543,FAC20250428004543,Politics,English,Text,Asia,833,0,user_453973
FAC20250428004544,FAC20250428004544,Climate,Korean,Video,North America,388,0,user_277186
FAC20250428004546,FAC20250428004546,Entertainment,Spanish,Video,North America,659,0,user_280115
FAC20250428004557,FAC20250428004557,Gaming,German,Image,Asia,3741,0,user_477764
FAC20250428004559,FAC20250428004559,Fashion,English,Text,Europe,508,0,user_477418
FAC20250428004612,FAC20250428004612,AI/ML,English,Video,North America,141,0,user_148669
FAC20250428004617,FAC20250428004617,Science,English,Image,North America,9,0,user_176037
FAC20250428004620,FAC20250428004620,Entertainment,Spanish,Text,North America,2616,0,user_357289
FAC20250429004642,FAC20250429004642,Science,English,Video,Unknown,651,0,user_334438
FAC20250429004647,FAC20250429004647,Food,Portuguese,Video,Oceania,3193,0,user_32390
FAC20250429004671,FAC20250429004671,Technology,English,Video,Asia,62,0,user_433121
FAC20250429004681,FAC20250429004681,Business,English,Text,Europe,6842,0,user_479139
FAC20250429004695,FAC20250429004695,Entertainment,English,Image,Unknown,4882,1,user_177804
FAC20250429004748,FAC20250429004748,Business,English,Image,North America,864,0,user_387185
FAC20250429004752,FAC20250429004752,AI/ML,English,Poll,Asia,60,0,user_144956
FAC20250429004771,FAC20250429004771,Sports,English,Image,North America,199,0,user_311623
FAC20250429004776,FAC20250429004776,Finance,Japanese,Video,Asia,358,0,user_159308
FAC20250429004886,FAC20250429004886,Science,Spanish,Video,North America,62,0,user_487491
FAC20250429004888,FAC20250429004888,Fashion,English,Image,North America,20419,1,user_489710
FAC20250429004901,FAC20250429004901,Business,Spanish,Text,Europe,1857,0,user_67423
FAC20250429004974,FAC20250429004974,AI/ML,Japanese,Text,Asia,1882,0,user_452998
FAC20250429005020,FAC20250429005020,Education,English,Video,Europe,18,0,user_218814
FAC20250429005035,FAC20250429005035,Fashion,Portuguese,Video,North America,676,0,user_264183
FAC20250429005049,FAC20250429005049,Finance,English,Video,Europe,30,0,user_247870
FAC20250429005071,FAC20250429005071,Food,French,Image,Europe,1233,1,user_475235
FAC20250429005089,FAC20250429005089,Finance,Portuguese,Image,Europe,185,0,user_111601
FAC20250429005112,FAC20250429005112,Education,Spanish,Poll,Unknown,255,0,user_57283
FAC20250429005131,FAC20250429005131,Health,French,Text,Europe,4028,0,user_433409
FAC20250429005172,FAC20250429005172,Food,English,Text,North America,625,0,user_239851
FAC20250429005269,FAC20250429005269,Climate,English,Video,North America,2826,0,user_337043
FAC20250429005350,FAC20250429005350,Business,English,Text,North America,698,0,user_1697
FAC20250429005354,FAC20250429005354,Science,Spanish,Video,Asia,578,0,user_328265
FAC20250429005369,FAC20250429005369,Education,English,Link,Asia,2838,0,user_108109
FAC20250429005371,FAC20250429005371,Technology,English,Text,Asia,175,0,user_198509
FAC20250429005374,FAC20250429005374,AI/ML,Hindi,Text,Asia,1171,0,user_281048
FAC20250429005380,FAC20250429005380,Technology,French,Text,Asia,225,0,user_61307
FAC20250429005392,FAC20250429005392,Entertainment,English,Link,Asia,83,0,user_19836
FAC20250429005414,FAC20250429005414,Travel,English,Text,Europe,12873,1,user_466430
FAC20250429005431,FAC20250429005431,Business,English,Text,North America,431,0,user_73120
FAC20250429005472,FAC20250429005472,AI/ML,English,Text,Europe,5252,0,user_157988
FAC20250429005486,FAC20250429005486,Education,English,Text,Unknown,3388,0,user_457204
FAC20250429005489,FAC20250429005489,Entertainment,English,Text,Asia,2545,0,user_219466
FAC20250429005497,FAC20250429005497,Politics,English,Image,Asia,2245,1,user_265584
FAC20250429005504,FAC20250429005504,Travel,Portuguese,Image,North America,287,0,user_466289
FAC20250429005536,FAC20250429005536,Fashion,Spanish,Poll,North America,121,0,user_145175
FAC20250429005671,FAC20250429005671,Technology,French,Text,North America,2695,0,user_32808
FAC20250430005693,FAC20250430005693,AI/ML,English,Video,Asia,33,0,user_285567
FAC20250430005696,FAC20250430005696,Gaming,Korean,Image,Asia,741,0,user_21894
FAC20250430005742,FAC20250430005742,Finance,English,Image,North America,954,0,user_1392
FAC20250430005747,FAC20250430005747,Business,English,Text,Africa,31,0,user_83905
FAC20250430005749,FAC20250430005749,Travel,English,Image,North America,119,0,user_109697
FAC20250430005765,FAC20250430005765,Science,Portuguese,Text,North America,411,0,user_271144
FAC20250430005767,FAC20250430005767,Business,Portuguese,Video,Unknown,74,0,user_434646
FAC20250430005778,FAC20250430005778,Gaming,English,Text,Europe,170,0,user_356825
FAC20250430005784,FAC20250430005784,Travel,English,Image,Unknown,1925,0,user_256613
FAC20250430005860,FAC20250430005860,Climate,English,Video,Europe,567,0,user_3202
FAC20250501005897,FAC20250501005897,Education,English,Text,Unknown,32,0,user_483957
FAC20250501005914,FAC20250501005914,Health,English,Video,Asia,264,0,user_106326
FAC20250501005947,FAC20250501005947,Health,English,Text,North America,5419,1,user_232352
FAC20250501005948,FAC20250501005948,AI/ML,English,Text,Asia,769,0,user_10186
FAC20250501005958,FAC20250501005958,Food,French,Image,Asia,868,0,user_81443
FAC20250501005970,FAC20250501005970,Travel,Korean,Image,Asia,1711,0,user_379061
FAC20250501005973,FAC20250501005973,Education,Portuguese,Poll,Asia,35,0,user_416472
FAC20250501005981,FAC20250501005981,Sports,Japanese,Image,North America,1468,0,user_169450
FAC20250501006001,FAC20250501006001,Sports,Portuguese,Text,Asia,6015,0,user_354814
FAC20250501006050,FAC20250501006050,Fashion,Korean,Video,North America,881,0,user_140850
FAC20250501006108,FAC20250501006108,Travel,English,Image,Asia,33864,0,user_129310
FAC20250501006178,FAC20250501006178,Business,English,Text,Asia,83,0,user_51998
FAC20250501006199,FAC20250501006199,Education,Chinese,Image,Europe,183,0,user_301643
FAC20250501006220,FAC20250501006220,AI/ML,English,Image,Europe,684,0,user_298661
FAC20250502006287,FAC20250502006287,Climate,Spanish,Image,Asia,181,0,user_149240
FAC20250502006298,FAC20250502006298,Sports,English,Text,Asia,62,0,user_425959
FAC20250502006303,FAC20250502006303,Gaming,English,Text,Europe,245,1,user_467266
FAC20250502006314,FAC20250502006314,Food,Spanish,Image,Asia,826,0,user_322943
FAC20250502006329,FAC20250502006329,Travel,English,Text,North America,125,0,user_364432
FAC20250502006334,FAC20250502006334,Science,Portuguese,Image,Europe,583,0,user_435856
FAC20250502006350,FAC20250502006350,Health,Portuguese,Image,Asia,918,0,user_159088
FAC20250502006392,FAC20250502006392,Climate,Portuguese,Image,North America,24,0,user_373712
FAC20250502006405,FAC20250502006405,Science,Hindi,Video,North America,7707,1,user_73540
FAC20250502006433,FAC20250502006433,AI/ML,French,Image,Asia,6821,0,user_113720
FAC20250503006465,FAC20250503006465,Technology,Japanese,Text,North America,60,0,user_297180
FAC20250503006486,FAC20250503006486,Politics,English,Image,Unknown,406,0,user_155237
FAC20250503006490,FAC20250503006490,Sports,English,Link,Asia,1724,0,user_381778
FAC20250503006508,FAC20250503006508,Education,English,Link,North America,2762,0,user_405815
FAC20250503006584,FAC20250503006584,Travel,English,Image,Europe,240,0,user_377735
FAC20250503006594,FAC20250503006594,AI/ML,English,Text,Asia,507,0,user_76260
FAC20250503006613,FAC20250503006613,AI/ML,Spanish,Link,North America,449,0,user_343684
FAC20250503006617,FAC20250503006617,Entertainment,English,Video,Europe,126,0,user_244126
FAC20250503006623,FAC20250503006623,Sports,English,Text,Asia,285,0,user_169986
FAC20250503006646,FAC20250503006646,Education,English,Text,North America,919,0,user_409708
FAC20250503006666,FAC20250503006666,Gaming,English,Link,South America,14375,1,user_261890
FAC20250503006682,FAC20250503006682,Travel,Japanese,Video,Europe,4561,0,user_78890
FAC20250503006705,FAC20250503006705,Sports,English,Text,North America,8664,0,user_227466
FAC20250503006710,FAC20250503006710,Food,Spanish,Image,North America,1550,0,user_305701
FAC20250503006726,FAC20250503006726,Health,English,Poll,Europe,317,0,user_125639
FAC20250503006811,FAC20250503006811,Gaming,English,Text,Europe,24,0,user_379041
FAC20250503006816,FAC20250503006816,AI/ML,English,Image,Europe,111,0,user_110516
FAC20250503006829,FAC20250503006829,Business,English,Image,North America,96,0,user_88800
FAC20250503006851,FAC20250503006851,Entertainment,Spanish,Image,North America,5,0,user_469980
FAC20250503006860,FAC20250503006860,Finance,English,Image,North America,9123,1,user_256450
FAC20250503006867,FAC20250503006867,Business,English,Text,South America,220,0,user_28652
FAC20250503006891,FAC20250503006891,Fashion,Spanish,Video,Oceania,6398,1,user_348159
FAC20250503006940,FAC20250503006940,Politics,German,Link,North America,80,0,user_299215
FAC20250503006987,FAC20250503006987,Health,English,Image,Europe,192,0,user_105356
FAC20250504006994,FAC20250504006994,Business,Chinese,Image,Europe,446,0,user_361297
FAC20250505007000,FAC20250505007000,Health,Spanish,Text,Europe,18,0,user_409510
FAC20250505007007,FAC20250505007007,Food,English,Image,North America,7074,0,user_44051
FAC20250505007022,FAC20250505007022,Gaming,Portuguese,Text,Europe,219,0,user_484703
FAC20250505007055,FAC20250505007055,Sports,French,Video,Oceania,9520,0,user_367730
FAC20250505007107,FAC20250505007107,Education,English,Text,North America,1107,0,user_419114
FAC20250505007118,FAC20250505007118,Finance,French,Poll,Asia,812,0,user_99450
FAC20250505007145,FAC20250505007145,AI/ML,Japanese,Link,North America,29,0,user_432467
FAC20250505007162,FAC20250505007162,Education,German,Image,Asia,31369,1,user_16657
FAC20250505007175,FAC20250505007175,Science,Arabic,Text,Europe,2450,0,user_39879
FAC20250505007182,FAC20250505007182,Health,English,Image,Europe,1077,0,user_471472
FAC20250505007207,FAC20250505007207,Politics,English,Video,North America,19051,0,user_100593
FAC20250505007216,FAC20250505007216,Entertainment,French,Text,North America,30,0,user_262112
FAC20250505007237,FAC20250505007237,Science,English,Video,Asia,2396,1,user_13944
FAC20250505007257,FAC20250505007257,Climate,Spanish,Text,Oceania,1816,0,user_229495
FAC20250505007264,FAC20250505007264,Education,Portuguese,Video,North America,13058,1,user_446451
FAC20250505007267,FAC20250505007267,Science,French,Text,North America,341,0,user_393815
FAC20250505007281,FAC20250505007281,Fashion,English,Image,North America,3298,0,user_79169
FAC20250505007349,FAC20250505007349,Gaming,English,Video,North America,1507,0,user_277524
FAC20250505007354,FAC20250505007354,Entertainment,French,Image,North America,6812,1,user_215337
FAC20250505007390,FAC20250505007390,AI/ML,English,Image,Asia,1306,0,user_238449
FAC20250505007395,FAC20250505007395,Technology,Spanish,Image,South America,2629,1,user_309091
FAC20250505007397,FAC20250505007397,Science,German,Image,Asia,64,0,user_65336
FAC20250505007414,FAC20250505007414,Sports,English,Text,Asia,4967,0,user_250297
FAC20250505007417,FAC20250505007417,Business,Portuguese,Text,Europe,573,0,user_306966
FAC20250505007479,FAC20250505007479,Climate,English,Image,North America,100,0,user_220253
FAC20250505007487,FAC20250505007487,Sports,Spanish,Text,North America,12,0,user_166135
