Id,platform,hour_of_day,day_of_week,is_weekend,user_id,followers,account_age_days,verified,topic,language,content_length,media_type,num_hashtags,sentiment_category,sentiment_positive,sentiment_negative,sentiment_neutral,toxicity_score,location,hour_sin,hour_cos,day_sin,day_cos,has_media,many_hashtags,long_content,sentiment_intensity,high_toxicity,popularity,modularity_class,stat_inf_class,clustering,triangles,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber
FAC20250419000189,Facebook,17,5,1,user_246975,70,89,0,Travel,Spanish,319,Video,2,Neutral,0.163,0.213,0.624,30.3,Asia,-0.965926,-0.258819,-0.974928,-0.222521,1,0,1,0.624,0,0,16,11,0.142857,4,0.571882,16,0.094569,0.104997,756.955211,0.000105,0.000105,0.000128,0
FAC20250419000223,Facebook,18,5,1,user_458951,79,550,0,Science,German,333,Poll,2,Positive,0.747,0.099,0.153,2.6,Asia,-1,-0,-0.974928,-0.222521,1,0,1,0.747,0,0,5,45,0.071429,2,0.627773,16,0.0989,0.111344,12253.435777,0.000146,0.000146,0.000126,0
FAC20250419000243,Facebook,18,5,1,user_186108,26718,472,0,Finance,English,107,Text,1,Positive,0.884,0.129,0,32,Asia,-1,-0,-0.974928,-0.222521,0,0,0,0.884,0,0,13,49,0.285714,8,0.616617,18,0.083915,0.095551,1301.771382,0.0004,0.0004,0.000126,0
FAC20250419000262,Facebook,18,5,1,user_143978,10177,460,0,Food,Portuguese,345,Text,0,Positive,0.726,0.139,0.135,15.3,North America,-1,-0,-0.974928,-0.222521,0,0,1,0.726,0,1,4,19,0.194444,7,0.670898,14,0.103268,0.113644,16450.412241,0.00162,0.00162,0.000139,0
FAC20250419000287,Facebook,19,5,1,user_298376,1040,3387,0,Gaming,French,98,Video,1,Negative,0.128,0.913,0,90.8,North America,-0.965926,0.258819,-0.974928,-0.222521,1,0,0,0.913,1,0,0,13,0.055556,2,0.578266,17,0.087047,0.098001,1983.340247,0.003204,0.003204,0.000144,0
FAC20250419000290,Facebook,19,5,1,user_418344,48,3449,0,Business,English,252,Text,3,Negative,0.149,0.885,0,49.1,North America,-0.965926,0.258819,-0.974928,-0.222521,0,0,1,0.885,0,0,24,3,0.133333,6,0.718016,17,0.100846,0.113723,27187.192758,0.00023,0.00023,0.000157,0
FAC20250419000293,Facebook,19,5,1,user_428171,9506,630,0,Business,English,237,Text,2,Negative,0.036,0.727,0.237,73.4,Asia,-0.965926,0.258819,-0.974928,-0.222521,0,0,1,0.727,1,1,4,62,0.107143,3,0.536867,14,0.101567,0.11311,9144.977535,0.000811,0.000811,0.000128,0
FAC20250419000329,Facebook,20,5,1,user_208191,11121,3425,0,Climate,Spanish,344,Poll,1,Positive,0.865,0.095,0.039,25.7,North America,-0.866025,0.5,-0.974928,-0.222521,1,0,1,0.865,0,0,4,19,0.111111,4,0.693884,15,0.099859,0.110476,5585.703908,0.001391,0.001391,0.00014,0
FAC20250419000337,Facebook,20,5,1,user_194697,35790,551,0,Science,Spanish,93,Image,1,Neutral,0.253,0,0.759,8.7,Asia,-0.866025,0.5,-0.974928,-0.222521,1,0,0,0.759,0,0,17,64,0.194444,7,0.639082,17,0.089547,0.101749,8534.904189,0.000131,0.000131,0.000141,0
FAC20250419000340,Facebook,20,5,1,user_426044,212,2319,0,Science,Spanish,45,Text,0,Positive,0.642,0.104,0.254,4,Europe,-0.866025,0.5,-0.974928,-0.222521,0,0,0,0.642,0,0,25,63,0.111111,5,0.799447,16,0.098874,0.112528,12630.308896,0.00042,0.00042,0.000151,0
FAC20250419000359,Facebook,21,5,1,user_130828,3302,1082,0,Climate,Hindi,287,Video,2,Positive,0.934,0.081,0,11.4,Europe,-0.707107,0.707107,-0.974928,-0.222521,1,0,1,0.934,0,0,6,22,0.054545,3,0.830538,17,0.094583,0.108586,31126.240673,0.0003,0.0003,0.000167,0
FAC20250419000360,Facebook,21,5,1,user_200544,5,2388,0,Gaming,English,171,Text,2,Neutral,0.186,0.079,0.735,9,South America,-0.707107,0.707107,-0.974928,-0.222521,0,0,1,0.735,0,0,2,47,0.244444,11,0.756591,17,0.086548,0.097283,14678.512296,0.00273,0.00273,0.000155,0
FAC20250419000384,Facebook,22,5,1,user_233015,89174,1601,0,Entertainment,English,219,Text,1,Neutral,0.174,0.107,0.719,3.6,South America,-0.5,0.866025,-0.974928,-0.222521,0,0,1,0.719,0,1,17,73,0.142857,4,0.598467,19,0.078819,0.089985,1257.257737,0.000095,0.000095,0.000127,0
FAC20250420000426,Facebook,10,6,1,user_235322,2621,3548,0,Climate,Spanish,397,Video,2,Negative,0.102,0.608,0.291,74.4,Asia,0.5,-0.866025,-0.781831,0.62349,1,0,1,0.608,1,0,21,31,0.222222,8,0.616389,17,0.086153,0.096946,989.631285,0.000319,0.000319,0.000142,0
FAC20250420000431,Facebook,10,6,1,user_83253,626,634,0,Food,Chinese,183,Text,0,Neutral,0.197,0.084,0.719,24.9,North America,0.5,-0.866025,-0.781831,0.62349,0,0,1,0.719,0,0,1,12,0.194444,7,0.611215,16,0.096532,0.109101,17815.0416,0.001727,0.001727,0.000142,0
FAC20250420000474,Facebook,12,6,1,user_29911,6601,996,0,Business,Spanish,278,Video,1,Positive,0.64,0.073,0.287,16,North America,0,-1,-0.781831,0.62349,1,0,1,0.64,0,1,3,35,0.111111,4,0.599381,16,0.093799,0.105806,5778.92698,0.000075,0.000075,0.000144,0
FAC20250420000541,Facebook,14,6,1,user_71082,2010,1278,0,Science,English,297,Text,2,Positive,0.618,0.057,0.324,0,North America,-0.5,-0.866025,-0.781831,0.62349,0,0,1,0.618,0,0,23,4,0.244444,11,0.7141,17,0.088634,0.100837,4827.02519,0.001579,0.001579,0.000154,0
FAC20250420000568,Facebook,14,6,1,user_293306,1070,377,0,Health,Arabic,172,Image,5,Positive,0.725,0.149,0.126,34.5,Europe,-0.5,-0.866025,-0.781831,0.62349,1,1,1,0.725,0,0,0,28,0.111111,5,0.740969,16,0.094744,0.107895,67203.263398,0.002936,0.002936,0.000155,0
FAC20250420000581,Facebook,15,6,1,user_247816,3791,2702,0,Politics,English,172,Image,0,Neutral,0.121,0.243,0.637,14,Europe,-0.707107,-0.707107,-0.781831,0.62349,1,0,1,0.637,0,0,6,24,0.25,7,0.536286,18,0.092531,0.103138,908.149208,0.00021,0.00021,0.00013,0
FAC20250420000593,Facebook,15,6,1,user_322718,1057,520,0,Food,English,159,Text,3,Positive,0.752,0.021,0.227,0.9,Asia,-0.707107,-0.707107,-0.781831,0.62349,0,0,1,0.752,0,0,0,13,0.142857,3,0.504651,16,0.092445,0.104243,10160.741962,0.002424,0.002424,0.000115,0
FAC20250420000597,Facebook,15,6,1,user_78721,1724,1042,0,Sports,English,356,Text,2,Negative,0.095,0.671,0.234,51.3,Europe,-0.707107,-0.707107,-0.781831,0.62349,0,0,1,0.671,0,1,12,26,0.133333,2,0.378316,18,0.088652,0.098853,487.26785,0.000546,0.000546,0.000104,0
FAC20250420000632,Facebook,16,6,1,user_69842,1358,1701,0,Food,English,268,Text,2,Neutral,0.116,0.159,0.726,23.7,North America,-0.866025,-0.5,-0.781831,0.62349,0,0,1,0.726,0,0,26,9,0.25,7,0.578308,18,0.090436,0.102486,10428.332899,0.001136,0.001136,0.000127,0
FAC20250420000646,Facebook,16,6,1,user_352894,47932,2568,0,AI/ML,French,117,Video,2,Negative,0.111,0.672,0.218,29.3,Africa,-0.866025,-0.5,-0.781831,0.62349,1,0,0,0.672,0,0,17,64,0.044444,2,0.77766,16,0.094953,0.109115,304200.351407,0.000124,0.000124,0.000153,0
FAC20250420000650,Facebook,16,6,1,user_327890,613,1924,0,Science,Korean,274,Text,3,Positive,0.629,0.028,0.342,0,North America,-0.866025,-0.5,-0.781831,0.62349,0,0,1,0.629,0,0,1,12,0.190476,4,0.411319,16,0.094409,0.105144,2378.391925,0.000757,0.000757,0.000118,0
FAC20250420000665,Facebook,17,6,1,user_153137,162,1859,0,Entertainment,English,203,Image,1,Positive,0.889,0.013,0.098,34.1,North America,-0.965926,-0.258819,-0.781831,0.62349,1,0,1,0.889,0,0,22,72,0.238095,5,0.603627,17,0.092892,0.104169,2803.828183,0.000146,0.000146,0.000111,0
FAC20250420000681,Facebook,17,6,1,user_263599,769,3588,0,Finance,English,139,Text,2,Positive,0.627,0.022,0.351,0,Asia,-0.965926,-0.258819,-0.781831,0.62349,0,0,0,0.627,0,0,9,42,0.166667,1,0.222514,17,0.093815,0.103356,1115.86737,0.011013,0.011013,0.000077,0
FAC20250420000685,Facebook,17,6,1,user_143363,323,444,0,AI/ML,English,283,Text,3,Positive,0.788,0.137,0.075,0,South America,-0.965926,-0.258819,-0.781831,0.62349,0,0,1,0.788,0,0,14,34,0.214286,6,0.605677,18,0.09548,0.107855,4781.341898,0.000196,0.000196,0.000126,0
FAC20250420000770,Facebook,18,6,1,user_77455,216,2764,0,Science,Korean,280,Text,1,Negative,0.058,0.638,0.304,42.4,Europe,-1,-0,-0.781831,0.62349,0,0,1,0.638,0,0,25,63,0.138889,5,0.740731,16,0.103349,0.117695,89720.807571,0.000399,0.000399,0.000138,0
FAC20250420000772,Facebook,18,6,1,user_402857,3,993,0,Climate,French,280,Image,1,Neutral,0.3,0,0.765,3.8,North America,-1,-0,-0.781831,0.62349,1,0,1,0.765,0,0,2,47,0.142857,3,0.436159,18,0.080532,0.089138,298.431642,0.001031,0.001031,0.000119,0
FAC20250420000782,Facebook,19,6,1,user_175063,969,3519,0,Science,French,202,Image,2,Neutral,0.206,0,0.841,17.6,Europe,-0.965926,0.258819,-0.781831,0.62349,1,0,1,0.841,0,0,0,10,0.066667,3,0.812978,16,0.100415,0.11242,11936.76887,0.014491,0.014491,0.000152,0
FAC20250420000810,Facebook,19,6,1,user_316078,3644,1953,0,Gaming,Spanish,277,Image,2,Negative,0.076,0.865,0.059,68,Asia,-0.965926,0.258819,-0.781831,0.62349,1,0,1,0.865,0,1,6,22,0.166667,6,0.585568,17,0.097375,0.109246,20953.441632,0.000185,0.000185,0.000144,0
FAC20250420000875,Facebook,20,6,1,user_357668,355,1935,0,Technology,French,190,Text,1,Negative,0.109,0.891,0.001,63.4,Europe,-0.866025,0.5,-0.781831,0.62349,0,0,1,0.891,0,0,14,8,0.111111,4,0.666541,19,0.096183,0.108653,37948.067582,0.000196,0.000196,0.00014,0
FAC20250420000892,Facebook,20,6,1,user_407535,14,650,0,Entertainment,English,108,Link,4,Positive,0.786,0.116,0.098,13.3,North America,-0.866025,0.5,-0.781831,0.62349,1,0,0,0.786,0,0,27,0,0.222222,8,0.780214,18,0.093659,0.106369,16073.119524,0.005503,0.005503,0.000136,0
FAC20250420000893,Facebook,20,6,1,user_163106,173,239,0,Gaming,English,355,Link,1,Positive,0.923,0.022,0.055,28.3,South America,-0.866025,0.5,-0.781831,0.62349,1,0,1,0.923,0,0,22,32,0.155556,7,0.703104,17,0.087058,0.097969,2567.991511,0.000113,0.000113,0.000156,0
FAC20250420000925,Facebook,21,6,1,user_384948,254,1563,0,Fashion,English,260,Text,3,Negative,0.109,0.753,0.138,71.8,North America,-0.707107,0.707107,-0.781831,0.62349,0,0,1,0.753,1,0,28,58,0.190476,4,0.445955,15,0.106785,0.117716,7120.884275,0.000487,0.000487,0.000116,0
FAC20250420000939,Facebook,21,6,1,user_326454,575,3581,0,Business,English,124,Image,2,Positive,0.703,0.091,0.207,25.9,Asia,-0.707107,0.707107,-0.781831,0.62349,1,0,0,0.703,0,1,1,1,0.107143,3,0.604715,18,0.096119,0.107294,41865.886902,0.000638,0.000638,0.000126,0
FAC20250420000944,Facebook,21,6,1,user_437812,507,51,0,Gaming,English,84,Image,0,Positive,0.622,0.043,0.336,6.5,Europe,-0.707107,0.707107,-0.781831,0.62349,1,0,0,0.622,0,0,15,74,0.333333,7,0.547444,18,0.089805,0.101593,1033.870135,0.000676,0.000676,0.000112,0
FAC20250420000951,Facebook,21,6,1,user_254423,30246,890,0,Food,English,295,Video,2,Positive,0.8,0.088,0.112,10.9,Asia,-0.707107,0.707107,-0.781831,0.62349,1,0,1,0.8,0,1,13,64,0.244444,11,0.6836,17,0.089007,0.101176,1788.992321,0.000264,0.000264,0.000157,0
FAC20250420000966,Facebook,22,6,1,user_59516,2095,77,0,Travel,English,319,Text,3,Negative,0.073,0.603,0.324,43.3,North America,-0.5,0.866025,-0.781831,0.62349,0,0,1,0.603,0,0,23,4,0.083333,3,0.56522,16,0.097785,0.111345,166795.426293,0.001589,0.001589,0.000144,0
FAC20250420000975,Facebook,22,6,1,user_482079,3671,1397,0,Climate,Korean,374,Video,3,Neutral,0.167,0.22,0.613,16.8,South America,-0.5,0.866025,-0.781831,0.62349,1,0,1,0.613,0,0,6,22,0.027778,1,0.5962,17,0.097126,0.109868,31655.409323,0.000209,0.000209,0.000144,0
FAC20250420000991,Facebook,22,6,1,user_49819,344,63,0,Gaming,English,150,Image,0,Positive,0.616,0.112,0.271,6.3,Asia,-0.5,0.866025,-0.781831,0.62349,1,0,1,0.616,0,0,14,8,0.214286,6,0.519213,18,0.096383,0.10777,3214.223543,0.000123,0.000123,0.00013,0
FAC20250421001021,Facebook,5,0,0,user_128958,867,3276,0,Gaming,Portuguese,279,Text,3,Negative,0.012,0.658,0.33,69.5,Europe,0.965926,0.258819,0,1,0,0,1,0.658,0,0,8,17,0.066667,3,0.714682,16,0.104113,0.116438,31758.807449,0.052335,0.052335,0.000154,0
FAC20250421001061,Facebook,9,0,0,user_194433,153,884,0,Business,English,211,Text,3,Positive,0.601,0.139,0.26,14,Europe,0.707107,-0.707107,0,1,0,0,1,0.601,0,0,22,72,0.25,9,0.669408,17,0.094317,0.1062,1359.292119,0.000146,0.000146,0.000141,0
FAC20250421001076,Facebook,9,0,0,user_406670,297,2052,0,AI/ML,English,379,Text,4,Neutral,0.169,0.173,0.659,26.7,Unknown,0.707107,-0.707107,0,1,0,0,1,0.659,0,0,28,60,0.285714,6,0.515704,17,0.093386,0.105199,2352.39561,0.000286,0.000286,0.000114,0
FAC20250421001083,Facebook,9,0,0,user_172011,2175,2925,0,Climate,English,166,Image,3,Positive,0.718,0.074,0.208,19.9,North America,0.707107,-0.707107,0,1,1,0,1,0.718,0,1,23,4,0.107143,3,0.594977,17,0.094411,0.106855,2205.881959,0.002238,0.002238,0.000128,0
FAC20250421001096,Facebook,10,0,0,user_442519,155,959,0,Health,English,256,Text,2,Positive,0.803,0.082,0.115,7.6,North America,0.5,-0.866025,0,1,0,0,1,0.803,0,0,22,72,0.380952,8,0.460873,17,0.091679,0.101992,1484.190564,0.000094,0.000094,0.000116,0
FAC20250421001098,Facebook,10,0,0,user_112447,1196,1957,0,Business,Portuguese,320,Image,1,Positive,0.747,0.057,0.197,17,North America,0.5,-0.866025,0,1,1,0,1,0.747,0,0,11,20,0.178571,5,0.518656,17,0.092968,0.105315,3179.937246,0.000635,0.000635,0.00013,0
FAC20250421001099,Facebook,10,0,0,user_231935,13,2072,0,Politics,English,300,Image,1,Negative,0.098,0.833,0.069,67.5,Asia,0.5,-0.866025,0,1,1,0,1,0.833,0,0,27,0,0.2,9,0.794158,18,0.092062,0.104164,8240.477257,0.005415,0.005415,0.000151,0
FAC20250421001108,Facebook,10,0,0,user_106372,118,1652,0,Sports,Portuguese,380,Text,1,Neutral,0.119,0.132,0.748,5.7,Asia,0.5,-0.866025,0,1,0,0,1,0.748,0,0,10,33,0.2,9,0.717121,17,0.095832,0.107501,7798.727731,0.001021,0.001021,0.000155,0
FAC20250421001135,Facebook,11,0,0,user_296652,5,2503,0,Education,English,82,Image,1,Negative,0.04,0.887,0.073,68.2,Europe,0.258819,-0.965926,0,1,1,0,0,0.887,0,0,2,47,0.071429,2,0.578102,17,0.090953,0.102116,22303.098045,0.002023,0.002023,0.000129,0
FAC20250421001158,Facebook,12,0,0,user_187602,18,3645,0,Sports,French,343,Image,4,Positive,0.846,0.029,0.125,14.7,North America,0,-1,0,1,1,0,1,0.846,0,0,27,77,0.111111,4,0.733823,16,0.100959,0.112395,5651.506553,0.005425,0.005424,0.000137,0
FAC20250421001164,Facebook,12,0,0,user_64780,2657,665,0,Gaming,Spanish,111,Text,0,Positive,0.718,0.085,0.198,17.6,Asia,0,-1,0,1,0,0,0,0.718,0,1,21,31,0.155556,7,0.851256,16,0.097548,0.110132,10993.545783,0.000517,0.000517,0.000151,0
FAC20250421001183,Facebook,12,0,0,user_422406,4833,48,0,Health,French,208,Poll,4,Positive,0.693,0.102,0.205,0,Unknown,0,-1,0,1,1,0,1,0.693,0,1,19,75,0.178571,5,0.693044,15,0.101583,0.113594,4533.089561,0.000268,0.000268,0.000124,0
FAC20250421001198,Facebook,12,0,0,user_111135,687,2633,0,Health,Spanish,209,Image,1,Neutral,0.154,0,0.849,5.9,Europe,0,-1,0,1,1,0,1,0.849,0,0,9,39,0.107143,3,0.536356,17,0.095906,0.107853,2653.07794,0.004647,0.004647,0.00013,0
FAC20250421001220,Facebook,13,0,0,user_454266,939,1540,0,Entertainment,Chinese,187,Image,1,Positive,0.741,0.027,0.233,0.4,Europe,-0.258819,-0.965926,0,1,1,0,1,0.741,0,0,0,10,0.035714,1,0.524389,16,0.105641,0.118211,26624.491637,0.012096,0.012096,0.00013,0
FAC20250421001252,Facebook,13,0,0,user_457669,905,3461,0,Climate,English,294,Image,3,Negative,0.138,0.601,0.261,58.5,North America,-0.258819,-0.965926,0,1,1,0,1,0.601,0,0,8,17,0.142857,3,0.424087,15,0.105284,0.116291,28652.141554,0.010881,0.010881,0.000117,0
FAC20250421001267,Facebook,13,0,0,user_295146,425,236,0,Business,English,172,Link,4,Positive,0.911,0.049,0.04,26.1,South America,-0.258819,-0.965926,0,1,1,0,1,0.911,0,0,7,14,0.194444,7,0.679322,19,0.090546,0.103021,3257.602346,0.000398,0.000398,0.000139,0
FAC20250421001272,Facebook,13,0,0,user_473516,4393,2224,0,Travel,Portuguese,282,Image,2,Positive,0.801,0.035,0.164,32.4,Asia,-0.258819,-0.965926,0,1,1,0,1,0.801,0,0,18,15,0.111111,4,0.657231,16,0.096428,0.107463,7760.112529,0.000319,0.000319,0.00014,0
FAC20250421001278,Facebook,13,0,0,user_99193,296,2496,0,Gaming,Chinese,286,Image,0,Positive,0.931,0.034,0.036,0,Europe,-0.258819,-0.965926,0,1,1,0,1,0.931,0,0,28,60,0.142857,3,0.473111,16,0.099238,0.111454,64876.202215,0.000303,0.000303,0.000115,0
FAC20250421001283,Facebook,13,0,0,user_77009,3956,974,0,Health,Portuguese,79,Text,3,Neutral,0.238,0.112,0.65,0,Europe,-0.258819,-0.965926,0,1,0,0,0,0.65,0,0,18,24,0.142857,3,0.505249,16,0.103257,0.115589,40479.167246,0.000364,0.000364,0.000114,0
FAC20250421001364,Facebook,14,0,0,user_67232,2753,3247,0,Entertainment,Spanish,64,Image,0,Neutral,0.114,0.106,0.779,21.8,Europe,-0.5,-0.866025,0,1,1,0,0,0.779,0,1,21,21,0.047619,1,0.500107,16,0.10026,0.112788,17770.57066,0.000378,0.000378,0.000114,0
FAC20250421001389,Facebook,15,0,0,user_441108,549,760,0,Business,English,54,Video,3,Positive,0.641,0.011,0.348,2.3,Unknown,-0.707107,-0.707107,0,1,1,0,0,0.641,0,0,15,37,0.333333,7,0.486918,17,0.092489,0.104497,1382.935975,0.000503,0.000503,0.000115,0
FAC20250421001461,Facebook,15,0,0,user_196012,1735,1883,0,Science,English,140,Image,2,Neutral,0.276,0.022,0.702,2.8,Europe,-0.707107,-0.707107,0,1,1,0,0,0.702,0,0,12,26,0.142857,4,0.513736,17,0.091318,0.102455,1834.838226,0.000696,0.000696,0.000131,0
FAC20250421001464,Facebook,15,0,0,user_473058,3009,1448,0,Fashion,English,342,Image,3,Positive,0.633,0.067,0.3,23.5,Europe,-0.707107,-0.707107,0,1,1,0,1,0.633,0,0,21,21,0.138889,5,0.755856,16,0.09779,0.110569,14818.458613,0.000562,0.000562,0.000137,0
FAC20250421001501,Facebook,15,0,0,user_166987,389,2813,0,Business,English,317,Link,1,Negative,0.128,0.684,0.188,56.4,Europe,-0.707107,-0.707107,0,1,1,0,1,0.684,0,0,7,25,0.055556,2,0.675772,19,0.089071,0.100922,8072.547187,0.000297,0.000297,0.000139,0
FAC20250421001520,Facebook,16,0,0,user_167222,318,1646,0,Travel,Portuguese,255,Text,2,Positive,0.665,0.016,0.318,0,Europe,-0.866025,-0.5,0,1,0,0,1,0.665,0,0,14,34,0.285714,8,0.579944,19,0.090397,0.101008,250.486718,0.000196,0.000196,0.000127,0
FAC20250421001523,Facebook,16,0,0,user_458837,3710,2134,0,Education,English,310,Text,3,Positive,0.775,0.105,0.12,0,North America,-0.866025,-0.5,0,1,0,0,1,0.775,0,0,6,24,0.190476,4,0.390778,18,0.091646,0.1026,1301.208062,0.000121,0.000121,0.00012,0
FAC20250421001524,Facebook,16,0,0,user_198065,32,2521,0,Sports,English,116,Text,1,Neutral,0.051,0.241,0.708,5.2,Africa,-0.866025,-0.5,0,1,0,0,0,0.708,0,0,24,2,0.178571,5,0.544804,18,0.089369,0.100534,1528.587016,0.000785,0.000785,0.000129,0
FAC20250421001531,Facebook,16,0,0,user_477655,1668,1953,0,Climate,Arabic,349,Text,0,Neutral,0.275,0.041,0.684,38.6,North America,-0.866025,-0.5,0,1,0,0,1,0.684,0,0,12,26,0.111111,5,0.69965,16,0.10008,0.112637,46222.145596,0.001455,0.001455,0.000156,0
FAC20250421001565,Facebook,16,0,0,user_89483,281,398,0,Education,Chinese,289,Text,0,Negative,0.137,0.899,0,90.6,North America,-0.866025,-0.5,0,1,0,0,1,0.899,1,0,28,50,0.027778,1,0.562994,15,0.106363,0.119567,232507.571253,0.000567,0.000567,0.000143,0
FAC20250421001583,Facebook,16,0,0,user_150652,414,895,0,Entertainment,Spanish,312,Text,0,Positive,0.718,0.065,0.217,2.7,Europe,-0.866025,-0.5,0,1,0,0,1,0.718,0,0,7,14,0.107143,3,0.622356,18,0.09513,0.108025,5665.061422,0.000348,0.000348,0.000125,0
FAC20250421001596,Facebook,16,0,0,user_327398,44,1411,0,Education,Portuguese,48,Image,3,Neutral,0.223,0,0.849,7,Europe,-0.866025,-0.5,0,1,1,0,0,0.849,0,0,24,3,0.142857,4,0.594587,18,0.097909,0.109792,13049.427289,0.000269,0.000269,0.000128,0
FAC20250421001630,Facebook,17,0,0,user_297164,1525,184,0,AI/ML,English,281,Video,2,Positive,0.697,0.098,0.205,23.5,Africa,-0.965926,-0.258819,0,1,1,0,1,0.697,0,0,26,54,0.155556,7,0.880812,16,0.0966,0.108023,11123.502727,0.005233,0.005233,0.000148,0
FAC20250421001632,Facebook,17,0,0,user_375610,10831,3298,0,Politics,Hindi,141,Video,0,Neutral,0.056,0.313,0.631,19.3,North America,-0.965926,-0.258819,0,1,1,0,0,0.631,0,0,4,19,0.133333,6,0.8623,14,0.103341,0.114808,34485.28066,0.002111,0.002111,0.00015,0
FAC20250421001639,Facebook,17,0,0,user_434133,18690,1299,0,Education,Korean,42,Video,2,Negative,0.058,0.919,0.023,92.3,Asia,-0.965926,-0.258819,0,1,1,0,0,0.919,1,0,13,5,0.044444,2,0.708227,16,0.098321,0.113778,220050.930564,0.000545,0.000545,0.000156,0
FAC20250421001655,Facebook,17,0,0,user_477031,751,2022,0,Technology,Spanish,335,Text,1,Neutral,0.159,0.224,0.617,30.1,Europe,-0.965926,-0.258819,0,1,0,0,1,0.617,0,0,9,42,0.222222,8,0.676045,17,0.096888,0.108043,3952.875886,0.024588,0.024588,0.00014,0
FAC20250421001676,Facebook,17,0,0,user_159046,758,603,0,Climate,Portuguese,96,Image,2,Positive,0.935,0.087,0,16.9,North America,-0.965926,-0.258819,0,1,1,0,0,0.935,0,0,9,42,0.214286,6,0.574066,17,0.095115,0.105875,1746.44872,0.022054,0.022054,0.000128,0
FAC20250421001725,Facebook,17,0,0,user_127696,2359,2579,0,Health,Portuguese,91,Image,4,Positive,0.696,0.105,0.199,27.4,Asia,-0.965926,-0.258819,0,1,1,0,0,0.696,0,0,23,53,0.044444,2,0.581738,16,0.091466,0.10282,20302.27096,0.000437,0.000437,0.000164,0
