Id,Label,topic,language,media_type,location,followers,popularity
YOU20250419000288,YOU20250419000288,AI/ML,Arabic,Link,Europe,4979,1
YOU20250419000294,YOU20250419000294,Food,Japanese,Image,Asia,526084,1
YOU20250419000304,YOU20250419000304,AI/ML,Japanese,Link,North America,545,0
YOU20250419000307,YOU20250419000307,Technology,Portuguese,Text,North America,1743,0
YOU20250419000313,YOU20250419000313,Health,English,Video,Europe,130119,1
YOU20250419000315,YOU20250419000315,Food,English,Image,North America,33992,0
YOU20250419000316,YOU20250419000316,Education,Japanese,Image,Europe,196100,1
YOU20250419000317,YOU20250419000317,Fashion,Japanese,Video,North America,22972,0
YOU20250419000318,YOU20250419000318,Technology,French,Poll,North America,1808,0
YOU20250419000328,YOU20250419000328,Health,Spanish,Video,Unknown,322,0
YOU20250419000348,YOU20250419000348,Science,English,Image,Asia,807316,1
YOU20250419000362,YOU20250419000362,Sports,English,Video,North America,10174,1
YOU20250419000368,YOU20250419000368,Fashion,English,Poll,North America,23501,1
YOU20250419000369,YOU20250419000369,Education,Hindi,Video,North America,951,0
YOU20250419000372,YOU20250419000372,Politics,English,Text,North America,4763821,1
YOU20250419000374,YOU20250419000374,Health,English,Image,Asia,71,0
YOU20250419000390,YOU20250419000390,Technology,Spanish,Text,Asia,122964,1
YOU20250419000395,YOU20250419000395,Finance,English,Text,Unknown,86,0
YOU20250419000396,YOU20250419000396,Finance,Chinese,Poll,Unknown,571,0
YOU20250420000405,YOU20250420000405,Politics,Portuguese,Poll,North America,2064,0
YOU20250420000421,YOU20250420000421,Health,German,Image,Europe,7785,0
YOU20250420000432,YOU20250420000432,Fashion,English,Image,North America,6733,0
YOU20250420000433,YOU20250420000433,Finance,Arabic,Video,North America,19,0
YOU20250420000435,YOU20250420000435,Sports,English,Text,Europe,86724,1
YOU20250420000447,YOU20250420000447,Entertainment,Japanese,Image,North America,43,0
YOU20250420000449,YOU20250420000449,Education,Chinese,Text,North America,97,0
YOU20250420000450,YOU20250420000450,Technology,English,Image,Africa,613,0
YOU20250420000451,YOU20250420000451,Entertainment,English,Image,Asia,269,0
YOU20250420000461,YOU20250420000461,Business,English,Image,Africa,59241,1
YOU20250420000464,YOU20250420000464,Sports,Spanish,Image,Asia,197,0
YOU20250420000468,YOU20250420000468,Travel,English,Text,Europe,4769,0
YOU20250420000469,YOU20250420000469,Food,English,Image,Asia,109,0
YOU20250420000470,YOU20250420000470,Sports,French,Image,Europe,270,0
YOU20250420000476,YOU20250420000476,Politics,Spanish,Image,North America,1668,0
YOU20250420000482,YOU20250420000482,Education,English,Link,North America,14321,0
YOU20250420000486,YOU20250420000486,Sports,Hindi,Text,Asia,2422,1
YOU20250420000494,YOU20250420000494,Business,English,Image,Europe,224,0
YOU20250420000499,YOU20250420000499,Finance,English,Image,North America,31603,1
YOU20250420000501,YOU20250420000501,Food,English,Video,Europe,3441,1
YOU20250420000503,YOU20250420000503,Climate,Spanish,Image,Europe,24317,0
YOU20250420000506,YOU20250420000506,Gaming,English,Poll,Asia,2,0
YOU20250420000512,YOU20250420000512,Fashion,English,Video,North America,47669,1
YOU20250420000523,YOU20250420000523,Food,French,Text,Africa,17352,1
YOU20250420000526,YOU20250420000526,Health,Spanish,Link,Asia,3839,0
YOU20250420000557,YOU20250420000557,Technology,English,Text,Asia,45563,1
YOU20250420000558,YOU20250420000558,Education,English,Poll,North America,172,0
YOU20250420000565,YOU20250420000565,Science,English,Image,Europe,19525,0
YOU20250420000570,YOU20250420000570,Technology,English,Image,Asia,44,0
YOU20250420000572,YOU20250420000572,Entertainment,French,Video,South America,128778,0
YOU20250420000580,YOU20250420000580,Gaming,French,Text,Asia,58,0
YOU20250420000604,YOU20250420000604,Food,Spanish,Text,Europe,2260,0
YOU20250420000614,YOU20250420000614,Entertainment,English,Image,North America,5917,0
YOU20250420000617,YOU20250420000617,Technology,German,Link,Europe,20220,0
YOU20250420000619,YOU20250420000619,Finance,Arabic,Video,Asia,59,0
YOU20250420000620,YOU20250420000620,Science,English,Link,Europe,4820,0
YOU20250420000631,YOU20250420000631,Science,English,Poll,Asia,852,0
YOU20250420000635,YOU20250420000635,Entertainment,English,Image,South America,25,0
YOU20250420000638,YOU20250420000638,Business,English,Text,Europe,174141,0
YOU20250420000639,YOU20250420000639,Business,English,Text,Africa,27656,0
YOU20250420000647,YOU20250420000647,Climate,English,Text,Oceania,458218,0
YOU20250420000651,YOU20250420000651,Finance,German,Image,North America,107062,1
YOU20250420000666,YOU20250420000666,Politics,French,Text,North America,18,0
YOU20250420000670,YOU20250420000670,Travel,Arabic,Image,North America,1328,0
YOU20250420000676,YOU20250420000676,Education,English,Poll,North America,168418,1
YOU20250420000684,YOU20250420000684,Business,French,Video,Oceania,377,0
YOU20250420000710,YOU20250420000710,Food,Portuguese,Text,Asia,1270,0
YOU20250420000720,YOU20250420000720,Finance,English,Text,Asia,84,0
YOU20250420000728,YOU20250420000728,Entertainment,English,Text,Asia,17609,0
YOU20250420000736,YOU20250420000736,Fashion,English,Video,Asia,18098,1
YOU20250420000744,YOU20250420000744,Food,English,Link,North America,47,0
YOU20250420000748,YOU20250420000748,Food,English,Image,North America,1932261,1
YOU20250420000754,YOU20250420000754,Fashion,Korean,Text,Asia,283,0
YOU20250420000756,YOU20250420000756,Food,English,Link,North America,2651,0
YOU20250420000771,YOU20250420000771,Technology,Portuguese,Link,North America,33,0
YOU20250420000786,YOU20250420000786,Technology,English,Text,Asia,77,0
YOU20250420000790,YOU20250420000790,Climate,Spanish,Link,Asia,4332,0
YOU20250420000792,YOU20250420000792,Politics,Hindi,Text,Asia,105551,0
YOU20250420000793,YOU20250420000793,Finance,Arabic,Video,Asia,3809,0
YOU20250420000829,YOU20250420000829,AI/ML,Spanish,Text,North America,2808,0
YOU20250420000830,YOU20250420000830,Finance,French,Video,Asia,172,0
YOU20250420000862,YOU20250420000862,Finance,English,Text,Asia,15670,0
YOU20250420000865,YOU20250420000865,Technology,English,Text,Unknown,0,0
YOU20250420000867,YOU20250420000867,Climate,Spanish,Text,North America,14394,0
YOU20250420000869,YOU20250420000869,Politics,Portuguese,Link,Europe,16455,0
YOU20250420000881,YOU20250420000881,Health,Portuguese,Text,Asia,728,0
YOU20250420000882,YOU20250420000882,Science,English,Text,Europe,15979,0
YOU20250420000887,YOU20250420000887,Food,Portuguese,Video,Africa,3535,0
YOU20250420000888,YOU20250420000888,Fashion,Portuguese,Text,North America,2491,0
YOU20250420000908,YOU20250420000908,Business,Arabic,Image,South America,5352,1
YOU20250420000912,YOU20250420000912,Finance,Portuguese,Text,Asia,2350,0
YOU20250420000920,YOU20250420000920,Climate,Spanish,Text,Asia,274,0
YOU20250420000928,YOU20250420000928,Finance,English,Image,North America,70818,1
YOU20250420000929,YOU20250420000929,Health,English,Text,Asia,627586,1
YOU20250420000933,YOU20250420000933,Finance,Japanese,Image,North America,4135,0
YOU20250420000937,YOU20250420000937,Entertainment,Spanish,Text,South America,45987,1
YOU20250420000943,YOU20250420000943,Climate,English,Video,Oceania,14988,0
YOU20250420000955,YOU20250420000955,Gaming,English,Link,North America,9424,0
YOU20250420000980,YOU20250420000980,Politics,English,Video,Europe,4,0
YOU20250420000982,YOU20250420000982,Health,English,Text,North America,40330,1
YOU20250420000983,YOU20250420000983,AI/ML,French,Video,Europe,279,0
YOU20250420000988,YOU20250420000988,Business,Spanish,Text,South America,7478,0
YOU20250420000989,YOU20250420000989,Politics,Arabic,Text,North America,1665,0
YOU20250420000997,YOU20250420000997,Gaming,English,Image,North America,18936,0
YOU20250420001010,YOU20250420001010,Finance,English,Video,Oceania,911446,1
YOU20250421001028,YOU20250421001028,Climate,Spanish,Text,North America,55,0
YOU20250421001040,YOU20250421001040,Finance,English,Video,Africa,1103,0
YOU20250421001057,YOU20250421001057,Gaming,German,Text,Europe,2929,1
YOU20250421001065,YOU20250421001065,Gaming,English,Image,North America,14096,0
YOU20250421001067,YOU20250421001067,Sports,English,Poll,Asia,161565,1
YOU20250421001069,YOU20250421001069,Technology,English,Link,Europe,1504,0
YOU20250421001088,YOU20250421001088,Sports,Hindi,Text,Asia,3117,0
YOU20250421001089,YOU20250421001089,Health,English,Video,Europe,4331,0
YOU20250421001091,YOU20250421001091,Education,Spanish,Text,North America,3524,0
YOU20250421001104,YOU20250421001104,Education,English,Image,Europe,3743,0
YOU20250421001122,YOU20250421001122,Politics,English,Video,North America,21714,0
YOU20250421001132,YOU20250421001132,Climate,Spanish,Text,Asia,420,0
YOU20250421001150,YOU20250421001150,Food,English,Video,North America,58,0
YOU20250421001154,YOU20250421001154,Fashion,English,Text,Asia,20969,0
YOU20250421001155,YOU20250421001155,Politics,Japanese,Video,Europe,244,0
YOU20250421001167,YOU20250421001167,Travel,Korean,Image,North America,768,0
YOU20250421001170,YOU20250421001170,Entertainment,French,Text,Europe,339,0
YOU20250421001188,YOU20250421001188,Fashion,Japanese,Text,Europe,3540,0
YOU20250421001191,YOU20250421001191,Climate,English,Poll,Asia,1080,0
YOU20250421001194,YOU20250421001194,AI/ML,Japanese,Video,North America,2026,0
YOU20250421001214,YOU20250421001214,Business,English,Text,Africa,96201,1
YOU20250421001216,YOU20250421001216,Business,Japanese,Link,Asia,9,0
YOU20250421001221,YOU20250421001221,Food,English,Image,North America,728,0
YOU20250421001225,YOU20250421001225,Finance,English,Link,Asia,2233,0
YOU20250421001241,YOU20250421001241,Politics,English,Image,North America,77,0
YOU20250421001248,YOU20250421001248,AI/ML,Arabic,Image,Asia,15389,1
YOU20250421001250,YOU20250421001250,Climate,English,Text,North America,197,0
YOU20250421001259,YOU20250421001259,Health,Portuguese,Text,North America,203448,1
YOU20250421001273,YOU20250421001273,Education,English,Video,North America,2429,0
YOU20250421001275,YOU20250421001275,Business,English,Poll,Asia,80,0
YOU20250421001289,YOU20250421001289,Travel,English,Video,Asia,61,0
YOU20250421001295,YOU20250421001295,Finance,English,Image,North America,4849,0
YOU20250421001296,YOU20250421001296,Science,English,Text,North America,40812,0
YOU20250421001306,YOU20250421001306,Business,English,Poll,Asia,30030,1
YOU20250421001323,YOU20250421001323,Entertainment,English,Video,North America,135,0
YOU20250421001343,YOU20250421001343,Technology,Portuguese,Text,Oceania,13487,0
YOU20250421001347,YOU20250421001347,Fashion,English,Text,North America,50358,1
YOU20250421001370,YOU20250421001370,Business,Hindi,Link,Europe,4195,0
YOU20250421001372,YOU20250421001372,Finance,English,Image,North America,107,0
YOU20250421001376,YOU20250421001376,Science,Hindi,Video,Europe,0,0
YOU20250421001379,YOU20250421001379,Business,English,Image,Europe,192,0
YOU20250421001383,YOU20250421001383,Travel,Arabic,Text,Asia,326,0
YOU20250421001386,YOU20250421001386,Travel,English,Text,Europe,1790,0
YOU20250421001387,YOU20250421001387,Politics,Spanish,Link,Europe,1963,0
YOU20250421001388,YOU20250421001388,Travel,English,Link,Asia,30646,1
YOU20250421001391,YOU20250421001391,AI/ML,English,Text,Asia,16208,0
YOU20250421001397,YOU20250421001397,AI/ML,English,Text,Asia,113723,1
YOU20250421001408,YOU20250421001408,Travel,English,Image,North America,26975,0
YOU20250421001411,YOU20250421001411,Education,Portuguese,Image,North America,163,0
YOU20250421001436,YOU20250421001436,Politics,English,Poll,North America,1482,0
YOU20250421001442,YOU20250421001442,Gaming,English,Image,North America,2178,0
YOU20250421001457,YOU20250421001457,Finance,English,Text,North America,145,0
YOU20250421001470,YOU20250421001470,Health,French,Image,Europe,8,0
YOU20250421001472,YOU20250421001472,Business,Hindi,Text,North America,3356,0
YOU20250421001474,YOU20250421001474,Gaming,English,Image,Unknown,429,0
YOU20250421001483,YOU20250421001483,Entertainment,English,Text,Europe,1831,0
YOU20250421001496,YOU20250421001496,Travel,English,Video,Asia,102,0
YOU20250421001540,YOU20250421001540,Finance,Hindi,Text,Asia,143,0
YOU20250421001542,YOU20250421001542,Technology,German,Image,Europe,306,0
YOU20250421001563,YOU20250421001563,Climate,English,Link,Europe,87899,0
YOU20250421001570,YOU20250421001570,Health,Spanish,Text,Asia,2024,0
YOU20250421001578,YOU20250421001578,Climate,German,Text,Asia,242,0
YOU20250421001582,YOU20250421001582,Health,French,Video,North America,155182,0
YOU20250421001602,YOU20250421001602,Politics,English,Image,South America,518,0
YOU20250421001610,YOU20250421001610,Food,Chinese,Image,North America,35,0
YOU20250421001638,YOU20250421001638,Fashion,Spanish,Video,Unknown,21,0
YOU20250421001656,YOU20250421001656,Entertainment,English,Link,North America,1887,1
YOU20250421001657,YOU20250421001657,Finance,Korean,Video,Africa,110642,1
YOU20250421001660,YOU20250421001660,Entertainment,English,Text,North America,2969,0
YOU20250421001661,YOU20250421001661,Finance,English,Text,Europe,13659,0
YOU20250421001662,YOU20250421001662,AI/ML,Spanish,Video,Europe,4054,0
YOU20250421001683,YOU20250421001683,Technology,English,Link,North America,108977,1
YOU20250421001686,YOU20250421001686,Entertainment,English,Image,Asia,1947,0
YOU20250421001697,YOU20250421001697,Technology,Chinese,Image,North America,674,0
YOU20250421001701,YOU20250421001701,AI/ML,French,Text,North America,3338,0
YOU20250421001702,YOU20250421001702,Technology,English,Image,Europe,649,0
YOU20250421001706,YOU20250421001706,Technology,English,Link,North America,9,0
YOU20250421001727,YOU20250421001727,Finance,English,Text,North America,6806,0
YOU20250421001733,YOU20250421001733,Fashion,Arabic,Image,Asia,744,0
YOU20250421001738,YOU20250421001738,Finance,English,Link,North America,708,0
YOU20250421001750,YOU20250421001750,Food,Portuguese,Image,North America,47913,0
YOU20250421001771,YOU20250421001771,Health,English,Video,Europe,5520,0
YOU20250421001798,YOU20250421001798,Gaming,Japanese,Image,North America,1071,1
YOU20250421001800,YOU20250421001800,Climate,Korean,Image,Asia,758,0
YOU20250421001804,YOU20250421001804,Finance,Japanese,Text,Europe,35,0
YOU20250421001832,YOU20250421001832,Travel,Spanish,Text,North America,3042,0
YOU20250421001836,YOU20250421001836,Climate,English,Image,Asia,23978,0
YOU20250421001853,YOU20250421001853,Business,English,Text,Europe,280,0
YOU20250421001867,YOU20250421001867,Technology,Arabic,Text,Asia,27871,0
YOU20250421001878,YOU20250421001878,Politics,English,Image,Asia,678693,1
YOU20250421001896,YOU20250421001896,Fashion,English,Image,North America,1438625,1
YOU20250421001919,YOU20250421001919,Travel,German,Text,North America,251,0
YOU20250421001925,YOU20250421001925,AI/ML,Arabic,Image,Asia,7589,0
YOU20250421001928,YOU20250421001928,Food,English,Image,Asia,3460,0
YOU20250421001931,YOU20250421001931,Climate,English,Text,North America,3965,0
YOU20250421001944,YOU20250421001944,Education,English,Link,Europe,164,0
YOU20250421001954,YOU20250421001954,Finance,German,Poll,North America,27927,0
YOU20250421001955,YOU20250421001955,Entertainment,Chinese,Image,North America,57529,1
YOU20250421001956,YOU20250421001956,Climate,English,Link,Europe,6778,0
YOU20250421001959,YOU20250421001959,Sports,French,Image,North America,11,0
YOU20250421001968,YOU20250421001968,AI/ML,English,Text,Africa,365,0
YOU20250421001971,YOU20250421001971,Entertainment,Chinese,Text,Asia,412,0
YOU20250421001972,YOU20250421001972,Technology,English,Text,North America,5568,0
YOU20250421001973,YOU20250421001973,Business,Hindi,Image,Oceania,747,0
YOU20250421001982,YOU20250421001982,Entertainment,English,Image,North America,23,0
YOU20250421001986,YOU20250421001986,Gaming,Portuguese,Image,Asia,380899,1
YOU20250421001990,YOU20250421001990,Science,English,Video,Asia,70,0
YOU20250421001992,YOU20250421001992,Travel,Japanese,Image,Asia,924,0
YOU20250421002008,YOU20250421002008,Politics,Portuguese,Link,Europe,50,0
YOU20250421002019,YOU20250421002019,Gaming,Portuguese,Link,Europe,199409,1
YOU20250421002031,YOU20250421002031,Climate,English,Link,North America,77854,1
YOU20250421002047,YOU20250421002047,Technology,English,Poll,North America,3327,0
YOU20250421002051,YOU20250421002051,Food,English,Image,Asia,4241,1
YOU20250421002071,YOU20250421002071,Technology,Hindi,Image,Europe,60,0
YOU20250421002090,YOU20250421002090,AI/ML,Hindi,Link,Europe,7296,0
YOU20250421002098,YOU20250421002098,Travel,English,Video,Asia,152554,1
YOU20250421002108,YOU20250421002108,Entertainment,Hindi,Text,Europe,3221,0
YOU20250421002115,YOU20250421002115,Entertainment,English,Text,North America,6904,0
YOU20250421002120,YOU20250421002120,Politics,Arabic,Link,Europe,432,0
YOU20250421002123,YOU20250421002123,Science,English,Link,Asia,1802,0
YOU20250421002128,YOU20250421002128,Entertainment,French,Video,Europe,334,0
YOU20250421002134,YOU20250421002134,Climate,English,Text,Asia,3185,0
YOU20250421002138,YOU20250421002138,Science,Portuguese,Text,Asia,37800,1
YOU20250421002140,YOU20250421002140,Food,Hindi,Image,Europe,327,0
YOU20250421002147,YOU20250421002147,Business,English,Text,Asia,23375,1
YOU20250421002148,YOU20250421002148,Technology,Spanish,Image,Asia,8737,0
YOU20250421002151,YOU20250421002151,Travel,English,Text,Europe,37028,1
YOU20250421002166,YOU20250421002166,Finance,Chinese,Image,North America,155,0
YOU20250421002172,YOU20250421002172,Food,Hindi,Text,Europe,12494,1
YOU20250421002177,YOU20250421002177,Politics,English,Text,Europe,538,0
YOU20250421002183,YOU20250421002183,Sports,English,Link,Europe,4,0
YOU20250421002191,YOU20250421002191,Science,Portuguese,Text,Asia,85,0
YOU20250421002201,YOU20250421002201,Climate,Arabic,Image,North America,10272,0
YOU20250421002208,YOU20250421002208,Business,English,Video,North America,28518,1
YOU20250421002209,YOU20250421002209,Business,Spanish,Link,Asia,515,0
YOU20250421002223,YOU20250421002223,Travel,English,Image,Europe,8170,0
YOU20250421002225,YOU20250421002225,AI/ML,German,Text,North America,6,0
YOU20250421002230,YOU20250421002230,Health,English,Link,Asia,81,0
YOU20250421002237,YOU20250421002237,Gaming,English,Image,North America,1106,0
YOU20250421002238,YOU20250421002238,Sports,Spanish,Text,North America,4,0
YOU20250421002241,YOU20250421002241,AI/ML,French,Text,Europe,48,0
YOU20250421002264,YOU20250421002264,Science,English,Image,South America,5,0
YOU20250421002269,YOU20250421002269,Business,German,Text,North America,407002,1
YOU20250421002273,YOU20250421002273,Travel,Portuguese,Video,Asia,459891,1
YOU20250421002301,YOU20250421002301,Food,English,Text,North America,106100,1
YOU20250421002314,YOU20250421002314,Health,Portuguese,Image,Africa,101,0
YOU20250421002321,YOU20250421002321,Technology,Portuguese,Text,Asia,55,0
YOU20250421002329,YOU20250421002329,Food,English,Text,Asia,7673,0
YOU20250421002339,YOU20250421002339,Travel,Spanish,Text,Asia,11,0
YOU20250421002342,YOU20250421002342,Business,English,Video,Europe,26628,0
YOU20250421002365,YOU20250421002365,Gaming,English,Image,North America,2948,0
YOU20250421002392,YOU20250421002392,Education,French,Text,North America,144,0
YOU20250421002397,YOU20250421002397,Science,English,Image,Europe,3906,0
YOU20250421002398,YOU20250421002398,Health,English,Text,North America,33158,1
YOU20250421002401,YOU20250421002401,AI/ML,English,Image,Asia,2325,0
YOU20250421002407,YOU20250421002407,Business,English,Text,North America,5980,1
YOU20250422002439,YOU20250422002439,AI/ML,English,Image,Asia,39,0
YOU20250422002444,YOU20250422002444,Politics,Korean,Image,North America,2863,0
YOU20250422002456,YOU20250422002456,Science,English,Text,North America,508667,1
YOU20250422002460,YOU20250422002460,Food,English,Image,North America,1493,0
YOU20250422002467,YOU20250422002467,AI/ML,Portuguese,Video,Europe,899,0
YOU20250422002471,YOU20250422002471,Politics,English,Image,Europe,7,0
YOU20250422002482,YOU20250422002482,Health,English,Image,Asia,289139,0
YOU20250422002484,YOU20250422002484,Travel,English,Text,Europe,201,0
YOU20250422002497,YOU20250422002497,Fashion,English,Text,Asia,96980,0
YOU20250422002502,YOU20250422002502,Politics,French,Text,North America,34885,0
YOU20250422002521,YOU20250422002521,Fashion,English,Image,Europe,11779,0
YOU20250422002526,YOU20250422002526,Science,Spanish,Video,North America,90853,1
YOU20250422002545,YOU20250422002545,Food,English,Image,Europe,49433,0
YOU20250422002555,YOU20250422002555,Fashion,English,Image,Europe,2230,0
YOU20250422002558,YOU20250422002558,Sports,Portuguese,Text,Europe,814,0
YOU20250422002562,YOU20250422002562,Health,English,Video,North America,2650,0
YOU20250422002568,YOU20250422002568,Technology,Japanese,Link,North America,27781,0
YOU20250422002579,YOU20250422002579,Politics,English,Text,Europe,38441,1
YOU20250422002595,YOU20250422002595,Entertainment,German,Video,North America,5338,1
YOU20250422002600,YOU20250422002600,Food,English,Image,Asia,62174,1
YOU20250422002601,YOU20250422002601,Education,English,Text,Asia,4819,0
YOU20250422002603,YOU20250422002603,AI/ML,French,Text,Asia,229574,1
YOU20250422002612,YOU20250422002612,Business,English,Link,Europe,83016,1
YOU20250422002613,YOU20250422002613,Technology,English,Text,Asia,12145,0
YOU20250422002615,YOU20250422002615,Finance,French,Text,North America,426,0
YOU20250422002632,YOU20250422002632,AI/ML,English,Video,Asia,360,0
YOU20250422002633,YOU20250422002633,Finance,Spanish,Text,North America,8013,0
YOU20250422002650,YOU20250422002650,Science,English,Text,North America,1720,0
YOU20250422002659,YOU20250422002659,AI/ML,Portuguese,Video,Unknown,49,0
YOU20250422002661,YOU20250422002661,Food,English,Video,Africa,9377,0
YOU20250422002671,YOU20250422002671,Health,Arabic,Image,North America,231,0
YOU20250422002678,YOU20250422002678,Education,English,Link,North America,17271,0
YOU20250422002690,YOU20250422002690,Finance,Hindi,Video,Unknown,1338,0
YOU20250422002691,YOU20250422002691,Business,English,Link,Asia,113373,1
YOU20250422002695,YOU20250422002695,Finance,French,Link,Asia,122,0
YOU20250422002704,YOU20250422002704,Sports,French,Link,Asia,417,0
YOU20250422002713,YOU20250422002713,Technology,Spanish,Text,Europe,76264,1
YOU20250422002718,YOU20250422002718,Business,Portuguese,Link,North America,15740159,1
YOU20250422002720,YOU20250422002720,Climate,English,Video,North America,26092,1
YOU20250422002730,YOU20250422002730,Fashion,English,Text,Africa,23413,0
YOU20250422002732,YOU20250422002732,Politics,English,Text,North America,7,0
YOU20250422002735,YOU20250422002735,AI/ML,Hindi,Video,Europe,91,0
YOU20250422002755,YOU20250422002755,Travel,English,Text,North America,13657,0
YOU20250422002760,YOU20250422002760,Travel,Spanish,Text,Africa,6503392,1
YOU20250422002769,YOU20250422002769,Food,Hindi,Video,Asia,240,0
YOU20250422002802,YOU20250422002802,Science,English,Image,Asia,886,0
YOU20250422002809,YOU20250422002809,Health,English,Video,North America,2435,0
YOU20250422002812,YOU20250422002812,Science,English,Text,North America,125353,0
YOU20250422002814,YOU20250422002814,Technology,Portuguese,Link,North America,18268,1
YOU20250422002816,YOU20250422002816,Entertainment,Spanish,Text,Europe,813,0
YOU20250422002821,YOU20250422002821,Politics,English,Text,North America,695,0
YOU20250422002823,YOU20250422002823,Entertainment,English,Image,Asia,23787,0
YOU20250422002844,YOU20250422002844,AI/ML,English,Text,Europe,851,0
YOU20250422002851,YOU20250422002851,Climate,English,Text,Asia,11097,0
YOU20250422002861,YOU20250422002861,Business,English,Video,Oceania,7143,0
YOU20250422002866,YOU20250422002866,Food,English,Video,Asia,485962,1
YOU20250422002870,YOU20250422002870,Fashion,Portuguese,Image,North America,1930566,1
YOU20250422002871,YOU20250422002871,Travel,Portuguese,Video,Europe,4299,0
YOU20250422002873,YOU20250422002873,Travel,English,Video,Europe,163136,1
YOU20250422002880,YOU20250422002880,AI/ML,English,Video,North America,62,0
YOU20250422002892,YOU20250422002892,Food,English,Image,Unknown,11265,0
YOU20250422002896,YOU20250422002896,AI/ML,English,Image,Europe,7955,1
YOU20250422002903,YOU20250422002903,Politics,English,Text,North America,310,0
YOU20250422002912,YOU20250422002912,Business,Portuguese,Image,Asia,42948,0
YOU20250422002937,YOU20250422002937,Gaming,Korean,Image,Europe,18500,1
YOU20250422002965,YOU20250422002965,Education,English,Text,North America,695,0
YOU20250422002966,YOU20250422002966,Fashion,Hindi,Image,North America,31,0
YOU20250422002971,YOU20250422002971,Finance,English,Video,South America,7081,0
YOU20250422002972,YOU20250422002972,Politics,English,Image,Europe,371,0
YOU20250422002979,YOU20250422002979,Politics,French,Image,Africa,6070,0
YOU20250423003022,YOU20250423003022,Fashion,English,Image,Asia,4085,0
YOU20250423003024,YOU20250423003024,Politics,French,Image,Europe,11059,0
YOU20250423003028,YOU20250423003028,Finance,Hindi,Text,Asia,9511,1
YOU20250423003049,YOU20250423003049,Science,Japanese,Video,North America,468,0
YOU20250423003051,YOU20250423003051,Entertainment,Spanish,Link,Europe,6147,0
YOU20250423003060,YOU20250423003060,Science,English,Image,Asia,574,0
YOU20250423003068,YOU20250423003068,Education,Hindi,Text,North America,215,0
YOU20250423003074,YOU20250423003074,Travel,English,Text,Asia,181,0
YOU20250423003095,YOU20250423003095,Gaming,English,Text,North America,3977,0
YOU20250423003114,YOU20250423003114,Health,English,Image,Europe,893774,1
YOU20250423003116,YOU20250423003116,Entertainment,Spanish,Text,Asia,30,0
YOU20250424003140,YOU20250424003140,Travel,Japanese,Image,Europe,6287,0
YOU20250424003147,YOU20250424003147,Education,English,Video,Asia,10054,0
YOU20250424003169,YOU20250424003169,Sports,English,Image,Unknown,1139,1
YOU20250424003175,YOU20250424003175,Science,Spanish,Text,Europe,575,0
YOU20250424003177,YOU20250424003177,Entertainment,French,Image,North America,16229,0
YOU20250424003179,YOU20250424003179,Finance,German,Text,North America,364436,1
