emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,post_id
-0.44489974,-1.4703693,-0.97865134,0.36528078,4.4171424,1.2334073,-0.16044903,-3.8382225,YOU20250605026527
0.5337741,-1.4069602,3.7425125,3.558608,0.6606865,-0.26148754,-2.5924072,-1.116669,YOU20250513011846
-3.8702886,-1.0426193,0.35072142,1.1930202,0.72893244,-1.0207324,-2.238876,-1.8519717,YOU20250828133446
1.7650875,-1.0056355,-0.15098427,3.5633101,1.5121306,-1.7085904,1.7104032,-3.2635734,YOU20251018149740
2.4061978,-0.832717,1.6620892,2.1472242,0.70823556,-1.5306408,-0.31446216,-4.5055037,YOU20250821062212
0.4876976,0.08955113,3.3657124,2.98359,3.194287,-2.469462,-1.0415903,0.8139211,YOU20251006088142
-0.49126428,-0.3016062,1.6556305,3.295627,0.52288514,-2.1993623,0.4919255,-0.36311147,YOU20250822063968
0.26050112,-3.4737146,-0.65154946,3.3125386,3.7632055,-1.7385422,0.9329603,-0.19406815,YOU20250919077800
0.4653447,-0.39273283,3.3437726,1.2978272,3.6784043,1.4257061,-2.608859,-1.4077501,YOU20250807055026
0.30876574,-1.0522408,0.88792175,2.8308651,0.679302,-2.0497298,1.5520432,-3.9722903,YOU20250922079610
-1.7087588,0.37594095,-0.9924985,5.5374703,0.10077059,-1.3168508,-0.85813975,-0.9373905,YOU20250513011554
-2.1303062,1.3707405,-0.32399982,-0.6722372,2.3424492,-1.3468298,-2.7030606,-3.5658495,YOU20250830067437
-0.24340482,0.028111044,1.8060017,3.2200155,4.0050273,-3.079438,-0.72178173,1.5643623,YOU20250625035706
-1.0233904,-1.1487902,1.0901487,2.4458456,4.009354,-3.4336288,0.07025314,1.0477636,YOU20250517013647
0.23329693,1.1889724,-1.8847387,4.5248594,3.3255768,-0.6825136,1.1983961,-1.1378853,YOU20250519014664
2.6571627,-1.6524136,0.16885716,2.1531467,4.2555757,0.6880516,0.5297971,-2.6990564,YOU20250706042255
1.3402171,-2.6912127,-0.787533,2.6240695,1.9963624,-3.8765078,0.7142104,-2.1450949,YOU20250731052147
-1.631882,-2.3580713,0.38426498,0.54355395,2.3717115,0.00650127,-5.03036,-1.0811387,YOU20250817060604
1.2059029,0.06707588,3.8146431,1.3441751,1.372233,-0.23903215,-3.2297313,-3.3097436,YOU20250503095874
0.26278526,2.7129726,2.6283991,2.975881,3.430808,-1.8539937,0.047352605,-0.8622917,YOU20250519015814
-2.3158433,-0.6693754,0.43156153,3.6035779,2.4808621,1.4443685,-0.90086496,0.15210386,YOU20250525020922
-4.3171225,-1.3823342,-1.5453129,2.0193083,2.0274622,-0.12168206,-1.307833,-2.2541037,YOU20251017090352
-0.98192245,0.2893931,2.5788202,1.0363977,2.279813,1.1547692,-2.727961,-0.96672857,YOU20250419000396
2.243772,-1.3057281,-2.046776,2.3616188,2.798971,-0.50414354,0.15414053,-1.1906495,YOU20251005087140
1.232968,-1.3185575,3.2209086,3.8747241,0.5364764,0.26575738,-2.498944,-1.5651268,YOU20250521017962
1.1621559,1.3364896,-1.4391717,1.6506782,1.4555612,0.42566597,-1.2595679,-0.79920805,YOU20250630114622
-0.45627642,1.4632653,2.2794476,1.9330223,1.3468765,0.16603006,0.25018495,-2.1537652,YOU20250601024528
1.2952348,-1.6527447,1.8789753,0.108744375,3.9755921,-3.5746105,-1.982776,-0.65472174,YOU20250712118380
2.3038187,0.61666965,0.10095811,4.540714,1.4642636,-1.6206903,-2.1759434,0.35089958,YOU20251002086318
1.9576327,0.9142287,1.9623088,3.6193464,2.401562,-1.0723948,1.3564981,-2.3026028,YOU20250913074970
-1.7810085,2.2751338,-0.62259185,3.8115673,3.0332413,1.8428432,-1.2722789,-1.4665272,YOU20250807054898
1.7528999,-0.4940573,1.8794923,3.3178139,0.7468095,1.3730723,-1.640016,-2.0385053,YOU20250903135249
1.3360626,-1.6599345,1.9722661,0.29718485,3.9995356,-3.2152889,-1.9788468,-0.38947517,YOU20250527021887
-3.055118,-1.1213319,-1.2148814,1.2914956,1.8933758,-4.246995,-0.7187842,-2.0491745,YOU20250717119939
1.275176,-2.835824,1.8102623,-0.21106371,4.104443,-0.6937316,-0.8896904,-2.7019563,YOU20250511098615
0.02016286,1.7723497,-1.0309876,4.9576397,2.4113572,1.3470068,-0.23726837,-1.5918112,YOU20251010147259
2.8179607,2.079397,-0.88832116,3.933842,2.2766306,-0.7224655,-1.5039434,-1.2813165,YOU20250511098457
-1.0756925,-2.6273043,-1.8675591,4.148717,-0.6641517,-1.1426688,-2.4532442,-2.625367,YOU20250519016033
-2.2520003,-2.2420928,1.3652003,3.2873132,0.34522963,-2.4041157,-2.9256597,0.016133387,YOU20250919140670
0.40377858,1.2770131,0.005211735,2.4370053,2.6970797,0.4840789,-0.08652498,0.09392153,YOU20250512010900
1.2910093,0.24216704,1.861722,2.3655605,3.3541608,1.3028296,-3.8385613,-0.12930545,YOU20250427093751
3.749626,0.8027999,-0.07430424,1.8577021,2.1007087,-0.980725,-1.5349426,-3.3191922,YOU20250701039407
-3.3199732,-0.71842194,0.30107296,0.83825374,4.6160607,1.0292618,-0.83479863,-1.7424262,YOU20251015148936
-2.513845,0.013580218,0.24693409,1.4963677,2.710482,2.303585,-2.6899533,-1.7336882,YOU20250906071908
0.5589601,-1.3875682,1.6712445,3.8540854,1.8937268,-3.142326,0.75101924,-0.047719367,YOU20251015148915
-2.4461954,1.8105896,0.31004748,0.74145734,2.2827284,-1.8425062,-0.0059121023,-4.630681,YOU20250731052119
0.43543267,-2.4004638,1.7556229,3.066649,2.0383506,-2.446753,-1.3929484,1.0796552,YOU20250429004679
-0.94399333,0.26783738,-2.3652554,2.211938,0.029733358,0.19171882,-1.9943932,-2.636958,YOU20250510009871
1.544605,-0.30021822,1.7923776,0.41392815,5.322171,-1.2645731,-0.94658464,-0.5947961,YOU20250505007342
2.4858994,-0.37248537,2.0023804,1.8972605,2.9762921,0.08993853,0.524424,-2.9404438,YOU20250625035917
1.435997,2.4830067,2.846523,2.8689945,2.0234442,0.0060840896,-2.6138139,-1.702756,YOU20250904070207
-0.7241151,1.0759622,1.4193076,5.2290597,0.5767579,0.04789282,0.15149015,-1.7577842,YOU20250710043617
-2.5824823,0.4331539,-1.6075346,2.7153099,1.8785906,0.12497365,-3.4232252,0.055331208,YOU20250501005891
-0.9627065,-3.6888328,-1.4603163,1.4379085,1.7859013,0.61529076,-1.356908,-2.392194,YOU20250609029004
-0.39179325,-1.8239437,-1.8698082,1.5650147,4.5915303,-0.028197192,-2.780642,0.5872825,YOU20250718120158
-0.8632906,-1.8547698,-0.949564,-0.670152,1.6073941,-2.7518318,-3.2638533,-3.191314,YOU20250527022057
-2.3618026,-0.067220815,1.8415898,4.222725,0.6097767,1.3757054,-2.2566156,-1.3906227,YOU20250615109726
1.6307404,-0.47856924,-1.6797609,1.966047,1.7591419,1.3442749,-3.6880667,-2.0602758,YOU20250701038929
0.5493867,2.5999103,2.8621054,3.1086776,2.7054913,0.060135767,-2.734662,-0.6652113,YOU20250529104121
-0.8300695,0.22892384,3.53087,0.8666781,3.5064719,0.86237365,-2.6474826,-1.389228,YOU20251009088901
-1.9812661,-1.8348659,-0.9595489,5.2453256,2.1421514,0.098729394,-0.07054241,-0.03737342,YOU20250807054832
1.2826637,2.712599,1.7936277,3.5597734,0.96289253,-0.5348009,-2.6907036,-1.6594318,YOU20250825132536
-0.6704285,0.8261258,1.8240386,5.1109815,0.5659828,0.0051510604,0.29968223,-1.9271727,YOU20250501095125
1.814247,-0.70382786,-1.3796741,1.3743016,2.0929086,-4.399706,-1.692741,-0.867529,YOU20250715046119
0.16062231,0.18784954,-3.3351977,4.2564673,2.380476,-0.44440275,-1.9337126,-0.070517346,YOU20250818130177
1.530736,0.35084417,-0.3241232,2.682756,1.1917087,-3.7984662,-2.1737525,-0.020811012,YOU20250624112532
0.5340458,0.15677343,0.49873307,1.7174146,3.6829827,0.55208814,-1.4824891,0.8681699,YOU20250810127500
2.2995567,-3.3523204,-0.6925611,1.0626154,3.5827591,0.2283017,-2.4220731,-1.730753,YOU20250420091606
1.7178586,-1.7326018,1.0835187,3.6742773,3.6309547,1.1519357,-1.5968847,0.45358586,YOU20250525020869
-3.0756958,-1.8256375,-0.9844689,3.6386,-0.4306614,-1.0005205,-1.7922801,-2.5428813,YOU20250927084398
-0.25144464,-1.4643523,1.052372,4.064549,3.4868252,0.19844133,1.6425153,-0.64513266,YOU20250806054728
-0.6268727,-0.482974,2.3040428,3.9212255,0.47655472,0.6742717,0.72095144,-2.6351128,YOU20250421001188
1.2669386,1.7096356,-0.97471535,1.2127719,5.53217,-0.23511538,-0.9001443,-1.2044868,YOU20250901067820
1.8383894,0.9905405,2.5916603,1.758138,2.0806284,-3.3390567,-0.54931784,-1.8496699,YOU20250517100483
-1.9818954,-2.1012483,0.46883664,0.39328593,2.6379445,-4.1116247,-2.415331,-0.48089004,YOU20250726050365
2.7205873,-0.5820172,0.83490986,3.244243,0.9133719,-3.0620866,-1.7540137,-0.34695703,YOU20250919077703
-3.0609825,-0.4843574,2.2989156,1.6204656,0.26895922,-2.1025054,-3.6090436,-1.9964175,YOU20250816059709
-2.3676903,-2.381014,-1.7122147,3.6236482,-0.4269264,-0.90110874,-2.0385592,-2.7276852,YOU20250814058066
0.9271045,0.05820983,-3.0157459,3.4127357,2.6160316,-0.62418294,0.85824805,-2.9508798,YOU20250607107168
-1.3611557,0.06609264,1.0094073,1.5436954,-0.7035012,-0.85798776,-2.8701801,-1.4994634,YOU20250423092598
0.08844586,0.8968582,-2.5044339,3.885097,3.035373,-1.2637843,1.1491747,-1.5451586,YOU20250519014895
-0.28575295,-4.5366874,-1.4473033,1.3621118,2.7216291,-1.074846,-1.2698048,-1.7475798,YOU20250704039696
-2.5303874,-1.5054009,1.8675699,1.9406456,3.6809745,-0.52058077,-2.5684023,1.0697534,YOU20250605106508
0.424036,0.9933779,-3.323623,1.7209592,3.1468387,-1.9085962,-1.842544,-0.86394155,YOU20250525021041
2.6286204,-1.2843311,0.505531,2.0875494,4.0030622,0.48063067,0.77149683,-3.009682,YOU20250616110105
-2.2871268,1.4247687,0.17148708,-0.74843585,3.0873122,-0.91634464,-2.7077684,-3.6323445,YOU20250503006503
-4.583068,-0.88362736,0.12607892,1.66528,1.3044142,-1.0668782,-2.5685432,-1.7143054,YOU20250424092858
-2.2621849,-0.421453,1.6282275,3.5365694,-0.42781526,0.78375083,-2.4141686,-2.5575702,YOU20250422092363
-2.1635466,2.0655098,-0.8999238,3.228923,3.3189218,1.6580644,-0.9387516,-1.6888038,YOU20250719120738
0.7360134,2.184945,2.341544,1.8642291,4.0706663,1.007404,-0.39281905,-2.9218113,YOU20250805053882
-0.6862474,-0.20253538,-1.6697283,-0.33696824,1.6831568,-3.4016123,-2.7221155,-3.182303,YOU20250516013257
-3.1952958,-1.8231602,0.5493169,-0.13500112,3.6211631,0.035899032,-2.9060128,-1.6353849,YOU20251010147181
2.480925,0.45443264,0.01174926,4.672701,1.4538696,-1.822579,-2.1800091,0.26089796,YOU20250806054556
2.4593606,-1.445164,0.8493858,4.6577196,1.8747473,0.59617484,-0.7363199,-0.7600314,YOU20250701038917
-4.5307474,-1.0179245,-1.4415718,2.0908768,2.253175,-0.22259885,-1.400734,-2.0188913,YOU20250813057703
-0.6423981,-0.7969768,-1.4936707,3.4586823,-0.6656188,-3.4249923,-1.4323695,-2.3175344,YOU20250826065400
-2.1744156,-0.8956906,1.8542453,1.5906144,3.7687724,-0.51623774,-2.929992,1.0855781,YOU20250920140760
-2.592444,-1.2898694,-2.1525807,0.55032694,1.177774,-2.130401,-1.1033925,-3.6000428,YOU20250607107043
-0.8538326,-2.4872036,-0.4250629,-0.2861876,0.9930222,-2.2612476,-3.2976494,-3.6184905,YOU20250531104842
-0.97681123,-0.6873479,-0.7243495,1.0510086,0.10834711,-4.2962394,-1.711536,-2.8200514,YOU20250910137592
-2.0178266,0.5652928,-0.3454925,1.9832212,0.3758522,-3.9473708,-0.27972963,-3.8697853,YOU20250905136136
-0.41497928,-0.24769941,-0.57496905,2.8684692,1.3940922,1.9298534,-4.5021577,-0.7878732,YOU20250726050325
-1.5277979,-1.745034,2.9740872,0.4141476,4.221672,-1.709623,-0.14091977,-1.2154533,YOU20250510009823
-0.8696927,-0.37209624,1.1128771,3.9768827,0.9514741,-2.2479289,-1.1848571,1.1656554,YOU20251008088794
0.60598207,2.9959993,0.07032019,1.1566148,2.9604564,0.6170957,-2.7851405,-2.9337165,YOU20250629114028
1.4412826,1.939033,-2.3735452,2.8077803,3.3406248,-1.2665697,-2.276674,-0.26198623,YOU20251012089977
1.4038044,-1.2596824,2.5058231,3.8487847,3.0348089,-0.6907903,1.328086,-1.1981478,YOU20250725050272
0.059286654,-1.4784925,3.986506,3.2236502,0.9554753,-0.7463347,-2.830681,-0.64314556,YOU20250617110200
0.9285837,0.975302,0.7264929,-0.82949364,4.1372705,-0.15230963,-2.741852,-2.8816638,YOU20250514012369
-0.9253419,-4.592238,1.0201098,2.3161478,1.9540666,0.021804065,-2.1893191,-0.9144517,YOU20250821062919
0.26743206,3.069333,-0.6803055,1.3385748,2.4110553,0.06176717,-3.149868,-2.3596509,YOU20250828066953
-0.69172895,0.64226454,-3.3980284,0.9309986,3.4096596,-1.1661576,-2.0322733,-1.2626587,YOU20250521018033
-2.1353307,2.5595572,-1.7118481,2.9462092,1.1220214,-1.8807081,-1.7974708,-1.5543095,YOU20251007088311
0.5878033,0.18792692,-2.7947512,4.2878623,2.5584636,-0.49280733,-2.517612,0.4562998,YOU20250823064528
-2.5342398,1.5945281,-1.2767942,3.649668,1.1193799,-0.8515782,-1.8422259,-0.24595976,YOU20250527021877
0.25419238,2.6219082,-0.38191906,3.8647573,0.1007258,0.019947497,-2.7490058,-2.813107,YOU20250519101062
-2.1049025,-2.2557642,1.7372129,3.4301064,0.344643,-2.1043744,-2.7049704,0.006262535,YOU20250727050595
-1.7643596,0.86678374,2.8706276,2.5156455,1.9513553,-3.7164636,-0.7699294,-0.4173204,YOU20250912138152
-1.6792603,-1.1191297,-0.76214266,3.5166376,4.0993543,-0.9415827,-0.8663682,1.5619473,YOU20250910137748
1.675792,-0.29048568,-0.9439486,1.549216,3.2123196,2.258791,-2.4461627,-2.7721322,YOU20250927143026
-1.9859908,-0.66873175,2.4062295,2.2244291,2.7588933,-2.0550401,1.7138981,-1.6929039,YOU20251018149884
-0.5400349,1.5486038,-1.2793342,1.3234411,1.222808,-4.35705,-1.3081872,-1.6356071,YOU20250908136836
-0.35360315,-2.0765955,-1.5133659,2.0890234,0.50795144,-1.363971,0.084876925,-4.978206,YOU20250815058684
1.0333688,2.1296043,1.7667688,2.380127,3.8807034,1.1761435,-0.0068302387,-2.915181,YOU20250710043563
-0.5591154,0.21063055,2.1641884,-0.5640481,1.6206379,-1.9362752,-3.7891896,-3.2762866,YOU20251001084904
-2.2907257,0.3571389,3.3629854,0.71730936,2.675302,0.5126604,-2.5733585,-2.2041867,YOU20250525021012
-1.6372857,0.92545456,3.110428,2.1475883,1.889501,-3.6320498,-0.68842506,-0.9472854,YOU20250813057393
-1.5373135,-1.2601851,1.3856928,3.9892454,3.6873088,0.99879426,0.5115144,0.008148223,YOU20250708043045
0.49367216,-3.4329956,1.2005948,3.9910796,0.6520267,-0.8271962,0.38681933,-2.262859,YOU20250507097176
-0.10810634,1.2024798,0.467474,-1.0104231,4.1461763,-0.14159018,-2.5846229,-3.0594518,YOU20250630038169
1.7588935,-0.41523698,-1.102004,1.6816489,1.7569532,0.94900936,-4.260162,-1.7307024,YOU20250927142986
-1.8587844,-3.0243404,-0.5797204,1.9615403,1.3025023,1.2120137,-1.0955821,-3.4229176,YOU20250902068995
0.39147228,-0.8579972,1.837926,3.9425488,1.6484587,-3.1319182,1.054523,-0.58962315,YOU20250512010883
-0.14179583,1.1024671,2.225026,2.2789795,-0.5812836,-2.594049,-2.412308,-3.704835,YOU20250524019523
-1.9930698,-1.9099158,1.7628026,1.7124542,3.7697554,-0.31758738,-2.5983872,0.9976655,YOU20250809055868
0.6647535,0.53947383,3.083885,1.9880399,1.2774354,-2.2119088,-1.0280954,-0.2645246,YOU20250905070936
1.1448604,-0.9536996,-0.71862054,0.09044794,2.521029,0.13033229,-1.0172437,-5.211199,YOU20250828133573
1.7448622,-0.85980564,2.063078,0.5087564,4.649316,-2.0490086,-1.4111271,-0.3160927,YOU20250524019371
-2.4871454,-1.632996,0.87069803,0.54626316,2.673404,-3.8346374,-2.4885466,-0.22018415,YOU20250813057476
0.6780037,-2.0172505,-0.10823427,3.3391743,0.22222762,-4.4736967,-2.1128483,-0.84777653,YOU20250420091733
2.397257,0.40779814,-1.4497135,3.2321768,3.4613676,-2.1572094,-0.13409036,-0.03510951,YOU20250829067295
1.5353916,1.8281139,-2.345801,2.7530293,3.5038307,-1.40791,-2.134112,-0.22615735,YOU20250516013113
-1.9376237,1.5674592,0.35301772,0.45394138,3.4277883,-1.5013697,-1.5796853,0.210713,YOU20250929143692
2.1317143,-0.12243545,2.701296,3.0504878,2.1567535,-0.5064514,0.46302757,-1.8326349,YOU20250807126591
-0.8373801,0.10577224,3.0752146,-0.18688099,2.5272055,0.21449894,-2.3027241,-2.7508662,YOU20250930144192
0.44604966,-2.8482845,-1.8610008,4.2004824,1.61169,-1.5626018,-1.8808007,0.40167165,YOU20250910073424
-3.1994839,-1.2345915,-0.06853983,-0.22183427,3.941432,0.3750674,-2.0335279,-2.3168428,YOU20250530023321
-2.2970886,-1.7776817,0.7618639,0.7015443,2.4267004,-4.0558567,-2.0422773,-0.31375077,YOU20250419000318
-0.83408964,-0.32615203,-3.9268913,3.9134948,2.1943026,-0.41835764,-1.264262,-1.0434164,YOU20250521018048
-3.4128866,-1.2334974,-0.6752519,3.7334282,-0.4292361,-1.8846875,-1.4391717,-2.3161304,YOU20250804053104
-1.298932,0.26350316,3.5086167,0.73408115,3.2799037,0.74636394,-2.6085231,-1.639026,YOU20250502095488
1.4696871,-1.266287,2.359575,3.686803,2.9138622,-0.59154475,1.3931519,-1.4414018,YOU20250530023681
0.24523424,-0.18196578,-1.5629067,2.3786345,3.1778548,2.7780464,-2.1751142,-2.332996,YOU20250829133849
1.7241944,0.08272748,-0.8756375,1.9568535,1.8152522,-4.002761,-2.5749834,-0.17112644,YOU20250922141498
-0.3672761,1.3390872,0.17150955,-0.93556,4.180633,-0.16541946,-2.588089,-3.0186944,YOU20250627036618
-2.94342,-0.6424824,0.47235745,0.16443647,3.9248447,1.000965,-1.4749877,-2.0123255,YOU20250830067361
-1.4370912,-4.00028,1.0476491,2.2988372,2.6080358,1.3407674,-1.595001,-1.3750196,YOU20250525102725
-1.8161588,-2.2435033,-1.9360422,1.9176608,0.64170825,-1.28102,-0.12501174,-1.6539594,YOU20250609107683
-0.5089993,1.8256187,0.048367877,4.73582,-0.52526855,-0.95523584,-2.3508682,-1.9053612,YOU20250728123337
-2.926615,-1.3447872,-1.3217701,3.2303138,-0.42826924,-0.99861157,-1.5111729,-2.7935798,YOU20250613029978
-3.0172412,-1.7509505,-1.1872643,3.5744026,-0.47073886,-1.4258015,-1.7281922,-2.4531007,YOU20250530022612
0.27579916,1.0113889,-0.52334934,2.2269282,-0.7259195,-2.2608356,-3.0662997,-4.168137,YOU20250902135069
0.5020192,1.1414329,0.44519,2.9333732,3.98112,0.6501384,1.7913537,-2.939565,YOU20250729123683
-1.8371664,-2.3603933,-1.855347,3.570883,-0.5423862,-0.9230255,-2.0756354,-2.8518212,YOU20250605026015
-0.6220415,-1.2619681,0.9490023,3.2493925,1.757031,-1.1875464,-3.2584023,1.5876955,YOU20250901067855
-2.3316133,0.59534407,0.37916094,1.5063152,3.1535268,2.2074766,-3.2046738,-1.5418134,YOU20250901134850
0.4166946,-1.2389613,-0.5439343,-0.34683722,3.351751,-3.419611,0.061902698,-2.9332693,YOU20250902135182
-0.13324244,-1.526251,-1.3402047,3.6399825,1.8077623,-1.3636003,0.44682968,0.49485284,YOU20251012147950
1.1875169,2.5413864,-0.1440172,2.424313,3.4834194,-3.440819,-0.8438656,-0.39810312,YOU20250922079659
-0.16233142,1.1868776,1.6772982,2.1820757,1.1093237,1.2904372,-4.552147,-2.2612348,YOU20250805054022
-1.6336281,-3.1218295,2.905997,1.1095939,1.4711441,-0.5912661,-1.088576,-3.4446318,YOU20250620111429
0.75659376,-1.0466672,0.45095876,3.146916,0.5788564,-2.0139778,1.4996938,-3.8020203,YOU20250813057863
-0.77241683,-0.9687968,1.735628,2.4425979,3.7690206,-2.6009471,0.112911,1.1418443,YOU20250622112075
-1.913513,0.66250086,2.028068,3.408067,1.298103,-3.8466442,-1.2016947,0.15314482,YOU20250628113940
-1.5961722,2.2708895,-0.5608739,0.52919304,2.8250034,-1.4875525,-0.05540451,-3.9067345,YOU20250907072504
-0.26640862,-1.6127094,-2.0331366,5.027653,0.5784354,0.37290147,-1.7556025,-0.93203795,YOU20250921141080
-1.2615288,-1.0567015,-0.49917835,3.723604,0.29388705,-2.1388514,1.3452554,-1.8762774,YOU20250820130985
2.6241446,0.4562504,-0.83073235,3.866948,1.3108546,-2.1319509,-1.8703245,-0.17339464,YOU20250523102275
-0.88463,-0.09651795,4.0910616,3.2415378,1.215254,0.20081834,-0.86231667,-1.5701531,YOU20250529022410
-1.4742125,-0.41201106,-3.5382063,0.6568437,3.0521646,-0.48429695,-1.7907089,-2.5782413,YOU20250613030881
0.5974141,1.7169864,1.1529052,2.41011,4.0014453,1.1743124,0.8504037,-3.037848,YOU20250724049818
1.8759136,1.328953,-1.804035,0.8681473,3.706083,-1.520648,-0.25450313,-3.0693753,YOU20250803125282
0.082851134,-0.113273196,2.8258097,3.1687295,3.5435314,-1.9427323,-0.48663506,1.1053643,YOU20250630038293
-1.4965402,0.54332405,0.48014572,1.4531064,3.4855075,2.095009,-2.786387,-0.7499341,YOU20250801052173
0.49620432,0.6243579,1.8528782,4.1629715,1.6980735,-2.4944124,1.3490345,-1.2598602,YOU20250515099792
1.7762548,-1.723186,-0.80269796,3.8753376,-0.38230255,0.016693775,-2.226556,-3.000596,YOU20250516012807
1.7625805,-0.70881283,3.1762793,3.1407251,2.7777798,-1.1684426,0.5048095,-1.0126368,YOU20250915076524
1.7077602,-1.538582,0.098708294,4.4724584,1.5573416,1.7376332,-0.34274694,-2.5094445,YOU20250705040907
-1.100817,0.6859693,2.5824268,-0.042693894,3.299437,-2.0526867,-2.2951708,-0.46621445,YOU20250510009854
-2.0364788,-1.5076495,1.3624359,3.9483323,3.15164,1.5093662,-0.21839376,-0.111098535,YOU20250618110799
1.5744064,-1.9375508,0.6555041,3.583029,3.7816448,0.9150961,-1.5430453,0.6764911,YOU20250803125526
-2.3136744,1.6261963,-0.213243,0.35449845,2.630489,-2.127251,-0.107948914,-4.4194036,YOU20251005087221
-1.5056168,-0.64344877,1.8235902,0.23976783,4.7370777,-2.3821929,0.7146113,-1.6577852,YOU20250812128295
-0.7302171,1.3061845,-0.64261264,1.9121355,2.361987,1.2217442,0.36695606,-4.502116,YOU20250825065038
-2.1724226,-2.151569,-0.9433465,4.2970324,2.8296843,-0.9694707,-0.7240227,0.99634314,YOU20250421001275
-1.8360809,2.3460102,0.19729196,1.5015231,4.314116,-1.5036004,0.82563806,-1.8683432,YOU20251011089403
2.6164453,-1.2888186,-0.40408128,1.4814225,0.43525323,-2.4002445,-3.3022752,-3.2007873,YOU20250706041896
0.11500471,0.24758051,1.376497,4.1935387,1.8353118,-2.9308887,1.5207888,-0.99238956,YOU20250517013676
0.7728148,2.5520973,-0.22463715,2.9206934,4.6714277,-0.5144133,0.16037965,-0.73345256,YOU20250717120014
-3.271877,-0.6940871,0.6229802,1.1259242,4.346402,0.97182506,-0.5236979,-1.5972387,YOU20251005087293
-0.5874175,-3.555482,-2.1190803,1.0894806,3.0190387,-1.2349206,-2.270386,-0.6495331,YOU20250513012353
1.0847185,-3.0102637,0.12496576,1.084001,1.3598219,-0.9824475,-0.26843756,-4.716361,YOU20250729051408
-0.7216478,-0.20477939,-3.6697543,1.4153235,2.182989,-0.2158044,-1.5856811,-3.2880142,YOU20250610029774
