Source,Target,Weight,Relation
TIK20250510009737,TIK20250713045347,1.0,topic
TIK20250427093970,TIK20250510009737,1.0,topic
TIK20250427093970,TIK20250509009474,1.0,topic
TIK20250421001606,TIK20250509009474,1.0,topic
TIK20250421001606,TIK20250602105570,1.0,topic
TIK20250602105570,TIK20250712118337,1.0,topic
TIK20250522101931,TIK20250712118337,1.0,topic
TIK20250522101931,TIK20250607028010,1.0,topic
TIK20250607028010,TIK20250923141675,1.0,topic
TIK20250912074636,TIK20250923141675,1.0,topic
TIK20250912074636,TIK20250930084641,1.0,topic
TIK20250820130787,TIK20250930084641,1.0,topic
TIK20250820130787,TIK20251012089787,1.0,topic
TIK20250919140500,TIK20251012089787,1.0,topic
TIK20250606026801,TIK20250919140500,1.0,topic
TIK20250606026801,TIK20250812128331,1.0,topic
TIK20250703115287,TIK20250812128331,1.0,topic
TIK20250513011541,TIK20250703115287,1.0,topic
TIK20250513011541,TIK20250830134057,1.0,topic
TIK20250830134057,TIK20250904135672,1.0,topic
TIK20250603105777,TIK20250904135672,1.0,topic
TIK20250603105777,TIK20250721121267,1.0,topic
TIK20250721121267,TIK20250919077323,1.0,topic
TIK20250505007358,TIK20250919077323,1.0,topic
TIK20250505007358,TIK20250922082394,1.0,topic
TIK20250913138473,TIK20250922082394,1.0,topic
TIK20250804052764,TIK20250913138473,1.0,topic
TIK20250506007780,TIK20250804052764,1.0,topic
TIK20250506007780,TIK20250519014415,1.0,topic
TIK20250519014415,TIK20250619033359,1.0,topic
TIK20250619033359,TIK20250901134832,1.0,topic
TIK20250613109115,TIK20250901134832,1.0,topic
TIK20250613109115,TIK20250803125382,1.0,topic
TIK20250706041957,TIK20250803125382,1.0,topic
TIK20250706041957,TIK20250831067571,1.0,topic
TIK20250420001002,TIK20250831067571,1.0,topic
TIK20250420001002,TIK20250524019833,1.0,topic
TIK20250507097163,TIK20250524019833,1.0,topic
TIK20250507097163,TIK20250817061241,1.0,topic
TIK20250515012669,TIK20250817061241,1.0,topic
TIK20250515012669,TIK20250805053458,1.0,topic
TIK20250519016301,TIK20250805053458,1.0,topic
TIK20250424092908,TIK20250519016301,1.0,topic
TIK20250424092908,TIK20251003144963,1.0,topic
TIK20250705040138,TIK20251003144963,1.0,topic
TIK20250705040138,TIK20251009146957,1.0,topic
TIK20250928084433,TIK20251009146957,1.0,topic
TIK20250928084433,TIK20251009146951,1.0,topic
TIK20250516100045,TIK20251009146951,1.0,topic
TIK20250516100045,TIK20251002144774,1.0,topic
TIK20250501006020,TIK20251002144774,1.0,topic
TIK20250501006020,TIK20250817061182,1.0,topic
TIK20250817061182,TIK20251017090464,1.0,topic
TIK20250530023221,TIK20251017090464,1.0,topic
TIK20250530023221,TIK20250707116767,1.0,topic
TIK20250707116767,TIK20250721048564,1.0,topic
TIK20250721048564,TIK20250903069586,1.0,topic
TIK20250624112602,TIK20250903069586,1.0,topic
TIK20250624112602,TIK20250701114835,1.0,topic
TIK20250624035087,TIK20250701114835,1.0,topic
TIK20250429005047,TIK20250624035087,1.0,topic
TIK20250428094055,TIK20250429005047,1.0,topic
TIK20250428094055,TIK20250706042390,1.0,topic
TIK20250705040029,TIK20250706042390,1.0,topic
TIK20250510098014,TIK20250705040029,1.0,topic
TIK20250510098014,TIK20250530023818,1.0,topic
TIK20250507097170,TIK20250530023818,1.0,topic
TIK20250507097170,TIK20251014148480,1.0,topic
TIK20250820130829,TIK20251014148480,1.0,topic
TIK20250606106785,TIK20250820130829,1.0,topic
TIK20250606106785,TIK20250619034314,1.0,topic
TIK20250619034314,TIK20250723121818,1.0,topic
TIK20250723121818,TIK20250805053463,1.0,topic
TIK20250805053463,TIK20251007146252,1.0,topic
TIK20250519016180,TIK20251007146252,1.0,topic
TIK20250425003605,TIK20250519016180,1.0,topic
TIK20250425003605,TIK20250813056905,1.0,topic
TIK20250813056905,TIK20250910137549,1.0,topic
TIK20250519015293,TIK20250910137549,1.0,topic
TIK20250519015293,TIK20250823064421,1.0,topic
TIK20250823064421,TIK20251015090142,1.0,topic
TIK20250607027809,TIK20251015090142,1.0,topic
TIK20250607027809,TIK20250915075929,1.0,topic
TIK20250704039649,TIK20250915075929,1.0,topic
TIK20250508008714,TIK20250704039649,1.0,topic
TIK20250508008714,TIK20250827065971,1.0,topic
TIK20250813057330,TIK20250827065971,1.0,topic
TIK20250813057330,TIK20251016149250,1.0,topic
TIK20251016149250,TIK20251018149877,1.0,topic
TIK20250628113767,TIK20251018149877,1.0,topic
TIK20250628113767,TIK20250808126877,1.0,topic
TIK20250527103663,TIK20250808126877,1.0,topic
TIK20250420091501,TIK20250527103663,1.0,topic
TIK20250420091501,TIK20250606026975,1.0,topic
TIK20250606026975,TIK20250924082571,1.0,topic
TIK20250718120255,TIK20250924082571,1.0,topic
TIK20250421091946,TIK20250718120255,1.0,topic
TIK20250421091946,TIK20250924142036,1.0,topic
TIK20250924142036,TIK20251016090221,1.0,topic
TIK20250624112454,TIK20251016090221,1.0,topic
TIK20250624112454,TIK20250806054763,1.0,topic
TIK20250806054763,TIK20250902135029,1.0,topic
TIK20250716046923,TIK20250902135029,1.0,topic
TIK20250716046923,TIK20250817129894,1.0,topic
TIK20250817129894,TIK20250828066753,1.0,topic
TIK20250513012313,TIK20250828066753,1.0,topic
TIK20250426003852,TIK20250513012313,1.0,topic
TIK20250426003852,TIK20250823064440,1.0,topic
TIK20250521101450,TIK20250823064440,1.0,topic
TIK20250521101450,TIK20250829067257,1.0,topic
TIK20250719120588,TIK20250829067257,1.0,topic
TIK20250517013814,TIK20250719120588,1.0,topic
TIK20250517013814,TIK20250915075639,1.0,topic
TIK20250525021222,TIK20250915075639,1.0,topic
TIK20250525021222,TIK20250619034185,1.0,topic
TIK20250506097015,TIK20250619034185,1.0,topic
TIK20250506097015,TIK20251003086604,1.0,topic
TIK20250821062356,TIK20251003086604,1.0,topic
TIK20250821062356,TIK20250827066361,1.0,topic
TIK20250827066361,TIK20250903069571,1.0,topic
TIK20250512010297,TIK20250903069571,1.0,topic
TIK20250512010297,TIK20250729050939,1.0,topic
TIK20250708116965,TIK20250729050939,1.0,topic
TIK20250708116965,TIK20250908136799,1.0,topic
TIK20250527022173,TIK20250908136799,1.0,topic
TIK20250527022173,TIK20250617032135,1.0,topic
TIK20250617032135,TIK20250821062015,1.0,topic
TIK20250531104711,TIK20250821062015,1.0,topic
TIK20250531104711,TIK20250607028027,1.0,topic
TIK20250607028027,TIK20250729050879,1.0,topic
TIK20250517013533,TIK20250729050879,1.0,topic
TIK20250517013533,TIK20250910073355,1.0,topic
TIK20250910073355,TIK20251001085726,1.0,topic
TIK20250426093647,TIK20251001085726,1.0,topic
TIK20250426093647,TIK20250803052354,1.0,topic
TIK20250803052354,TIK20251003144956,1.0,topic
TIK20250601024870,TIK20251003144956,1.0,topic
TIK20250521017796,TIK20250601024870,1.0,topic
TIK20250521017796,TIK20250629114063,1.0,topic
TIK20250629114063,TIK20250731051867,1.0,topic
TIK20250619034330,TIK20250731051867,1.0,topic
TIK20250619034330,TIK20250830134067,1.0,topic
TIK20250701039177,TIK20250830134067,1.0,topic
TIK20250701039177,TIK20251009146800,1.0,topic
TIK20250907072694,TIK20251009146800,1.0,topic
TIK20250711118055,TIK20250907072694,1.0,topic
TIK20250711118055,TIK20251008146650,1.0,topic
TIK20250702115048,TIK20251008146650,1.0,topic
TIK20250520016666,TIK20250702115048,1.0,topic
TIK20250520016666,TIK20250814128814,1.0,topic
TIK20250810056663,TIK20250814128814,1.0,topic
TIK20250810056663,TIK20250922080133,1.0,topic
TIK20250520101366,TIK20250922080133,1.0,topic
TIK20250520101366,TIK20250804125735,1.0,topic
TIK20250804125735,TIK20251004087083,1.0,topic
TIK20250516012830,TIK20251004087083,1.0,topic
TIK20250516012830,TIK20250607028633,1.0,topic
TIK20250607028633,TIK20250919077971,1.0,topic
TIK20250519014150,TIK20250919077971,1.0,topic
TIK20250519014150,TIK20250622111880,1.0,topic
TIK20250622111880,TIK20250908136899,1.0,topic
TIK20250709043145,TIK20250908136899,1.0,topic
TIK20250521016920,TIK20250709043145,1.0,topic
TIK20250521016920,TIK20250922078710,1.0,topic
TIK20250921078437,TIK20250922078710,1.0,topic
TIK20250701039343,TIK20250921078437,1.0,topic
TIK20250701039343,TIK20251006146094,1.0,topic
TIK20250929084615,TIK20251006146094,1.0,topic
TIK20250615031484,TIK20250929084615,1.0,topic
TIK20250605026477,TIK20250615031484,1.0,topic
TIK20250605026477,TIK20251001085772,1.0,topic
TIK20250926142805,TIK20251001085772,1.0,topic
TIK20250815129264,TIK20250926142805,1.0,topic
TIK20250519015332,TIK20250815129264,1.0,topic
TIK20250519015332,TIK20250908137024,1.0,topic
TIK20250507008354,TIK20250908137024,1.0,topic
TIK20250428004089,TIK20250507008354,1.0,topic
TIK20250428004089,TIK20250804052881,1.0,topic
TIK20250630038803,TIK20250804052881,1.0,topic
TIK20250630038803,TIK20250807055156,1.0,topic
TIK20250515012452,TIK20250807055156,1.0,topic
TIK20250515012452,TIK20250524018943,1.0,topic
TIK20250524018943,TIK20250919077432,1.0,topic
TIK20250630037905,TIK20250919077432,1.0,topic
TIK20250630037905,TIK20251006087368,1.0,topic
TIK20250607028315,TIK20251006087368,1.0,topic
TIK20250607028315,TIK20250729050859,1.0,topic
TIK20250625036064,TIK20250729050859,1.0,topic
TIK20250625036064,TIK20250712044874,1.0,topic
TIK20250708042991,TIK20250712044874,1.0,topic
TIK20250708042991,TIK20250813057437,1.0,topic
TIK20250713118796,TIK20250813057437,1.0,topic
TIK20250713045285,TIK20250713118796,1.0,topic
TIK20250713045285,TIK20250816129498,1.0,topic
TIK20250525021457,TIK20250816129498,1.0,topic
TIK20250525021457,TIK20250725050024,1.0,topic
TIK20250420000428,TIK20250725050024,1.0,topic
TIK20250420000428,TIK20250526103249,1.0,topic
TIK20250526103249,TIK20250711044697,1.0,topic
TIK20250422092224,TIK20250711044697,1.0,topic
TIK20250422092224,TIK20250814057943,1.0,topic
TIK20250814057943,TIK20250902068121,1.0,topic
TIK20250607027413,TIK20250902068121,1.0,topic
TIK20250607027413,TIK20250825132403,1.0,topic
TIK20250710043685,TIK20250825132403,1.0,topic
TIK20250429005198,TIK20250710043685,1.0,topic
TIK20250429005198,TIK20250621034514,1.0,topic
TIK20250621034514,TIK20250905136138,1.0,topic
TIK20250606027057,TIK20250905136138,1.0,topic
TIK20250606027057,TIK20251006087457,1.0,topic
TIK20250508097473,TIK20251006087457,1.0,topic
TIK20250508097473,TIK20250731051814,1.0,topic
TIK20250519014765,TIK20250731051814,1.0,topic
TIK20250503006773,TIK20250519014765,1.0,topic
TIK20250503006773,TIK20250824132272,1.0,topic
TIK20250824132272,TIK20250926084037,1.0,topic
TIK20250926084037,TIK20251008146615,1.0,topic
TIK20250607027716,TIK20251008146615,1.0,topic
TIK20250607027716,TIK20251018149990,1.0,topic
TIK20250525020666,TIK20251018149990,1.0,topic
TIK20250525020666,TIK20250922081663,1.0,topic
TIK20250630038280,TIK20250922081663,1.0,topic
TIK20250630038280,TIK20250815129355,1.0,topic
TIK20250612108585,TIK20250815129355,1.0,topic
TIK20250612108585,TIK20250710043505,1.0,topic
TIK20250710043505,TIK20251006087785,1.0,topic
TIK20250708117103,TIK20251006087785,1.0,topic
TIK20250630114572,TIK20250708117103,1.0,topic
TIK20250630114572,TIK20250821063079,1.0,topic
TIK20250821063079,TIK20251010089072,1.0,topic
TIK20250508097415,TIK20251010089072,1.0,topic
TIK20250422002546,TIK20250508097415,1.0,topic
TIK20250422002546,TIK20250813057784,1.0,topic
TIK20250508009080,TIK20250813057784,1.0,topic
TIK20250508009080,TIK20250726122790,1.0,topic
TIK20250726122790,TIK20250817061403,1.0,topic
TIK20250817061403,TIK20251006087564,1.0,topic
TIK20250915076288,TIK20251006087564,1.0,topic
TIK20250713045222,TIK20250915076288,1.0,topic
TIK20250620111347,TIK20250713045222,1.0,topic
TIK20250620111347,TIK20251007146365,1.0,topic
TIK20250419000271,TIK20251007146365,1.0,topic
TIK20250419000271,TIK20250422002863,1.0,topic
TIK20250422002863,TIK20250524018948,1.0,topic
TIK20250524018948,TIK20250625035699,1.0,topic
TIK20250625035699,TIK20250821062373,1.0,topic
TIK20250821062373,TIK20250924082587,1.0,topic
TIK20250906136437,TIK20250924082587,1.0,topic
TIK20250727050419,TIK20250906136437,1.0,topic
TIK20250604106020,TIK20250727050419,1.0,topic
TIK20250511098357,TIK20250604106020,1.0,topic
TIK20250511098357,TIK20250830134172,1.0,topic
TIK20250830134172,TIK20251018090653,1.0,topic
TIK20251005145560,TIK20251018090653,1.0,topic
TIK20250813128594,TIK20251005145560,1.0,topic
TIK20250813128594,TIK20250913075140,1.0,topic
TIK20250913075140,TIK20250926083834,1.0,topic
TIK20250613030025,TIK20250926083834,1.0,topic
TIK20250524019252,TIK20250613030025,1.0,topic
TIK20250524019252,TIK20250808055294,1.0,topic
TIK20250427093895,TIK20250808055294,1.0,topic
TIK20250420000465,TIK20250427093895,1.0,topic
TIK20250420000465,TIK20250706042041,1.0,topic
TIK20250519015481,TIK20250706042041,1.0,topic
TIK20250429004634,TIK20250519015481,1.0,topic
TIK20250429004634,TIK20250816060009,1.0,topic
TIK20250816060009,TIK20250906072156,1.0,topic
TIK20250815058734,TIK20250906072156,1.0,topic
TIK20250815058734,TIK20250922079019,1.0,topic
TIK20250508008619,TIK20250922079019,1.0,topic
TIK20250508008619,TIK20250907072609,1.0,topic
TIK20250817060322,TIK20250907072609,1.0,topic
TIK20250817060322,TIK20250821062016,1.0,topic
TIK20250821062016,TIK20250822064148,1.0,topic
TIK20250630037602,TIK20250822064148,1.0,topic
TIK20250630037602,TIK20251005087346,1.0,topic
TIK20250921141237,TIK20251005087346,1.0,topic
TIK20250619033865,TIK20250921141237,1.0,topic
TIK20250619033865,TIK20250907072566,1.0,topic
TIK20250720048015,TIK20250907072566,1.0,topic
TIK20250720048015,TIK20250811128098,1.0,topic
TIK20250519015327,TIK20250811128098,1.0,topic
TIK20250519015327,TIK20250627036705,1.0,topic
TIK20250627036705,TIK20250710043601,1.0,topic
TIK20250613030211,TIK20250710043601,1.0,topic
TIK20250613030211,TIK20250807054927,1.0,topic
TIK20250625112816,TIK20250807054927,1.0,topic
TIK20250625112816,TIK20250725122376,1.0,topic
TIK20250725122376,TIK20250829067153,1.0,topic
TIK20250731052022,TIK20250829067153,1.0,topic
TIK20250731052022,TIK20250804125556,1.0,topic
TIK20250617032321,TIK20250804125556,1.0,topic
TIK20250617032321,TIK20250912074586,1.0,topic
TIK20250912074586,TIK20250924142159,1.0,topic
TIK20250428094139,TIK20250924142159,1.0,topic
TIK20250428094139,TIK20250608028828,1.0,topic
TIK20250608028828,TIK20250924082669,1.0,topic
TIK20250523102155,TIK20250924082669,1.0,topic
TIK20250523102155,TIK20250525020048,1.0,topic
TIK20250525020048,TIK20250817061359,1.0,topic
TIK20250817061359,TIK20250919077481,1.0,topic
TIK20250919077481,TIK20251018090614,1.0,topic
TIK20250708042908,TIK20251018090614,1.0,topic
TIK20250708042908,TIK20250904135599,1.0,topic
TIK20250904135599,TIK20250907136625,1.0,topic
TIK20250501095122,TIK20250907136625,1.0,topic
TIK20250501095122,TIK20250621034652,1.0,topic
TIK20250621034652,TIK20250923141898,1.0,topic
TIK20250705040055,TIK20250923141898,1.0,topic
TIK20250705040055,TIK20250804125576,1.0,topic
TIK20250804125576,TIK20250915075692,1.0,topic
TIK20250524019223,TIK20250915075692,1.0,topic
TIK20250508008534,TIK20250524019223,1.0,topic
TIK20250508008534,TIK20251002144777,1.0,topic
TIK20250905071045,TIK20251002144777,1.0,topic
TIK20250525102957,TIK20250905071045,1.0,topic
TIK20250525102957,TIK20250709043336,1.0,topic
TIK20250709043336,TIK20250809056052,1.0,topic
TIK20250809056052,TIK20251002144728,1.0,topic
TIK20250805126114,TIK20251002144728,1.0,topic
TIK20250519015861,TIK20250805126114,1.0,topic
TIK20250519015861,TIK20250522101972,1.0,topic
TIK20250522101972,TIK20250822064253,1.0,topic
TIK20250519015960,TIK20250822064253,1.0,topic
TIK20250519015960,TIK20250928143421,1.0,topic
TIK20250505096612,TIK20250928143421,1.0,topic
TIK20250505096612,TIK20250721048479,1.0,topic
TIK20250630038046,TIK20250721048479,1.0,topic
TIK20250630038046,TIK20250809127268,1.0,topic
TIK20250809127268,TIK20250920140892,1.0,topic
TIK20250709043411,TIK20250920140892,1.0,topic
TIK20250709043411,TIK20250826065360,1.0,topic
TIK20250729123819,TIK20250826065360,1.0,topic
TIK20250729123819,TIK20250916139717,1.0,topic
TIK20250509097711,TIK20250916139717,1.0,topic
TIK20250509097711,TIK20250630114345,1.0,topic
TIK20250630114345,TIK20250912074414,1.0,topic
TIK20250714119041,TIK20250912074414,1.0,topic
TIK20250706116264,TIK20250714119041,1.0,topic
TIK20250706116264,TIK20250921141221,1.0,topic
TIK20250601024360,TIK20250921141221,1.0,topic
TIK20250601024360,TIK20250910073934,1.0,topic
TIK20250910073934,TIK20250925142350,1.0,topic
TIK20250617032335,TIK20250925142350,1.0,topic
TIK20250524102467,TIK20250617032335,1.0,topic
TIK20250505007127,TIK20250524102467,1.0,topic
TIK20250505007127,TIK20250823064557,1.0,topic
TIK20250613031177,TIK20250823064557,1.0,topic
TIK20250613031177,TIK20251019091108,1.0,topic
TIK20250426093715,TIK20251019091108,1.0,topic
TIK20250426093715,TIK20251011089508,1.0,topic
TIK20251011089508,TIK20251015090110,1.0,topic
TIK20250614109474,TIK20251015090110,1.0,topic
TIK20250614109474,TIK20250814058142,1.0,topic
TIK20250708116973,TIK20250814058142,1.0,topic
TIK20250622111807,TIK20250708116973,1.0,topic
TIK20250622111807,TIK20250917077011,1.0,topic
TIK20250717046979,TIK20250917077011,1.0,topic
TIK20250717046979,TIK20250815058368,1.0,topic
TIK20250602105446,TIK20250815058368,1.0,topic
TIK20250420091723,TIK20250602105446,1.0,topic
TIK20250420091723,TIK20250610107897,1.0,topic
TIK20250610107897,TIK20250703115401,1.0,topic
TIK20250703115401,TIK20250830134188,1.0,topic
TIK20250613030110,TIK20250830134188,1.0,topic
TIK20250522101752,TIK20250613030110,1.0,topic
TIK20250522101752,TIK20250918140063,1.0,topic
TIK20250918140063,TIK20250925142321,1.0,topic
TIK20250704115751,TIK20250925142321,1.0,topic
TIK20250704115740,TIK20250704115751,1.0,topic
TIK20250704115740,TIK20250924142158,1.0,topic
TIK20250821062736,TIK20250924142158,1.0,topic
TIK20250821062736,TIK20250912074338,1.0,topic
TIK20250601024591,TIK20250912074338,1.0,topic
TIK20250519014910,TIK20250601024591,1.0,topic
TIK20250519014910,TIK20250707042690,1.0,topic
TIK20250707042690,TIK20250903135237,1.0,topic
TIK20250804052678,TIK20250903135237,1.0,topic
TIK20250524102659,TIK20250804052678,1.0,topic
TIK20250524102659,TIK20250617110239,1.0,topic
TIK20250617110239,TIK20250924082755,1.0,topic
TIK20250520101214,TIK20250924082755,1.0,topic
TIK20250520101214,TIK20251004086980,1.0,topic
TIK20250607028657,TIK20251004086980,1.0,topic
TIK20250607028657,TIK20250619033618,1.0,topic
TIK20250619033618,TIK20250725122426,1.0,topic
TIK20250503095849,TIK20250725122426,1.0,topic
TIK20250503095849,TIK20250930143950,1.0,topic
TIK20250617032249,TIK20250930143950,1.0,topic
TIK20250617032249,TIK20250826132643,1.0,topic
TIK20250806054377,TIK20250826132643,1.0,topic
TIK20250430005764,TIK20250806054377,1.0,topic
TIK20250430005764,TIK20250508097527,1.0,topic
TIK20250422092302,TIK20250508097527,1.0,topic
TIK20250422092302,TIK20251003145007,1.0,topic
TIK20250731051880,TIK20251003145007,1.0,topic
TIK20250731051880,TIK20250804052593,1.0,topic
TIK20250530023277,TIK20250804052593,1.0,topic
TIK20250530023277,TIK20250922080746,1.0,topic
TIK20250516013375,TIK20250922080746,1.0,topic
TIK20250516013375,TIK20250903069720,1.0,topic
TIK20250502095521,TIK20250903069720,1.0,topic
TIK20250502095521,TIK20251005145643,1.0,topic
TIK20250615031445,TIK20251005145643,1.0,topic
TIK20250615031445,TIK20250729051458,1.0,topic
TIK20250729051458,TIK20250906072032,1.0,topic
TIK20250906072032,TIK20251017149633,1.0,topic
TIK20250613031067,TIK20251017149633,1.0,topic
TIK20250525020530,TIK20250613031067,1.0,topic
TIK20250525020530,TIK20250922080418,1.0,topic
TIK20250816060002,TIK20250922080418,1.0,topic
TIK20250816060002,TIK20251017090402,1.0,topic
TIK20250624034933,TIK20251017090402,1.0,topic
TIK20250624034933,TIK20250706041890,1.0,topic
TIK20250426003929,TIK20250706041890,1.0,topic
TIK20250426003929,TIK20251001085703,1.0,topic
TIK20250809056117,TIK20251001085703,1.0,topic
TIK20250731052001,TIK20250809056117,1.0,topic
TIK20250724049674,TIK20250731052001,1.0,topic
TIK20250724049674,TIK20251012147799,1.0,topic
TIK20250719047520,TIK20251012147799,1.0,topic
TIK20250712045110,TIK20250719047520,1.0,topic
TIK20250712045110,TIK20250724122014,1.0,topic
TIK20250613031126,TIK20250724122014,1.0,topic
TIK20250613031126,TIK20250920078081,1.0,topic
TIK20250508097412,TIK20250920078081,1.0,topic
TIK20250508097412,TIK20250807054952,1.0,topic
TIK20250424003266,TIK20250807054952,1.0,topic
TIK20250424003266,TIK20250625112951,1.0,topic
TIK20250525021302,TIK20250625112951,1.0,topic
TIK20250525021281,TIK20250525021302,1.0,topic
TIK20250525021281,TIK20250613109084,1.0,topic
TIK20250613109084,TIK20250815129140,1.0,topic
TIK20250525021257,TIK20250815129140,1.0,topic
TIK20250525021257,TIK20250711044439,1.0,topic
TIK20250711044439,TIK20250902068250,1.0,topic
TIK20250728123464,TIK20250902068250,1.0,topic
TIK20250507097238,TIK20250728123464,1.0,topic
TIK20250507097238,TIK20250716046938,1.0,topic
TIK20250716046938,TIK20250816059452,1.0,topic
TIK20250616109945,TIK20250816059452,1.0,topic
TIK20250616109945,TIK20250619033243,1.0,topic
TIK20250519100959,TIK20250619033243,1.0,topic
TIK20250519100959,TIK20250525020902,1.0,topic
TIK20250525020902,TIK20250721121103,1.0,topic
TIK20250721121103,TIK20250727123239,1.0,topic
TIK20250530022963,TIK20250727123239,1.0,topic
TIK20250530022963,TIK20250904135669,1.0,topic
TIK20250713118803,TIK20250904135669,1.0,topic
TIK20250607027943,TIK20250713118803,1.0,topic
TIK20250607027923,TIK20250607027943,1.0,topic
TIK20250607027923,TIK20250820130708,1.0,topic
TIK20250817061191,TIK20250820130708,1.0,topic
TIK20250425093200,TIK20250817061191,1.0,topic
TIK20250425093200,TIK20251007088342,1.0,topic
TIK20250513098979,TIK20251007088342,1.0,topic
TIK20250513098979,TIK20250915076192,1.0,topic
TIK20250601024066,TIK20250915076192,1.0,topic
TIK20250601024066,TIK20250915076307,1.0,topic
TIK20250701039247,TIK20250915076307,1.0,topic
TIK20250701039247,TIK20251001084869,1.0,topic
TIK20250421002198,TIK20251001084869,1.0,topic
TIK20250421002198,TIK20250605025716,1.0,topic
TIK20250519015514,TIK20250605025716,1.0,topic
TIK20250509009417,TIK20250519015514,1.0,topic
TIK20250509009417,TIK20250627036816,1.0,topic
TIK20250528103878,TIK20250627036816,1.0,topic
TIK20250528103878,TIK20250804053152,1.0,topic
TIK20250722048839,TIK20250804053152,1.0,topic
TIK20250715119301,TIK20250722048839,1.0,topic
TIK20250529104032,TIK20250715119301,1.0,topic
TIK20250529104032,TIK20250922079668,1.0,topic
TIK20250419091161,TIK20250922079668,1.0,topic
TIK20250419091161,TIK20250615031852,1.0,topic
TIK20250615031852,TIK20250805053402,1.0,topic
TIK20250805053402,TIK20251003144874,1.0,topic
TIK20251003144874,TIK20251006145970,1.0,topic
TIK20250508097493,TIK20251006145970,1.0,topic
TIK20250508097493,TIK20250719047476,1.0,topic
TIK20250524019159,TIK20250719047476,1.0,topic
TIK20250524019159,TIK20250919077465,1.0,topic
TIK20250705115983,TIK20250919077465,1.0,topic
TIK20250705115983,TIK20250719047613,1.0,topic
TIK20250605106387,TIK20250719047613,1.0,topic
TIK20250605106387,TIK20250907136624,1.0,topic
TIK20250513011897,TIK20250907136624,1.0,topic
TIK20250513011897,TIK20250606026923,1.0,topic
TIK20250606026923,TIK20250824132297,1.0,topic
TIK20250824132297,TIK20250905071049,1.0,topic
TIK20250905071049,TIK20250914075251,1.0,topic
TIK20250914075251,TIK20251003086362,1.0,topic
TIK20250922081161,TIK20251003086362,1.0,topic
TIK20250918140168,TIK20250922081161,1.0,topic
