Id,platform,hour_of_day,day_of_week,is_weekend,user_id,followers,account_age_days,verified,topic,language,content_length,media_type,num_hashtags,sentiment_category,sentiment_positive,sentiment_negative,sentiment_neutral,toxicity_score,location,hour_sin,hour_cos,day_sin,day_cos,followers_log,has_media,many_hashtags,long_content,sentiment_intensity,high_toxicity,popularity,Label
TIK20250419000198,TikTok,17,5,1,user_39838,142,1052,0,Finance,Portuguese,127,Link,1,Neutral,0.237,0.016,0.746,0.0,Europe,-0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,4.962844630259907,1,0,0,0.746,0,0,TIK20250419000198
TIK20250419000206,TikTok,17,5,1,user_78867,1643,1455,0,Finance,French,106,Image,5,Positive,0.614,0.081,0.304,0.0,Asia,-0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,7.404887575616125,1,1,0,0.614,0,0,TIK20250419000206
TIK20250419000211,TikTok,17,5,1,user_213052,651,1801,0,Entertainment,English,42,Image,3,Neutral,0.094,0.277,0.63,23.1,Asia,-0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,6.480044561926653,1,0,0,0.63,0,0,TIK20250419000211
TIK20250419000219,TikTok,17,5,1,user_443813,106,2727,0,Science,French,15,Video,0,Positive,0.6,0.134,0.266,38.2,North America,-0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,4.672828834461906,1,0,0,0.6,0,0,TIK20250419000219
TIK20250419000222,TikTok,18,5,1,user_356268,2173,3477,0,Travel,Spanish,109,Text,2,Negative,0.012,0.785,0.203,50.8,Asia,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,7.684324067681155,0,0,0,0.785,0,0,TIK20250419000222
TIK20250419000237,TikTok,18,5,1,user_474932,21257,2719,0,Technology,English,145,Poll,1,Positive,0.653,0.037,0.31,7.5,North America,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,9.964488574093528,1,0,1,0.653,0,1,TIK20250419000237
TIK20250419000244,TikTok,18,5,1,user_64245,39501,3349,0,Sports,French,45,Poll,1,Neutral,0.06,0.206,0.734,37.7,Unknown,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,10.584106582518803,1,0,0,0.734,0,0,TIK20250419000244
TIK20250419000271,TikTok,19,5,1,user_444533,10444,1473,0,AI/ML,English,79,Image,1,Positive,0.793,0.02,0.187,15.3,Africa,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,9.253878673990666,1,0,0,0.793,0,1,TIK20250419000271
TIK20250419000314,TikTok,20,5,1,user_192981,6184,2283,0,Gaming,English,114,Video,1,Positive,0.77,0.113,0.117,0.8,Europe,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,8.729882284826589,1,0,0,0.77,0,1,TIK20250419000314
TIK20250419000358,TikTok,21,5,1,user_133876,62598,1060,0,Science,English,87,Text,1,Neutral,0.132,0.243,0.625,33.8,North America,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,11.044504582519703,0,0,0,0.625,0,1,TIK20250419000358
TIK20250419000367,TikTok,21,5,1,user_383215,977,1554,0,Technology,English,27,Text,2,Negative,0.078,0.823,0.099,72.6,Europe,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,6.885509670034818,0,0,0,0.823,1,0,TIK20250419000367
TIK20250419000373,TikTok,22,5,1,user_191321,976,3090,0,Fashion,English,111,Image,3,Positive,0.755,0.013,0.232,0.0,Unknown,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,6.884486652042782,1,0,0,0.755,0,0,TIK20250419000373
TIK20250420000417,TikTok,8,6,1,user_180809,238,599,0,Sports,Japanese,36,Text,2,Positive,0.874,0.023,0.103,12.1,Asia,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,5.476463551931511,0,0,0,0.874,0,0,TIK20250420000417
TIK20250420000425,TikTok,10,6,1,user_62365,3180,608,0,Sports,German,148,Video,1,Neutral,0.234,0.0,0.849,0.0,Africa,0.4999999999999999,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,8.064950891749143,1,0,1,0.849,0,0,TIK20250420000425
TIK20250420000428,TikTok,10,6,1,user_263764,30405,1281,0,AI/ML,Spanish,55,Image,2,Positive,0.683,0.042,0.275,0.0,North America,0.4999999999999999,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,10.322395236340782,1,0,0,0.683,0,1,TIK20250420000428
TIK20250420000438,TikTok,11,6,1,user_111605,211,2031,0,Education,English,103,Text,3,Positive,0.695,0.145,0.16,0.0,North America,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,5.356586274672012,0,0,0,0.695,0,0,TIK20250420000438
TIK20250420000463,TikTok,11,6,1,user_335132,349,1624,0,Gaming,Portuguese,94,Image,2,Positive,0.849,0.027,0.124,9.6,Unknown,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,5.857933154483459,1,0,0,0.849,0,0,TIK20250420000463
TIK20250420000465,TikTok,11,6,1,user_415894,434,1582,0,AI/ML,Chinese,92,Video,1,Positive,0.711,0.139,0.149,36.8,North America,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,6.075346031088684,1,0,0,0.711,0,0,TIK20250420000465
TIK20250420000467,TikTok,11,6,1,user_317790,634,3075,0,Entertainment,English,56,Image,3,Positive,0.904,0.083,0.013,2.5,Asia,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,6.453624998892692,1,0,0,0.904,0,0,TIK20250420000467
TIK20250420000477,TikTok,12,6,1,user_17270,10865,1790,0,Entertainment,English,70,Link,0,Neutral,0.136,0.253,0.612,2.6,North America,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,9.293393927111468,1,0,0,0.612,0,1,TIK20250420000477
TIK20250420000504,TikTok,13,6,1,user_73207,12,1548,0,Fashion,English,101,Video,2,Positive,0.889,0.09,0.021,8.1,North America,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,2.5649493574615367,1,0,0,0.889,0,0,TIK20250420000504
TIK20250420000516,TikTok,13,6,1,user_67949,545,240,0,Travel,English,72,Image,3,Neutral,0.277,0.0,0.746,0.0,North America,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,6.302618975744905,1,0,0,0.746,0,0,TIK20250420000516
TIK20250420000519,TikTok,13,6,1,user_96031,11170,734,0,Food,English,50,Link,2,Negative,0.036,0.854,0.109,48.6,Europe,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,9.321076413570848,1,0,0,0.854,0,0,TIK20250420000519
TIK20250420000520,TikTok,13,6,1,user_431954,13311,3388,0,Technology,Portuguese,32,Text,1,Positive,0.895,0.016,0.09,6.7,Oceania,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,9.49642116306099,0,0,0,0.895,0,0,TIK20250420000520
TIK20250420000521,TikTok,13,6,1,user_114683,1118,813,0,Business,English,142,Video,2,Negative,0.024,0.658,0.318,44.4,Europe,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,7.020190708311925,1,0,0,0.658,0,0,TIK20250420000521
TIK20250420000524,TikTok,13,6,1,user_217873,5044,56,0,Business,English,77,Poll,4,Negative,0.143,0.94,0.0,65.2,Europe,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,8.52615293278771,1,0,0,0.94,0,0,TIK20250420000524
TIK20250420000531,TikTok,13,6,1,user_162159,8320,838,0,Education,English,74,Video,1,Neutral,0.299,0.0,0.844,0.0,Asia,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,9.02653771890043,1,0,0,0.844,0,1,TIK20250420000531
TIK20250420000534,TikTok,14,6,1,user_17343,90,203,0,Fashion,English,43,Text,1,Positive,0.76,0.066,0.173,0.0,South America,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,4.51085950651685,0,0,0,0.76,0,0,TIK20250420000534
TIK20250420000538,TikTok,14,6,1,user_263975,948,3046,0,AI/ML,Spanish,100,Text,0,Negative,0.018,0.674,0.308,68.4,Africa,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,6.855408798609928,0,0,0,0.674,0,0,TIK20250420000538
TIK20250420000547,TikTok,14,6,1,user_365403,3959,355,0,Sports,French,29,Link,3,Positive,0.679,0.126,0.195,0.0,Asia,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,8.283999304248526,1,0,0,0.679,0,1,TIK20250420000547
TIK20250420000564,TikTok,14,6,1,user_324566,99,3267,0,Fashion,Portuguese,38,Image,1,Neutral,0.16,0.112,0.728,0.0,North America,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,4.605170185988092,1,0,0,0.728,0,0,TIK20250420000564
TIK20250420000583,TikTok,15,6,1,user_110694,110289,247,0,Fashion,German,127,Image,1,Negative,0.054,0.704,0.242,74.4,Europe,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,11.610868539300192,1,0,0,0.704,1,1,TIK20250420000583
TIK20250420000590,TikTok,15,6,1,user_261419,170,1623,0,Food,English,127,Text,0,Positive,0.906,0.138,0.0,3.3,North America,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,5.14166355650266,0,0,0,0.906,0,0,TIK20250420000590
TIK20250420000598,TikTok,15,6,1,user_433378,662,3491,0,Politics,English,147,Image,1,Negative,0.119,0.815,0.066,75.9,North America,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,6.496774990185863,1,0,1,0.815,1,0,TIK20250420000598
TIK20250420000612,TikTok,16,6,1,user_16163,405,1254,0,Climate,Portuguese,125,Video,2,Positive,0.634,0.098,0.268,17.3,North America,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,6.0063531596017325,1,0,0,0.634,0,0,TIK20250420000612
TIK20250420000616,TikTok,16,6,1,user_277912,213,1978,0,Climate,English,83,Video,2,Neutral,0.116,0.07,0.814,0.0,Asia,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,5.365976015021851,1,0,0,0.814,0,0,TIK20250420000616
TIK20250420000621,TikTok,16,6,1,user_467676,180,1535,0,Climate,German,96,Image,0,Negative,0.02,0.655,0.325,41.8,Oceania,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,5.198497031265826,1,0,0,0.655,0,0,TIK20250420000621
TIK20250420000629,TikTok,16,6,1,user_379439,130,2699,0,Entertainment,Portuguese,15,Image,2,Neutral,0.078,0.236,0.686,16.0,Europe,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,4.875197323201151,1,0,0,0.686,0,0,TIK20250420000629
TIK20250420000633,TikTok,16,6,1,user_487207,1463,780,0,Technology,English,12,Image,4,Neutral,0.295,0.0,0.827,0.0,Asia,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,7.288927694521257,1,0,0,0.827,0,0,TIK20250420000633
TIK20250420000634,TikTok,16,6,1,user_420056,133,843,0,Sports,Spanish,69,Poll,2,Neutral,0.143,0.141,0.716,20.5,Europe,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,4.897839799950911,1,0,0,0.716,0,0,TIK20250420000634
TIK20250420000659,TikTok,16,6,1,user_249451,22,2054,0,Entertainment,English,124,Image,4,Positive,0.814,0.04,0.145,0.0,North America,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,3.1354942159291497,1,0,0,0.814,0,0,TIK20250420000659
TIK20250420000671,TikTok,17,6,1,user_264108,7006,308,0,Health,Portuguese,100,Text,0,Positive,0.854,0.039,0.107,8.5,Asia,-0.9659258262890684,-0.2588190451025206,-0.7818314824680299,0.6234898018587334,8.854664928370534,0,0,0,0.854,0,1,TIK20250420000671
TIK20250420000678,TikTok,17,6,1,user_463900,609,390,0,Finance,English,11,Link,0,Negative,0.125,0.825,0.05,42.1,Asia,-0.9659258262890684,-0.2588190451025206,-0.7818314824680299,0.6234898018587334,6.413458957167357,1,0,0,0.825,0,1,TIK20250420000678
TIK20250420000683,TikTok,17,6,1,user_470090,225,544,0,Travel,German,72,Text,2,Neutral,0.134,0.131,0.735,18.4,North America,-0.9659258262890684,-0.2588190451025206,-0.7818314824680299,0.6234898018587334,5.420534999272286,0,0,0,0.735,0,0,TIK20250420000683
TIK20250420000687,TikTok,17,6,1,user_163565,207,3383,0,Travel,English,78,Image,2,Neutral,0.167,0.2,0.634,14.9,Europe,-0.9659258262890684,-0.2588190451025206,-0.7818314824680299,0.6234898018587334,5.337538079701318,1,0,0,0.634,0,0,TIK20250420000687
TIK20250420000693,TikTok,17,6,1,user_274722,8207,2996,0,Business,Spanish,17,Text,2,Neutral,0.267,0.074,0.659,13.7,North America,-0.9659258262890684,-0.2588190451025206,-0.7818314824680299,0.6234898018587334,9.012864567410553,0,0,0,0.659,0,0,TIK20250420000693
TIK20250420000695,TikTok,17,6,1,user_356171,1294,1590,0,Sports,English,120,Text,3,Positive,0.813,0.038,0.149,13.1,North America,-0.9659258262890684,-0.2588190451025206,-0.7818314824680299,0.6234898018587334,7.166265974133638,0,0,0,0.813,0,0,TIK20250420000695
TIK20250420000704,TikTok,17,6,1,user_366390,60786,2983,1,Politics,Portuguese,68,Video,2,Neutral,0.221,0.176,0.603,12.5,North America,-0.9659258262890684,-0.2588190451025206,-0.7818314824680299,0.6234898018587334,11.01513122930293,1,0,0,0.603,0,0,TIK20250420000704
TIK20250420000724,TikTok,18,6,1,user_196736,23939,560,0,Health,English,79,Poll,3,Neutral,0.272,0.0,0.756,4.1,North America,-1.0,-1.8369701987210294e-16,-0.7818314824680299,0.6234898018587334,10.083305979111964,1,0,0,0.756,0,0,TIK20250420000724
TIK20250420000731,TikTok,18,6,1,user_199237,3862,1097,0,Climate,Spanish,35,Image,5,Negative,0.072,0.896,0.033,93.0,Europe,-1.0,-1.8369701987210294e-16,-0.7818314824680299,0.6234898018587334,8.259199362666282,1,1,0,0.896,1,0,TIK20250420000731
TIK20250420000774,TikTok,18,6,1,user_200863,132,2644,0,Gaming,English,61,Text,1,Positive,0.627,0.059,0.315,0.0,South America,-1.0,-1.8369701987210294e-16,-0.7818314824680299,0.6234898018587334,4.890349128221754,0,0,0,0.627,0,0,TIK20250420000774
TIK20250420000781,TikTok,19,6,1,user_321557,2920,2057,0,Entertainment,Arabic,48,Poll,2,Positive,0.716,0.047,0.237,0.0,North America,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,7.979681302387741,1,0,0,0.716,0,0,TIK20250420000781
TIK20250420000799,TikTok,19,6,1,user_229924,3607,1109,0,Travel,English,30,Link,2,Negative,0.037,0.806,0.157,59.1,Europe,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,8.190908881182514,1,0,0,0.806,0,0,TIK20250420000799
TIK20250420000804,TikTok,19,6,1,user_60498,2368,1885,0,Business,German,29,Text,4,Positive,0.709,0.038,0.253,14.8,Europe,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,7.7702232041587855,0,0,0,0.709,0,0,TIK20250420000804
TIK20250420000814,TikTok,19,6,1,user_211985,54974,3405,0,Education,English,86,Image,2,Negative,0.028,0.765,0.206,41.1,Asia,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,10.91463381542296,1,0,0,0.765,0,1,TIK20250420000814
TIK20250420000828,TikTok,19,6,1,user_491793,155,3571,0,Fashion,English,39,Image,2,Positive,0.767,0.144,0.09,20.3,Europe,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,5.049856007249537,1,0,0,0.767,0,0,TIK20250420000828
TIK20250420000836,TikTok,19,6,1,user_432423,2249,3619,0,Business,Hindi,84,Video,2,Neutral,0.1,0.071,0.829,7.9,North America,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,7.718685495198466,1,0,0,0.829,0,0,TIK20250420000836
TIK20250420000851,TikTok,20,6,1,user_203147,1894,1774,0,Climate,German,113,Image,1,Positive,0.948,0.055,0.0,0.0,Asia,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,7.546974117516527,1,0,0,0.948,0,0,TIK20250420000851
TIK20250420000855,TikTok,20,6,1,user_201913,230,2756,0,Politics,English,94,Image,2,Positive,0.912,0.121,0.0,0.0,North America,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,5.442417710521793,1,0,0,0.912,0,0,TIK20250420000855
TIK20250420000878,TikTok,20,6,1,user_331132,76445,573,1,Gaming,English,26,Text,2,Negative,0.121,0.622,0.258,65.9,Europe,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,11.244339888209437,0,0,0,0.622,0,1,TIK20250420000878
TIK20250420000883,TikTok,20,6,1,user_31372,4,311,0,Health,English,145,Video,0,Positive,0.82,0.088,0.092,23.5,Europe,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1.6094379124341005,1,0,1,0.82,0,0,TIK20250420000883
TIK20250420000895,TikTok,20,6,1,user_190659,183,2211,0,Fashion,French,85,Video,2,Positive,0.646,0.041,0.313,5.2,Europe,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,5.214935757608986,1,0,0,0.646,0,0,TIK20250420000895
TIK20250420000907,TikTok,21,6,1,user_262384,47721,1636,0,Entertainment,Portuguese,114,Text,3,Positive,0.787,0.078,0.136,1.6,Asia,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,10.773147786481973,0,0,0,0.787,0,1,TIK20250420000907
TIK20250420000917,TikTok,21,6,1,user_294138,72,2109,0,Politics,Portuguese,40,Video,4,Positive,0.607,0.136,0.257,9.1,Europe,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,4.290459441148391,1,0,0,0.607,0,0,TIK20250420000917
TIK20250420000921,TikTok,21,6,1,user_304382,1181,774,0,Finance,English,146,Image,2,Positive,0.623,0.098,0.28,10.0,North America,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,7.074963197966044,1,0,1,0.623,0,0,TIK20250420000921
TIK20250420000936,TikTok,21,6,1,user_69745,320,1740,0,Business,English,101,Text,5,Neutral,0.088,0.205,0.707,32.8,Asia,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,5.771441123130016,0,1,0,0.707,0,0,TIK20250420000936
TIK20250420000941,TikTok,21,6,1,user_442152,72,3334,0,Science,English,88,Video,2,Neutral,0.218,0.136,0.646,0.0,Asia,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,4.290459441148391,1,0,0,0.646,0,0,TIK20250420000941
TIK20250420000953,TikTok,21,6,1,user_39764,2,1593,0,Climate,English,72,Image,3,Positive,0.837,0.054,0.109,17.5,North America,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,1.0986122886681098,1,0,0,0.837,0,0,TIK20250420000953
TIK20250420000957,TikTok,21,6,1,user_468211,66,3460,0,Technology,English,67,Link,3,Negative,0.055,0.705,0.239,78.2,North America,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,4.204692619390966,1,0,0,0.705,1,0,TIK20250420000957
TIK20250420000965,TikTok,22,6,1,user_459387,7329,1713,0,Gaming,English,17,Text,2,Negative,0.091,0.631,0.277,42.1,North America,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,8.899730794880696,0,0,0,0.631,0,0,TIK20250420000965
TIK20250420000985,TikTok,22,6,1,user_331779,63618,2836,0,Business,Portuguese,87,Image,3,Neutral,0.214,0.0,0.836,0.0,North America,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,11.060667446852031,1,0,0,0.836,0,1,TIK20250420000985
TIK20250420001002,TikTok,22,6,1,user_331497,39,535,0,AI/ML,English,58,Text,1,Positive,0.752,0.042,0.206,0.0,Asia,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,3.688879454113936,0,0,0,0.752,0,0,TIK20250420001002
TIK20250420001006,TikTok,23,6,1,user_472987,727,3391,0,Politics,English,146,Image,1,Positive,0.914,0.076,0.01,0.0,Asia,-0.2588190451025215,0.965925826289068,-0.7818314824680299,0.6234898018587334,6.590301048196686,1,0,1,0.914,0,0,TIK20250420001006
TIK20250421001016,TikTok,4,0,0,user_104209,5050,3129,0,Gaming,English,29,Text,1,Neutral,0.149,0.053,0.798,0.0,North America,0.8660254037844386,0.5000000000000001,0.0,1.0,8.527341522468053,0,0,0,0.798,0,0,TIK20250421001016
TIK20250421001018,TikTok,4,0,0,user_267235,2087,1969,0,Technology,English,137,Video,2,Negative,0.127,0.785,0.089,67.4,Africa,0.8660254037844386,0.5000000000000001,0.0,1.0,7.643961949002529,1,0,0,0.785,0,0,TIK20250421001018
TIK20250421001043,TikTok,7,0,0,user_19199,69,3509,0,Business,Spanish,113,Text,1,Neutral,0.103,0.05,0.847,0.0,Europe,0.9659258262890684,-0.2588190451025206,0.0,1.0,4.248495242049359,0,0,0,0.847,0,0,TIK20250421001043
TIK20250421001068,TikTok,9,0,0,user_492956,75,3330,0,Education,Japanese,141,Video,1,Negative,0.15,0.799,0.052,45.2,Europe,0.7071067811865476,-0.7071067811865475,0.0,1.0,4.330733340286331,1,0,0,0.799,0,0,TIK20250421001068
TIK20250421001078,TikTok,9,0,0,user_102104,18,2063,0,Travel,English,129,Video,3,Negative,0.044,0.769,0.186,87.2,Asia,0.7071067811865476,-0.7071067811865475,0.0,1.0,2.9444389791664403,1,0,0,0.769,1,0,TIK20250421001078
TIK20250421001093,TikTok,10,0,0,user_213053,75490,1446,1,Technology,English,81,Image,2,Neutral,0.213,0.058,0.73,0.0,Africa,0.4999999999999999,-0.8660254037844387,0.0,1.0,11.231768722833587,1,0,0,0.73,0,0,TIK20250421001093
TIK20250421001110,TikTok,10,0,0,user_342454,12386,3311,0,AI/ML,English,94,Image,1,Negative,0.1,0.907,0.0,53.5,Oceania,0.4999999999999999,-0.8660254037844387,0.0,1.0,9.4244028145542,1,0,0,0.907,0,0,TIK20250421001110
TIK20250421001111,TikTok,10,0,0,user_271450,10250,2445,0,Climate,English,123,Image,0,Positive,0.828,0.114,0.058,0.0,Europe,0.4999999999999999,-0.8660254037844387,0.0,1.0,9.235130540783402,1,0,0,0.828,0,1,TIK20250421001111
TIK20250421001128,TikTok,11,0,0,user_339179,1185,2741,0,Education,English,25,Text,4,Positive,0.67,0.125,0.205,13.4,North America,0.258819045102521,-0.9659258262890682,0.0,1.0,7.078341579557671,0,0,0,0.67,0,0,TIK20250421001128
TIK20250421001131,TikTok,11,0,0,user_353183,124,1857,0,Business,English,95,Link,6,Positive,0.912,0.032,0.056,34.2,Asia,0.258819045102521,-0.9659258262890682,0.0,1.0,4.8283137373023015,1,1,0,0.912,0,0,TIK20250421001131
TIK20250421001142,TikTok,11,0,0,user_23993,917,1855,0,Health,Portuguese,29,Image,1,Negative,0.133,0.792,0.075,69.4,Europe,0.258819045102521,-0.9659258262890682,0.0,1.0,6.822197390620491,1,0,0,0.792,0,0,TIK20250421001142
TIK20250421001151,TikTok,11,0,0,user_229794,7075,3172,0,Education,English,99,Image,3,Positive,0.708,0.03,0.262,0.0,North America,0.258819045102521,-0.9659258262890682,0.0,1.0,8.864464055279676,1,0,0,0.708,0,0,TIK20250421001151
TIK20250421001181,TikTok,12,0,0,user_419064,2908,1422,0,Travel,Portuguese,57,Text,3,Neutral,0.096,0.163,0.741,0.0,Europe,1.2246467991473532e-16,-1.0,0.0,1.0,7.975564658495202,0,0,0,0.741,0,0,TIK20250421001181
TIK20250421001196,TikTok,12,0,0,user_20644,12353,1383,0,Science,Portuguese,73,Text,2,Negative,0.075,0.682,0.243,45.3,North America,1.2246467991473532e-16,-1.0,0.0,1.0,9.421735176255844,0,0,0,0.682,0,0,TIK20250421001196
