emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,post_id
-0.029497309,-0.83618975,-4.1352396,2.5174446,-1.0287588,1.8945652,-1.4181505,0.7469525,TIK20250914138967
1.1324303,-2.3808644,-2.5804539,3.6949613,-1.9342561,0.85274374,-0.48051578,-1.1067235,TIK20250817129874
-2.0847325,-2.0899646,-3.2189898,0.9889586,-0.48726553,-2.642829,1.5755392,-2.40735,TIK20250705040384
2.0224955,-1.3878827,-0.9253663,4.533486,1.4682527,-1.7036608,-0.98609567,-1.9586102,TIK20250810127680
0.12633948,-2.819086,-4.7681766,1.3034401,0.084070995,-1.2255647,1.2992568,-0.8042486,TIK20250906136206
1.4957696,-2.330681,-2.1255155,3.4058256,-1.9792093,0.48144695,-0.9153269,-2.199935,TIK20250419000123
1.4775622,-2.7489033,-3.4500866,0.84857523,0.88306683,-3.993567,-0.28607932,-1.2842959,TIK20250713118511
1.9259646,-0.64192533,-1.5239906,1.31461,-1.4813746,-2.6869795,-3.610897,-0.11323585,TIK20250622111830
-0.6702118,-3.2261667,-0.8678867,1.8889759,-0.94060516,1.0238616,-3.3505888,-2.2175689,TIK20250809055576
-1.3747606,-2.7410154,-2.04953,4.6170073,0.58299357,0.09898238,-0.6198402,1.6065556,TIK20250607028722
-3.9673057,-1.1952078,-2.329939,2.2070243,-1.5678239,-0.71499383,-1.6566037,1.6037631,TIK20250713118604
-0.8235344,-1.2809943,-0.6893812,1.1994722,0.51966286,-3.4409802,-4.2145586,0.96676403,TIK20250720121017
2.4548771,-0.048634715,-2.9549892,1.4408566,-2.1760263,-2.0737758,-1.9027728,-2.74507,TIK20250420000598
-1.4961709,-3.9113061,-0.017177504,3.3268502,1.023768,-2.6135828,-1.0192685,-0.85265946,TIK20250809055641
2.1780243,-0.8277228,-3.8702812,3.3368094,1.2296661,0.37192157,-2.4091582,1.01937,TIK20250525020841
-1.5653707,-0.96618867,-0.4222458,2.2432532,-0.53157026,-5.0179753,-1.0759429,-0.5208302,TIK20251004087011
-0.1511327,0.12185799,-4.3981647,0.8742959,0.23863497,0.93357337,-3.0261214,1.1630788,TIK20250706041794
0.19076931,-0.3369431,-3.0011985,1.3616393,-2.0674415,-3.960325,0.562085,-1.7927259,TIK20250705116017
-0.89473176,-0.83747023,-4.244557,2.2710643,-2.9633014,-0.8012575,0.84298605,-0.07365903,TIK20250517013814
0.15303004,-0.9160715,-0.6612343,1.6874057,-2.457923,-2.9590175,-1.7035043,-3.2783813,TIK20250524019775
-0.59913987,-4.134698,-1.8807323,0.08121825,-0.7728371,-2.0150838,-2.502228,-0.239335,TIK20250621034695
1.519401,1.6240541,-2.168276,1.0676638,-0.593445,-1.9447051,-2.6161835,-2.4385145,TIK20250524019445
0.45440325,-2.7944763,-1.5840602,2.1282816,0.00018222161,0.37849376,-4.323668,0.7467026,TIK20250907136676
-1.395717,-0.9579185,-3.1791232,0.6217814,0.69476646,-0.16727972,-4.199001,1.8555131,TIK20250607028657
-1.3519689,0.11069275,0.20928101,3.155348,0.2484297,0.15649796,-3.8039644,-3.1190202,TIK20250712118463
-2.7830217,1.0856836,-2.749618,1.6833466,2.6529517,-2.712378,-0.74544555,0.15414341,TIK20251004087056
-3.2915916,1.8487304,-1.6773821,2.7183177,-0.55639726,0.7752094,-2.7387917,-2.6659203,TIK20251012089710
-1.1034938,1.1900588,-3.7785916,3.3243623,0.95480275,-1.0456465,0.14772034,1.5858179,TIK20250614109425
2.2098796,-0.37433633,-3.9080014,3.3663678,1.1806995,0.17023768,-2.2462306,1.0585862,TIK20250712118457
-2.9808545,-0.58659106,-1.3822845,0.5501432,-3.0106642,-1.6533463,-3.4754784,-1.0710189,TIK20250913075122
1.208633,-1.7467674,-0.39180046,2.2347372,0.2812016,-0.123222165,-4.8134594,-1.4808099,TIK20250625036264
0.026763184,-1.0492601,-2.3255072,-0.5205043,-1.9061383,-1.2855266,-4.6183324,-2.3483117,TIK20250524019854
-0.8574157,-0.7703187,-0.76808095,4.020211,-2.457988,-0.12993608,-1.1534396,-3.6845424,TIK20250713118686
2.4617162,-1.1025963,-2.417418,2.977471,1.1891098,-3.5908551,-1.2924577,0.40387523,TIK20250621111518
-3.2244706,-1.2461187,-1.2065004,3.146625,3.31814,-0.42064944,-1.7546786,-0.56653863,TIK20250809056459
1.0160552,1.1401105,-2.510783,3.0721138,1.3977867,1.1732916,-3.470852,-1.3078536,TIK20250426003832
-2.3000557,-2.9430676,-2.266962,2.942336,0.074700736,-0.90454704,1.2125669,0.11183017,TIK20250802125008
-0.023287548,-0.4376112,-4.336804,-0.9494025,0.1882692,-0.6878545,-2.0437999,-3.5839589,TIK20250608107471
-1.638811,-1.848815,-4.890852,1.0797936,1.9648647,0.021395367,-0.51411396,1.046569,TIK20250607028295
2.1768265,-1.3398714,-3.13845,3.0362873,-1.5401344,-2.9199235,0.33057454,-0.6064005,TIK20250705040168
2.678403,-0.96151435,-3.0576227,2.8690176,-0.47392914,-3.2407105,-0.31692025,-0.21670437,TIK20250719120480
-1.669725,0.18486263,-0.71960384,1.0478369,-0.7208757,-4.1657667,-4.0895677,0.03079268,TIK20250525021566
1.6172031,-1.6162231,-1.7143446,1.1437207,-0.017574867,-4.6555386,-1.5651754,-1.7655529,TIK20250614109360
0.4153673,-2.3812692,-3.8807862,2.5358813,-0.6766905,-1.1455278,-0.16583402,2.0092788,TIK20250607107170
0.47580573,-0.98746717,-1.2222925,3.738919,-1.2606716,-1.3032814,-4.0208464,1.9167368,TIK20250607027623
1.6199932,-0.5807928,-2.846959,2.2948983,-1.4630134,-3.3633547,0.4599109,-0.81309384,TIK20250810127581
1.6818233,-0.8713091,-0.7221814,4.803374,1.523519,-1.336602,-1.1519729,-1.8875097,TIK20250824132056
-3.5696146,0.96669215,-1.8315109,3.2452905,-0.57707685,1.5300065,-2.337087,-1.8891333,TIK20251011089275
2.2598608,-0.6316633,-2.8377414,2.964777,-0.8222601,-2.97638,0.35298577,-0.85010254,TIK20250809055881
1.0407696,-0.12343733,-3.531263,1.2179912,-0.15706287,-3.0982213,-2.8096733,2.0761783,TIK20250830133927
-1.4118438,0.8394439,0.3974501,2.9810402,0.4639163,-1.3093556,-3.2206318,0.014702635,TIK20250817060485
-0.15875411,-0.40244102,-2.42307,3.637263,1.0401537,0.42109218,0.5141905,-3.9316807,TIK20250907072609
-2.0617478,-1.5409806,-3.3391678,1.0048187,-0.9207226,-2.4326038,1.6401469,-1.6835942,TIK20250427093897
0.35613796,0.0660948,-0.7322219,4.6133432,2.4018443,-0.3367524,-2.942614,-0.5369541,TIK20250706042041
0.31233037,-2.864911,-4.74085,0.30717674,-0.6766141,-1.7701831,0.60548574,-1.4262035,TIK20250503006573
1.9501826,-2.6030958,-3.882174,1.1721545,2.0129573,-1.372625,-0.54964507,-1.3975562,TIK20250614031348
-3.27728,0.21446536,-1.6095607,0.13922474,0.5529308,-3.3460538,-3.449621,-0.08229162,TIK20250928143235
-0.05329359,1.3696581,-3.876121,-0.36496666,-1.308032,-1.4155538,-1.0620258,-1.7534021,TIK20250524018869
-2.4732497,0.23613763,-1.6598573,0.805332,-2.3989224,-1.3660145,-4.6198783,-0.06001299,TIK20250920078085
-1.3000476,-0.324476,-1.4078597,3.2354639,-2.9685133,0.17280068,-0.82146996,-3.4438434,TIK20250823064558
0.256574,-0.11687052,-0.7033524,3.1293066,2.8272605,-0.27562147,-3.3902044,-0.7204964,TIK20250719047764
-1.7022707,-0.29377854,-2.9411488,1.2558843,0.19878107,-0.5717315,-3.7729838,2.417869,TIK20250607107084
1.4439093,-2.6959767,-3.0035915,0.92239964,0.58472687,-4.1317368,-0.37123486,-1.5755268,TIK20250816059468
-2.9537756,-2.8107035,-4.069821,-0.602481,0.5537915,-1.6149309,-0.8895487,-0.00079754926,TIK20250525020872
-1.2361187,-0.06992184,-1.7145884,4.2211833,-2.4963546,-1.9052486,0.8804047,-1.3575159,TIK20250907072876
-4.1045327,-1.0402495,-2.1838076,2.1078846,-1.7977878,-0.46382704,-1.262369,0.78935105,TIK20250607028331
-0.31693053,-2.1610975,-1.7349979,0.9206487,1.7074172,0.5824427,-3.4339802,-3.8098664,TIK20250524018749
0.09278103,-0.2781989,-3.1033976,3.1276953,3.6219945,-0.997614,0.16149572,-1.0657264,TIK20251018090966
0.64360136,2.490266,-3.5382257,3.5007446,-1.1989865,-1.35098,-0.3617279,-0.82414407,TIK20250706042358
1.1917734,-0.7021028,-4.1315007,0.4209361,1.2292762,-2.767122,-2.7419791,1.4118897,TIK20250719120704
-1.8171756,-1.777487,-0.45706522,4.497991,0.13308117,-0.04069252,0.25148585,-1.8018206,TIK20250921078342
-1.6243206,-0.058544964,-2.899633,1.4860767,0.16246782,-0.39735162,-3.61754,2.4172642,TIK20250705041485
0.1819397,-0.63295454,-2.5339584,0.051479887,-2.3862479,-0.63654065,-3.7462277,-3.41283,TIK20250809056312
-0.9556973,-0.35778257,-3.2198849,0.5403465,0.6552019,-0.21900168,-4.0414658,1.7234578,TIK20250809055626
-0.7886241,0.31154457,-3.3938928,0.02415603,0.3000944,0.18534905,-1.9463334,-4.3204684,TIK20250511010292
-2.3664274,0.096947014,-0.6695546,0.7962043,-0.29269847,-3.9181652,-3.836286,-0.19615275,TIK20250601024645
-1.2647963,2.2145274,-2.1209137,3.5315197,0.0044116476,-0.984285,-3.100359,1.5537711,TIK20250524019419
0.25995988,-1.5881543,-1.7266887,1.4747427,-0.93822116,1.4985471,-3.7654517,-2.4389307,TIK20250802124989
-1.4066415,0.011898676,-2.2082462,0.2935426,1.0286222,-4.698371,-0.69132507,-2.4337454,TIK20250615031462
2.8568633,0.5497641,-2.4424846,2.0864117,0.8341795,-1.0996718,-2.6680028,-2.1735294,TIK20250628113921
0.4081022,2.5063612,-2.6762304,1.6082747,1.8570986,-1.3722951,-2.8175595,-2.2439523,TIK20250914139037
-2.2012093,0.34735763,-0.71309024,0.97701037,-0.22113182,-3.992275,-3.8276317,-0.029022593,TIK20250511098401
0.18774676,0.7157299,-4.4534955,0.022619084,0.99153405,-1.6214665,0.060555615,-1.7503073,TIK20250913138746
-1.6711714,0.9417934,-4.3921876,0.20358527,-2.3447528,-1.4628302,-0.3114808,-1.4158044,TIK20250913138710
-0.64413273,-3.0723982,-2.3725648,0.47423288,2.6106024,-2.000333,-1.7351464,0.44800913,TIK20250906072088
-0.4968024,0.33062595,-4.9805374,0.26924205,1.4403349,-2.4145188,0.5355703,-1.4143144,TIK20250607028122
-1.4795747,-0.22912763,-5.2308407,-0.043909688,-1.7554035,-2.1597567,0.07928392,-0.21886767,TIK20250615031519
-2.030222,1.4906337,-1.9156044,2.720411,3.0779462,-1.2700363,-2.1939118,0.21318816,TIK20250817060808
-0.26992285,2.1639128,-3.4415164,0.5920736,0.09291238,-3.7800732,-1.1841522,-1.1642478,TIK20250713045222
-1.892461,-3.6651096,-0.83924496,1.6435999,0.4343213,0.80357444,-3.1496227,-1.3007549,TIK20250607028371
-1.1852496,2.3256266,-2.202225,2.4714327,2.875291,-1.2533913,-2.2173247,-1.0788896,TIK20250510009952
-0.7531645,2.252968,-1.2445416,3.7417789,-0.6285263,-3.6492546,-2.096103,0.3511944,TIK20251019091099
2.2018685,-3.699943,-2.0348904,2.205628,-0.22206861,-0.5868663,-2.8886743,-0.58901465,TIK20250607028271
-0.48633665,-0.605277,-1.519698,0.92435855,-0.9646748,-3.8090525,0.14737223,-0.52607244,TIK20250809056595
-0.63098425,-0.14749326,-1.5085043,-0.3617691,0.606044,-3.4438174,-3.9350755,-2.9605777,TIK20250607027631
-3.552174,-0.20710236,-1.0510547,0.74755824,2.229636,-2.39414,-2.1319716,-2.141605,TIK20250817060435
1.2720191,-0.483652,-2.9697244,1.9685346,-1.6587063,-3.6449118,0.5444118,-1.0338526,TIK20250817129802
-1.1753045,-3.2844784,-1.4326829,3.3404078,-3.453382,-1.6538876,-0.6964,-0.5144731,TIK20250920140940
-2.5015101,-0.78177583,-3.0408306,2.0215423,1.8428066,-1.783262,1.588165,-2.666069,TIK20250706116375
1.3112042,-1.5723921,-0.002619453,3.6915767,-1.679478,-2.7545335,-1.9914981,-1.1680945,TIK20251005087314
-2.4184978,1.6480037,-2.577951,2.0329437,2.7484233,-2.4295423,-1.2190813,0.11959024,TIK20250706042169
2.2335653,-0.82160115,-3.9325676,3.3992527,1.2365583,0.4231473,-2.492094,1.0377167,TIK20251005145605
-0.87496287,-2.8147256,-4.8408117,1.4966846,1.8721355,-0.14229639,0.21338199,0.45257977,TIK20250817060325
-1.8139712,-0.69802964,-5.0019283,0.86458236,1.2141438,-0.43944803,0.43000823,0.545601,TIK20250830134208
-2.6797166,1.0873046,-1.5495993,0.48355037,1.7935392,-1.6418165,-2.2346196,-2.9750998,TIK20250705039994
-0.45870653,-1.3978285,-1.0321187,3.557445,0.027911922,-3.0230706,1.2610165,-1.6841216,TIK20251018090688
-2.8667855,1.2393221,-2.9328475,1.5529839,2.4878657,-3.1076746,-0.80519617,-0.04084212,TIK20250817060827
-3.258789,1.8144692,-2.2951643,1.648818,1.8451403,-2.293729,-1.6126122,0.213116,TIK20250831134415
-0.511942,-0.24044815,-4.221705,1.0739506,-2.6873748,-1.8662224,-1.9818194,1.8567387,TIK20250510009715
-1.7688849,-1.5891241,-2.197615,1.733493,0.44749105,-2.2802813,1.3647944,-3.7788606,TIK20250426093705
0.10964976,-3.2605069,-2.0817027,1.9961433,1.5437057,-3.4269269,-1.4102421,1.3351632,TIK20250420000907
0.51193833,-2.976163,0.5272281,3.329975,0.340889,-1.5496203,-2.773463,-2.2498412,TIK20250706116423
-1.3964144,-0.7468358,-0.059005897,2.4267116,-1.4605213,-4.4276423,-1.4483624,-0.63706833,TIK20250914075192
-1.0652919,-0.5674084,-2.722831,2.996361,-2.0506556,-0.27907717,1.4095122,-0.66160166,TIK20250614109287
1.9827591,-3.9969444,-1.9884111,2.3778439,-0.26544204,-0.74694085,-2.3110306,-0.5553103,TIK20250913074997
-1.3645769,1.9864995,-4.038285,2.0855837,-0.14364925,-0.027299844,0.23834592,-3.1282377,TIK20250907072570
1.560762,-2.8206065,-2.7350266,0.86768156,1.0546497,-2.009839,-0.05487312,-2.059342,TIK20251004145326
-2.6065488,-3.099433,-2.602735,2.5572042,-1.4783099,1.3808059,-0.9413669,-0.32306224,TIK20250907072659
0.19671965,-0.28168672,-4.314659,-0.7133068,0.5157253,-0.10200214,-2.490616,-3.3344302,TIK20250615109663
-2.4162674,0.71764034,-1.5840892,0.5441754,0.58342546,-3.8131855,-3.619364,0.38681445,TIK20250524018826
-2.5502439,-1.383522,-4.6698833,-0.30979896,-0.90984565,0.6461252,-0.8575426,-1.4535838,TIK20250621034605
1.6541787,0.8709356,-4.9581594,1.3176832,-1.5065585,-0.70774,-1.329285,-0.3441145,TIK20250920140892
-0.3692752,-2.018026,-3.3150496,2.7887836,3.797972,0.6040507,-1.497192,-0.011167544,TIK20250629037104
2.5676074,0.08646942,-1.7366396,2.5221996,0.5304066,-0.41226515,-3.3622026,-2.6489215,TIK20250921078344
-1.6413825,-3.1382914,-4.1501293,-0.52464616,-1.1080667,0.3728726,-1.4328413,-2.0335026,TIK20250524019252
0.69596404,-2.968817,-2.013968,0.35595447,1.3142155,-0.36402,-3.5009131,-3.332904,TIK20250906072177
-2.6521394,0.19228256,-1.7028881,0.67838633,-2.8376408,-1.8851156,-4.072573,-0.4081189,TIK20250809055336
-1.2501479,-1.1450772,-0.6951343,0.8684604,-1.3534899,-0.8559262,-5.1783767,-0.63168824,TIK20250830134175
1.1702939,-2.5064313,-4.385544,1.2741222,-0.25732177,1.237698,-0.8597183,-0.7393893,TIK20250712118490
0.084841385,2.1148112,-2.1462402,3.6668844,-0.46330374,0.04385675,-1.1560539,-3.770235,TIK20250927084290
-1.4694875,1.7143449,-1.5869138,2.313765,-0.5496012,-3.1641145,0.63101405,-1.8043633,TIK20250713118666
2.1699429,-4.125463,-2.061782,2.3047202,-0.32210085,-0.91300565,-2.1250198,-0.85540235,TIK20250809056304
1.650183,-2.2901723,-2.5310779,0.7700601,0.28169706,-4.173516,-0.9655924,-1.4271673,TIK20250720048063
-1.5206231,-2.4239452,-4.411008,-1.0549847,0.5112854,-2.4516077,-1.107308,0.03595262,TIK20250607027905
0.54206204,-2.8237553,0.54809064,3.4646072,-0.6637638,-1.8347532,-2.3938513,-2.014165,TIK20250914139035
0.42484686,-1.6066605,-1.7250684,3.5016696,-2.230789,0.57094836,-0.48834202,-3.0912786,TIK20250525020211
-1.0518653,-1.9470088,-2.5381675,0.6600045,-4.0400715,-2.2802067,-1.933868,-0.7975088,TIK20250518100634
