post_id,hour_of_day,day_of_week,is_weekend,user_id,followers,account_age_days,verified,content_length,num_hashtags,sentiment_positive,sentiment_negative,toxicity_score,hour_sin,hour_cos,day_sin,day_cos,followers_log,has_media,many_hashtags,long_content,sentiment_intensity,high_toxicity,large_account,topic_Business,topic_Climate,topic_Education,topic_Entertainment,topic_Fashion,topic_Finance,topic_Food,topic_Gaming,topic_Health,topic_Politics,topic_Science,topic_Sports,topic_Technology,topic_Travel,language_Chinese,language_English,language_French,language_German,language_Hindi,language_Japanese,language_Korean,language_Portuguese,language_Spanish,media_type_Link,media_type_Poll,media_type_Text,media_type_Video,location_Asia,location_Europe,location_North America,location_Oceania,location_South America,location_Unknown,popularity
TIK20250501095051,10,3,0,user_140796,707,1325,0,100,2,0.933,0.112,0.0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,6.56244409369372,0,0,0,0.933,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
TIK20250607107148,20,5,1,user_290485,2532,2802,0,25,2,0.801,0.059,10.4,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,7.837159650001675,1,0,0,0.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TIK20250720120945,17,6,1,user_354944,36,2585,0,166,2,0.259,0.108,6.7,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,3.6109179126442243,1,0,1,0.632,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TIK20250624112669,20,1,0,user_155339,4595,2343,0,29,2,0.154,0.211,7.0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,8.432941638968646,0,0,0,0.635,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
TIK20250719047595,17,5,1,user_251057,8705,1528,0,18,4,0.171,0.112,12.2,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,9.071767722112243,1,0,0,0.717,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TIK20250510009965,19,5,1,user_10827,1462,752,0,32,1,0.627,0.031,7.3,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,7.288244401020124,1,0,0,0.627,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TIK20250428004509,20,0,0,user_498735,93,3307,0,45,3,0.146,0.613,33.1,-0.8660254037844386,0.5000000000000001,0.0,1.0,4.543294782270004,1,0,0,0.613,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TIK20250421001612,16,0,0,user_158368,8,1680,0,119,2,0.115,0.603,73.4,-0.8660254037844385,-0.5000000000000004,0.0,1.0,2.1972245773362196,0,0,0,0.603,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
TIK20250922080062,16,0,0,user_449216,11,3153,0,61,0,0.061,0.187,0.0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,2.4849066497880004,1,0,0,0.752,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
TIK20250929143632,14,0,0,user_383972,33556,907,0,92,2,0.068,0.121,0.0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,10.421000764451936,1,0,0,0.811,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
TIK20251002086323,17,3,0,user_365047,12359,758,0,32,1,0.25,0.014,0.0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,9.422220731011683,1,0,0,0.736,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TIK20251009146819,12,3,0,user_144665,413,1271,0,244,1,0.232,0.091,0.0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,6.025865973825314,1,0,1,0.677,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TIK20250607027804,16,5,1,user_255871,177,1504,0,35,1,0.615,0.091,49.0,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,5.181783550292085,1,0,0,0.615,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TIK20250922079819,15,0,0,user_262241,84161,2643,1,103,3,0.769,0.043,18.1,-0.7071067811865471,-0.7071067811865479,0.0,1.0,11.340498791947727,0,0,0,0.769,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
TIK20250912138316,19,4,0,user_232087,334,1267,0,137,1,0.081,0.857,63.4,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,5.814130531825066,0,0,0,0.857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
TIK20250926084232,22,4,0,user_407472,293,1457,0,94,1,0.867,0.01,0.0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,5.683579767338681,1,0,0,0.867,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
TIK20250922078522,8,0,0,user_230894,185,2851,0,28,3,0.176,0.199,44.3,0.8660254037844387,-0.4999999999999998,0.0,1.0,5.225746673713202,1,0,0,0.625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
TIK20250530022446,6,4,0,user_167255,134472,2161,0,113,3,0.679,0.136,38.9,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,11.809118714377934,0,0,0,0.679,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
TIK20250717119849,13,3,0,user_258600,101,1900,0,231,2,0.094,0.861,80.9,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,4.624972813284271,1,0,1,0.861,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TIK20250728050630,10,0,0,user_477011,79,1675,0,18,1,0.759,0.127,2.8,0.49999999999999994,-0.8660254037844387,0.0,1.0,4.382026634673881,0,0,0,0.759,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
TIK20250903069526,14,2,0,user_4369,294,1603,0,27,1,0.117,0.636,73.3,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,5.68697535633982,1,0,0,0.636,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TIK20251004086956,19,5,1,user_341692,7017,2371,0,38,3,0.715,0.045,17.2,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,8.85623355614316,1,0,0,0.715,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
TIK20250429094479,16,1,0,user_64867,15868,3603,0,232,2,0.794,0.038,18.8,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,9.672122799562842,1,0,1,0.794,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TIK20251001085735,19,2,0,user_405934,44921,2181,0,12,4,0.253,0.0,0.0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,10.71268293145874,0,0,0,0.775,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
TIK20250716046731,19,2,0,user_249498,102,657,0,125,2,0.722,0.083,0.0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,4.634728988229636,1,0,0,0.722,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TIK20250514099349,14,2,0,user_427850,4853,1839,0,171,2,0.694,0.081,25.2,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,8.487558386286548,0,0,1,0.694,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
TIK20250928143235,7,6,1,user_244230,858,2470,0,60,2,0.022,0.655,26.7,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,6.755768921984255,1,0,0,0.655,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
TIK20250512098757,16,0,0,user_245151,401,719,0,203,2,0.893,0.047,8.9,-0.8660254037844385,-0.5000000000000004,0.0,1.0,5.996452088619021,1,0,1,0.893,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
TIK20250624035081,16,1,0,user_136755,626,2838,0,16,2,0.869,0.028,5.2,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,6.440946540632921,1,0,0,0.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TIK20250804052721,15,0,0,user_116902,1680,2946,0,137,1,0.868,0.032,0.0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,7.427144133408616,1,0,0,0.868,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
TIK20250530022708,13,4,0,user_460167,1206,2010,0,110,5,0.816,0.034,3.7,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,7.095893221097532,0,1,0,0.816,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
TIK20250905071183,19,4,0,user_339884,89866,2848,0,59,0,0.24,0.117,39.7,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,11.406086078544114,1,0,0,0.643,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
TIK20250831067577,15,6,1,user_347423,15372,3596,0,76,2,0.744,0.042,0.0,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,9.640368002912599,1,0,0,0.744,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
TIK20250924142029,15,2,0,user_31404,16371,2012,0,210,1,0.103,0.26,32.4,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,9.703327837612294,1,0,1,0.637,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TIK20250516013382,22,4,0,user_277379,239,2290,0,68,0,0.803,0.131,0.1,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,5.480638923341991,1,0,0,0.803,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TIK20250924142158,19,2,0,user_112947,84120,2137,1,91,1,0.087,0.683,51.3,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,11.34001151752534,0,0,0,0.683,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
TIK20250510098207,19,5,1,user_463051,59,2066,0,157,4,0.648,0.099,41.0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,4.0943445622221,1,0,1,0.648,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
TIK20250606106709,16,4,0,user_41163,377,1580,0,265,1,0.702,0.064,20.6,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,5.934894195619588,1,0,1,0.702,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
TIK20250527103543,18,1,0,user_186348,6,712,0,156,3,0.832,0.057,12.9,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,1.9459101490553132,0,0,1,0.832,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
TIK20250829133670,13,4,0,user_59268,93,2835,0,153,2,0.101,0.056,0.0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,4.543294782270004,1,0,1,0.842,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
TIK20250502006437,23,4,0,user_297907,6075,2368,0,86,2,0.78,0.081,0.0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,8.712101863715663,1,0,0,0.78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
TIK20251004145288,15,5,1,user_448571,542,2726,0,233,1,0.916,0.049,0.0,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,6.297109319933935,0,0,1,0.916,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
TIK20251010147406,21,4,0,user_268744,1082,993,0,129,2,0.724,0.042,26.1,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,6.9874902470009905,0,0,0,0.724,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
TIK20250527021916,13,1,0,user_345561,1465,2313,0,119,3,0.805,0.035,1.1,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,7.290292882446597,1,0,0,0.805,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
TIK20250519016210,21,0,0,user_91202,49,2985,0,23,3,0.282,0.07,11.8,-0.7071067811865477,0.7071067811865474,0.0,1.0,3.912023005428146,1,0,0,0.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TIK20250530023478,19,4,0,user_211150,29540,451,0,88,4,0.112,0.808,57.8,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,10.293534407915912,0,0,0,0.808,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
TIK20250708116907,11,1,0,user_35440,77,2302,0,293,2,0.622,0.076,7.3,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,4.356708826689592,1,0,1,0.622,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
TIK20250905071035,17,4,0,user_318480,95,135,0,67,3,0.053,0.226,9.0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,4.564348191467836,1,0,0,0.721,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
TIK20250424003411,19,3,0,user_238979,102,1008,0,27,2,0.036,0.791,61.8,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,4.634728988229636,0,0,0,0.791,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
TIK20250926142880,22,4,0,user_292124,15,1250,0,226,2,0.228,0.162,0.0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,2.772588722239781,1,0,1,0.61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TIK20250913074928,11,5,1,user_12665,11050,1098,0,84,4,0.917,0.047,13.6,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,9.310276200588783,1,0,0,0.917,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TIK20250508009074,22,3,0,user_104293,1726,2480,0,29,3,0.941,0.046,3.7,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,7.454141078146678,0,0,0,0.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
TIK20250707116655,15,0,0,user_86722,114,869,0,149,3,0.18,0.269,14.8,-0.7071067811865471,-0.7071067811865479,0.0,1.0,4.74493212836325,1,0,1,0.551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TIK20250519015488,18,0,0,user_387748,5912,1821,0,108,0,0.825,0.062,4.2,-1.0,-1.8369701987210297e-16,0.0,1.0,8.68490859582083,0,0,0,0.825,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
TIK20250524019699,20,5,1,user_92359,129,197,0,75,3,0.186,0.18,0.0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,4.867534450455582,0,0,0,0.634,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
TIK20250906072032,19,5,1,user_187472,543,2287,0,19,2,0.701,0.058,22.0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,6.298949246855942,1,0,0,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TIK20250813057574,19,2,0,user_126283,56,3490,0,123,2,0.052,0.916,62.9,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,4.04305126783455,0,0,0,0.916,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
TIK20250717047095,20,3,0,user_371068,4,3435,0,19,5,0.089,0.942,85.5,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,1.6094379124341003,1,1,0,0.942,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
TIK20250503095841,16,5,1,user_277833,5655,1666,0,38,4,0.083,0.757,60.9,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,8.640472207576408,1,0,0,0.757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
TIK20250722049062,23,1,0,user_115044,32703,3154,0,97,3,0.067,0.176,30.4,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,10.395252673563377,1,0,0,0.758,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TIK20251005087333,21,6,1,user_164207,157,1030,0,28,1,0.749,0.051,27.0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,5.062595033026967,0,0,0,0.749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
TIK20250922078872,11,0,0,user_305426,915,3158,0,75,2,0.06,0.309,30.5,0.258819045102521,-0.9659258262890682,0.0,1.0,6.82001636467413,1,0,0,0.631,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
TIK20250630038755,21,0,0,user_51219,52,3557,0,37,1,0.831,0.08,16.2,-0.7071067811865477,0.7071067811865474,0.0,1.0,3.970291913552122,0,0,0,0.831,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
TIK20250615109839,22,6,1,user_386175,3187,2288,0,102,2,0.099,0.841,54.0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,8.067149039910106,1,0,0,0.841,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
TIK20251011147690,20,5,1,user_239587,26076,1610,0,154,2,0.071,0.602,82.3,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,10.168808978749206,0,0,1,0.602,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TIK20250705039783,8,5,1,user_48371,683,2129,0,61,0,0.083,0.267,14.2,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,6.52795791762255,1,0,0,0.649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
TIK20250508097436,15,3,0,user_498841,77,3617,0,46,1,0.824,0.101,0.0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,4.356708826689592,1,0,0,0.824,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TIK20251017149540,18,4,0,user_462341,2511,1514,0,20,2,0.8,0.109,13.4,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,7.828834527588089,1,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
