hour_of_day,day_of_week,is_weekend,followers,account_age_days,verified,content_length,num_hashtags,sentiment_positive,sentiment_negative,toxicity_score,hour_sin,hour_cos,day_sin,day_cos,followers_log,has_media,many_hashtags,long_content,sentiment_intensity,high_toxicity,large_account,topic_Business,topic_Climate,topic_Education,topic_Entertainment,topic_Fashion,topic_Finance,topic_Food,topic_Gaming,topic_Health,topic_Politics,topic_Science,topic_Sports,topic_Technology,topic_Travel,language_Chinese,language_English,language_French,language_German,language_Hindi,language_Japanese,language_Korean,language_Portuguese,language_Spanish,media_type_Link,media_type_Poll,media_type_Text,media_type_Video,location_Asia,location_Europe,location_North America,location_Oceania,location_South America,location_Unknown,popularity
20,3,0,2,3087,0,205,1,0.197,0.014,0.0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,1.0986122886681098,1,0,1,0.789,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,2,0,15,2712,0,13,2,0.02,0.931,78.5,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,2.772588722239781,1,0,0,0.931,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7,4,0,1680,3374,0,252,0,0.143,0.232,0.5,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,7.427144133408616,1,0,1,0.625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,2,0,197,153,0,284,2,0.788,0.15,41.1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,5.288267030694535,1,0,1,0.788,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22,1,0,761,2212,0,160,0,0.1,0.235,22.9,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,6.635946555686647,0,0,1,0.665,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
22,1,0,90,2294,0,115,4,0.098,0.142,0.0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,4.51085950651685,1,0,0,0.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
16,2,0,9555,714,0,113,2,0.805,0.086,18.7,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,9.1649245084457,1,0,0,0.805,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
23,6,1,13087,2482,0,155,1,0.145,0.941,68.9,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,9.479451058842528,1,0,1,0.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
19,5,1,577387,676,0,263,2,0.133,0.198,0.0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,13.26626976317547,0,0,1,0.669,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
20,4,0,92,369,0,80,1,0.1,0.846,60.3,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,4.532599493153256,0,0,0,0.846,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
17,0,0,397,1311,0,249,2,0.669,0.097,0.0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,5.986452005284438,1,0,1,0.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
16,0,0,386,841,0,205,1,0.643,0.122,11.2,-0.8660254037844385,-0.5000000000000004,0.0,1.0,5.958424693029782,1,0,1,0.643,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,4,0,14157,693,0,106,0,0.789,0.017,0.0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,9.558035114334135,0,0,0,0.789,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12,0,0,152,1840,0,78,2,0.683,0.021,18.0,1.2246467991473532e-16,-1.0,0.0,1.0,5.030437921392435,1,0,0,0.683,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18,6,1,201,2623,0,189,5,0.271,0.0,8.2,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,5.308267697401205,1,1,1,0.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
12,5,1,333,333,0,234,0,0.061,0.65,40.3,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,5.811140992976701,1,0,1,0.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18,3,0,11149,3136,0,221,4,0.266,0.227,14.1,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,9.319194776888265,0,0,1,0.507,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
21,1,0,10854,1489,0,298,2,0.934,0.075,18.0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,9.292381082312392,1,0,1,0.934,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
14,3,0,239034,256,0,107,1,0.077,0.151,14.3,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,12.384365263706487,0,0,0,0.772,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
15,5,1,21802,2688,0,56,1,0.064,0.88,39.8,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,9.989802853988047,0,0,0,0.88,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
16,2,0,1166,1539,0,14,0,0.025,0.903,58.1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,7.062191632286556,1,0,0,0.903,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
14,5,1,607,1320,0,124,2,0.756,0.046,2.5,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,6.410174881966167,0,0,0,0.756,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
17,3,0,321,1100,0,192,2,0.771,0.131,16.6,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,5.7745515455444085,1,0,1,0.771,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
18,1,0,3967,714,0,83,0,0.239,0.159,24.5,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,8.286017468404763,1,0,0,0.602,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
17,0,0,121,2172,0,219,1,0.138,0.18,41.1,-0.9659258262890683,-0.25881904510252063,0.0,1.0,4.804021044733257,1,0,1,0.682,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
14,2,0,785,1531,0,265,2,0.817,0.111,32.9,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,6.666956792429207,0,0,1,0.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14,3,0,4650,91,0,121,3,0.179,0.226,9.1,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,8.444837529224097,0,0,0,0.594,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
11,2,0,8765,1428,0,294,1,0.802,0.144,0.0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,9.078635880978755,1,0,1,0.802,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
17,5,1,74324,451,0,138,2,0.133,0.18,1.9,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,11.216202647866298,0,0,0,0.687,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
17,2,0,116,535,0,83,2,0.868,0.049,9.4,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,4.762173934797756,1,0,0,0.868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20,2,0,122929,493,0,210,1,0.834,0.046,15.5,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,11.719370366661387,1,0,1,0.834,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
20,2,0,309,2905,0,14,1,0.691,0.046,21.3,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,5.736572297479192,0,0,0,0.691,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
21,3,0,63,3170,0,277,2,0.138,0.102,14.9,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,4.1588830833596715,1,0,1,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
7,3,0,34,2137,0,19,2,0.073,0.129,9.7,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,3.5553480614894135,0,0,0,0.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
19,1,0,886,1793,0,204,2,0.063,0.762,65.6,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,6.787844982309579,1,0,1,0.762,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18,1,0,26092,3110,0,246,2,0.785,0.113,26.0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,10.169422358105223,1,0,1,0.785,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
16,3,0,196,2333,0,295,2,0.797,0.029,0.0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,5.2832037287379885,1,0,1,0.797,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12,0,0,4449,1800,0,179,1,0.047,0.937,58.5,1.2246467991473532e-16,-1.0,0.0,1.0,8.400659375160286,0,0,1,0.937,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
18,3,0,373,648,0,104,2,0.27,0.0,0.0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,5.924255797414532,1,0,0,0.752,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
12,0,0,6586,87,0,180,1,0.731,0.031,7.4,1.2246467991473532e-16,-1.0,0.0,1.0,8.792853288640693,1,0,1,0.731,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
19,3,0,70,1185,0,89,0,0.18,0.085,14.0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,4.2626798770413155,1,0,0,0.735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
14,3,0,825,2083,0,209,1,0.173,0.168,20.4,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,6.716594773520978,1,0,1,0.659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
15,2,0,1468,2559,0,115,1,0.143,0.858,70.2,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,7.292337176173877,0,0,0,0.858,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
13,1,0,18,616,0,162,1,0.187,0.282,25.0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,2.9444389791664403,1,0,1,0.532,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
17,5,1,2453,2280,0,55,2,0.212,0.054,0.0,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,7.805474625270857,0,0,0,0.734,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
17,6,1,12,500,0,137,2,0.742,0.094,0.0,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,2.5649493574615367,1,0,0,0.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
18,5,1,405,2135,0,191,1,0.278,0.137,3.0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,6.0063531596017325,0,0,1,0.584,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
19,1,0,1172,2504,0,90,2,0.101,0.697,51.5,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,7.067319848653476,0,0,0,0.697,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
16,1,0,5464,612,0,65,4,0.824,0.149,6.8,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,8.60611940061064,0,0,0,0.824,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
15,4,0,6779,3620,0,81,2,0.699,0.015,0.0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,8.821732380934442,0,0,0,0.699,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
8,3,0,8168,1536,0,203,2,0.057,0.747,33.4,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,9.00810178134187,1,0,1,0.747,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,1,0,15886,1675,0,252,0,0.848,0.048,0.0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,9.673256443720023,1,0,1,0.848,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
16,2,0,18060,3611,0,188,3,0.709,0.018,8.4,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,9.801510196423664,1,0,1,0.709,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
22,5,1,369,913,0,90,3,0.786,0.121,12.4,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,5.91350300563827,1,0,0,0.786,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
11,2,0,908435,3084,0,271,1,0.106,0.292,16.1,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,13.719479718547179,0,0,1,0.603,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
18,1,0,5531,450,0,90,0,0.772,0.043,0.0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,8.61830469278465,1,0,0,0.772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
17,4,0,429127,2129,0,126,0,0.086,0.835,92.3,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,12.969510521705553,1,0,0,0.835,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
15,2,0,66442,3162,1,173,3,0.073,0.773,46.5,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,11.104099716229817,0,0,1,0.773,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
17,1,0,122,3055,0,298,2,0.227,0.13,21.2,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,4.812184355372417,1,0,1,0.643,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
14,0,0,1925,3354,0,108,2,0.124,0.248,31.8,-0.4999999999999997,-0.8660254037844388,0.0,1.0,7.563200592358071,1,0,0,0.628,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,0,0,706097,3207,1,70,2,0.168,0.173,30.9,-0.7071067811865477,0.7071067811865474,0.0,1.0,13.467509317040435,0,0,0,0.659,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
19,6,1,949,3015,0,276,1,0.899,0.077,0.0,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,6.856461984594587,0,0,1,0.899,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
13,4,0,3383,2565,0,297,4,0.201,0.278,28.1,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,8.126813720726114,0,0,1,0.521,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
21,0,0,106877,1688,0,100,2,0.768,0.096,15.0,-0.7071067811865477,0.7071067811865474,0.0,1.0,11.57944327602054,0,0,0,0.768,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
19,1,0,346,241,0,137,2,0.141,0.874,94.4,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,5.849324779946859,0,0,0,0.874,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9,4,0,2462,3299,0,31,5,0.117,0.066,0.0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,7.809135398120538,1,1,0,0.817,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
23,6,1,616,528,0,190,2,0.689,0.076,5.6,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,6.424869023905388,0,0,1,0.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
21,6,1,1759072,1882,0,129,1,0.088,0.879,53.1,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,14.380297523711317,1,0,0,0.879,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
17,0,0,1196,2269,0,276,1,0.064,0.911,70.8,-0.9659258262890683,-0.25881904510252063,0.0,1.0,7.087573705557973,1,0,1,0.911,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,4,0,4,2048,0,29,1,0.646,0.12,0.0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,1.6094379124341003,0,0,0,0.646,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
19,1,0,2393,2733,0,250,1,0.079,0.683,33.8,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,7.780720886117918,1,0,1,0.683,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18,6,1,455,3174,0,36,4,0.816,0.112,12.2,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,6.1224928095143865,0,0,0,0.816,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12,2,0,2755,1074,0,95,0,0.118,0.788,65.0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,7.9215356321335495,1,0,0,0.788,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
18,1,0,2488455,3412,1,80,3,0.676,0.107,37.2,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,14.727172995790292,0,0,0,0.676,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
15,3,0,451,2068,0,44,4,0.719,0.134,20.0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,6.113682179832232,0,0,0,0.719,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
