emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,post_id
-0.13859394,1.0220798,-0.98614115,2.0605364,1.7315058,0.93584764,-5.1480865,2.2734487,INS20250428094118
1.9469957,-0.23895633,0.03781575,1.3044533,2.6667159,-1.8638085,-2.9859414,3.6842413,INS20250826065122
-1.3933599,-1.9872651,-0.7948513,1.7204431,3.4474077,0.8627607,-3.3048089,-0.55719024,INS20250630037598
4.0266414,-0.23989594,2.1528072,-1.2202529,0.8558731,0.15370098,-3.6795352,0.74144894,INS20250521017942
1.6221067,-0.90135723,-0.5697041,1.8530169,-0.19528168,1.5093076,-5.239979,-2.001511,INS20250928084445
1.0675213,-0.3621247,-0.7445966,-0.10060219,2.6966548,1.052117,-4.6046658,2.902174,INS20250601105210
2.0196388,1.3876338,2.8568912,3.8339417,1.9612952,-0.49366567,-2.5966988,0.533073,INS20250922080551
-0.72005576,-0.6469176,1.2164121,3.5546713,2.4874804,2.0810003,-3.5427606,-1.0316496,INS20250601024766
0.26906416,0.19649008,1.7392796,0.9246235,2.6351597,2.8363686,-4.163268,2.025795,INS20250516012976
-1.0631971,-1.4525505,3.0118935,-1.5832189,2.2391331,-3.751589,-2.296031,-0.8956815,INS20250613030384
-0.45811808,-4.228705,-0.44504672,-0.52475935,2.888075,-2.2607603,-2.8620095,-0.7449609,INS20250507097284
1.3636155,-2.9087174,4.5190287,0.3250025,-0.50337714,-2.501352,-2.0250957,-1.4380517,INS20250513011891
1.8178811,-2.3484972,1.9022359,-1.0647753,1.4630971,-3.4071233,-2.6265948,-2.554984,INS20250628113798
0.7591904,0.9610707,1.1602697,1.4680129,-1.423367,-2.4773858,-4.2055593,-2.3182132,INS20250604105982
1.358104,1.1602721,2.8529375,3.2177892,0.8019149,-0.7166276,-3.0716236,3.3643534,INS20250817060817
2.080514,0.56316775,1.3648105,0.9972234,1.4861636,-4.394668,-2.54246,-1.000323,INS20250823131943
1.4959478,-0.049939014,-1.4578784,1.0381159,-1.084058,-0.07993844,-4.763637,-0.3817419,INS20250524019866
-1.5758768,-0.4434944,-1.4166098,-0.124667175,1.8198618,-3.5052168,-4.069299,-0.16502734,INS20250602024915
1.5433364,-2.958929,1.4953418,-0.9033742,3.6037817,-3.2278304,-2.018045,1.1146603,INS20250618110718
2.2533414,0.4237066,3.3429203,1.435969,-1.1618253,-3.0294762,-2.5423396,0.8705229,INS20250624035265
-0.2312573,-3.4445505,1.5876821,2.823908,-2.4167202,-1.4238579,-2.9983723,0.28266746,INS20250805053316
-0.28355864,-0.32545042,2.5722373,-0.058511805,-0.17647018,1.3826172,-3.4507859,3.1876383,INS20250714045555
1.9396725,-1.1188976,4.0836005,-0.48320803,-0.79684716,-1.7229466,-1.9422091,0.8164792,INS20250619033706
1.4664252,0.7311127,2.540013,-0.60301054,3.6953218,-1.5974052,-2.4844766,1.8375031,INS20250919140615
1.4059442,1.3633783,-1.0991956,0.8159675,3.6984198,-1.6105635,-4.4923534,-0.20645225,INS20250718120388
1.3667952,-0.11464266,4.4334517,-0.47713622,0.011169528,-0.71734166,-2.788165,-2.066958,INS20250613029950
0.8700295,-2.3529155,2.99236,-2.203571,1.8610559,0.3399346,-2.3734298,0.6623618,INS20250817060139
-2.2556646,0.68165064,0.07444091,1.4358879,-0.8537089,0.26273063,-4.91359,0.93913317,INS20250501095068
0.597042,-0.62338287,-0.87065184,2.2755551,-1.8648266,-0.05533261,-4.66142,-0.5992523,INS20250926083620
-0.15225989,-2.1974554,0.37759027,-0.3055614,-0.8065396,2.072984,-4.611036,1.7033873,INS20250510009957
-1.3310151,-2.5607276,0.43214637,-0.60384345,1.7324208,-3.7719507,-2.667325,2.3318808,INS20251003144940
1.6603514,-2.535061,-1.4882896,2.0559533,0.07215183,-1.9900872,-3.1464093,2.075262,INS20250720121044
0.90076,-1.4994025,3.0049784,1.9662912,-2.529681,-0.4202243,-2.496898,0.5933443,INS20250523018655
2.4189703,-0.16041493,0.9321073,-1.9429499,0.2358723,-0.6239086,-4.7587647,-2.1078148,INS20250821131187
-1.7783399,-1.1782682,1.7146653,-0.63463473,-2.1538904,-2.4476223,-3.4847784,0.32286873,INS20250605026031
-2.0785317,-0.16151953,-0.9282482,0.25221652,2.5683377,0.9764436,-4.8851576,-0.5477063,INS20251010147430
-0.600183,1.0038538,2.5403636,-1.6503569,2.6351807,-0.07132122,-2.7025814,0.5202296,INS20250510009789
-0.5918156,-2.513777,1.5767468,-0.6669093,1.7356586,2.5532706,-3.963174,2.114792,INS20250907072681
-2.9486606,-1.7606931,1.5546266,-0.78991145,1.4839808,1.0268974,-3.4156563,0.6393744,INS20250506007896
-2.385429,-3.9914904,1.7891581,2.3927987,-0.38238066,-0.07460571,-2.8049955,0.59537077,INS20250712044992
0.7857383,-2.473242,2.0645933,1.4191755,1.5362338,1.3589255,-2.5553076,3.568872,INS20250421001768
0.7217494,-3.0440276,0.9906867,3.6423714,1.2596582,-0.8302967,-1.3761159,0.9191793,INS20251001085923
1.4901353,0.8775575,2.0059774,3.3888595,2.8243804,0.07092628,-3.2531488,-2.2898853,INS20251011147568
-1.8338158,-0.36990377,0.5465426,1.1310208,2.4320216,-3.0514514,-2.6974764,-1.9790375,INS20251014148572
1.2437232,-4.9660454,0.96760124,0.6548454,0.19711384,-0.6109129,-2.1459513,1.0896078,INS20250524018945
-3.4659984,-1.6283172,3.3851821,1.0888437,0.5540951,-1.9235938,-2.340657,1.0583038,INS20250707116825
-2.0011926,1.0210656,3.5539446,-0.3571958,0.54699117,-2.0447116,-2.755729,0.9291288,INS20250728123604
0.07491259,-1.7599376,-1.3466084,0.1023323,2.6145422,-1.3423681,-3.308688,2.669111,INS20250902068392
-1.2785096,-0.185241,1.1446434,3.158938,-1.4742227,0.6783392,-4.917898,-1.7965583,INS20250805053854
1.9794267,-1.108253,2.907361,-0.2356282,0.7024542,-4.662347,-2.0818532,-0.017503807,INS20250525020446
0.9961479,-4.378602,1.7110488,-0.014510349,-0.9298987,-1.5375144,-2.9541237,-2.0335677,INS20250826132932
0.041027572,-2.2107186,3.2286174,-0.9284567,0.7661521,2.8771195,-3.7889252,0.3872533,INS20250420091538
-1.3467753,-0.17057292,1.7513605,-1.4668075,1.1378635,-1.3667865,-4.2138867,-3.102075,INS20250518100753
3.228602,-3.2334387,2.3704834,0.5226602,-0.7357369,-0.5803964,-2.338897,1.4585093,INS20250525102939
-2.4190838,-1.2895862,-0.56770575,3.3574536,0.8661657,0.37368193,-3.8087423,-0.049309403,INS20250617110340
1.137434,0.36029804,0.91497016,-0.9305578,2.195743,-4.5958257,-3.3059468,-0.9134816,INS20250419000302
-2.3223217,-1.1305696,2.4258137,-0.6995741,3.3067288,-0.8305109,-2.57861,2.2879448,INS20250921141200
-2.2212834,-2.361343,0.8254485,-0.16263609,2.3879995,-2.574905,-1.8709272,0.4173465,INS20250917139866
2.8845727,-0.49269247,0.36248508,1.6209939,-1.8091475,-0.7690219,-4.637263,-1.6399181,INS20250519014582
2.3826735,-0.52156353,-0.07658284,-1.0833136,0.22501253,-1.6523309,-4.3930826,-2.590837,INS20250821131062
-2.441681,-1.7441088,3.8543153,0.47393572,-1.3900498,0.19082433,-3.5456367,-0.8185954,INS20250625112970
2.6892145,0.05570297,1.004838,4.110737,1.7522186,-1.0016578,-2.5056422,-0.64776045,INS20250427093761
2.5131087,-3.1498404,-1.076394,1.7799795,-0.48139143,-1.3234284,-4.0289874,-1.7481401,INS20250907136605
0.34634674,0.88746166,1.4307861,3.5311556,-0.7996259,-3.1754925,-3.310083,2.1630437,INS20250513010977
-0.017269084,-2.6923075,0.3351273,3.3181088,-1.308844,-3.289556,-2.7546146,0.6251231,INS20250922081733
-2.0977316,-1.046817,2.123633,2.6096628,4.2819815,-0.35499465,-2.3018594,0.16897027,INS20250421002319
-0.4000475,1.0227112,1.6646222,-2.0880394,0.18336645,-1.6704475,-4.1827383,2.2198565,INS20250708117171
-0.7461487,1.8521838,0.7648811,3.5985017,2.2340891,-0.3193692,-3.919242,1.5979023,INS20250710117553
1.8586966,-0.1308981,0.37610444,0.93156546,0.6093393,-4.700242,-2.6922233,0.03866332,INS20250522018460
0.43045357,1.8080754,1.4953176,0.6887226,3.098557,-0.3678938,-3.548099,3.149831,INS20250707116663
0.6299897,1.2915999,-0.41676676,2.2589808,-0.2868754,-1.5550181,-4.4828153,2.855407,INS20251001086104
1.254678,-1.1709774,2.6758344,2.4158516,3.2058246,0.9962815,-1.9655308,-1.3911788,INS20250709043341
-1.1225297,-1.5565084,4.2372804,0.36578298,0.9683494,-2.9395304,-1.3092469,0.07513685,INS20250807126639
0.9347072,0.94441533,2.6752393,2.6034558,0.48594493,-0.7720337,-2.96089,3.6461198,INS20250813056921
1.0001053,-0.6239852,1.9289732,0.75169396,-1.9165913,2.2024465,-5.107177,-0.35514933,INS20250813057241
2.392894,-2.198673,-0.0074202153,3.1615326,1.5065433,-3.6858075,-2.1984737,0.7400604,INS20250427093814
-1.8073144,-0.9628857,1.1066003,1.0013436,-0.20411839,-0.5210027,-1.1861842,0.11562512,INS20251011147728
0.07746019,1.2085345,-0.23640564,0.11878767,0.29269487,-3.3724954,-4.2809668,-1.9775783,INS20250516012779
-1.5484495,-2.125834,0.72739846,-0.68375283,3.7774105,-2.01624,-2.11063,0.27549946,INS20250524019322
0.87473714,0.36035517,-0.26120123,-0.21020505,2.3381908,1.226106,-3.3671274,-1.0025698,INS20250827133000
1.4604213,-0.6913363,-0.71520036,3.927611,1.2865088,-2.3041112,-2.846704,2.0223892,INS20250906071513
-1.2923179,-4.528507,2.0666347,0.10792941,1.9943658,-0.09982946,-2.1364424,-0.9793089,INS20250522018226
-1.9795488,-3.2649446,0.10798696,0.741199,2.4986904,-2.3040586,-2.1206725,0.27586985,INS20250606106875
-0.081500135,-3.6463485,0.17413971,2.574266,-1.4718586,-2.9440768,-2.8526862,0.5944782,INS20250922081595
0.69667125,2.326984,1.3996075,1.94435,-0.8074809,-0.6552545,-3.576878,0.95013523,INS20251015148712
1.2102578,-1.8628386,2.429866,3.1035717,3.3501637,0.9109519,-2.3610618,-2.1013224,INS20250710117656
1.9561232,-0.55664825,-1.0024917,-1.0897399,-0.025967326,-0.8179688,-5.3760786,-1.8410331,INS20250904070253
-2.797845,-2.1381323,-0.078783646,1.6831098,0.49700046,-1.7645801,-3.3226292,-1.8163967,INS20250530023179
-3.5997856,-0.07747408,1.5251157,0.20409074,1.2226236,0.7991162,-4.8903055,-1.0580646,INS20250905070986
-0.8399866,-1.1127336,0.6082456,2.8360546,0.47402212,0.24434173,-3.3099992,-3.1141405,INS20250712118504
-1.6363766,-0.025400208,-0.27133232,-0.3634889,-1.0181365,-1.2905848,-4.4261765,-1.5802299,INS20250524019188
1.5122107,-0.51164806,0.49119645,1.2988192,0.06661306,0.07232368,-3.7034369,4.0857306,INS20250809055885
-1.8390412,1.4237691,2.1255429,0.474411,-1.7128441,-1.5621439,-4.6918187,-0.73839504,INS20250927142919
0.68081576,-0.70713925,4.061783,0.45580712,0.9893554,-1.8473798,-1.7039772,-2.4739478,INS20250712044956
0.80072236,-0.082542785,0.08356667,-0.33151507,-1.2847078,-3.5949416,-3.893389,-0.38986754,INS20250725050117
-1.5540338,-2.1324005,4.0883894,-1.2596245,-1.3809972,-1.3937278,-3.3120606,1.3634212,INS20250603025380
1.3675815,-3.3369594,0.40230057,1.1708633,2.9336886,1.3727609,-3.0718684,-1.784391,INS20251006146042
1.661753,0.59288937,1.6406362,0.7581039,-1.57705,-2.885441,-3.4344428,-1.650612,INS20250524019024
-1.0117754,-0.383088,0.13309604,1.722815,2.2511609,0.6562732,-4.3682446,-3.2067235,INS20250714045674
-1.89494,2.0460534,2.3554425,0.08983689,-1.0224046,-1.6721836,-4.803411,0.6105141,INS20250521017587
1.4520339,-3.1632926,-1.5220125,1.7070049,1.1048594,-2.5194492,-2.8706002,1.5487685,INS20250527103365
0.75953984,1.309165,0.08614848,2.2969291,-0.42295593,-1.2194481,-3.732309,2.5551083,INS20250516012843
-1.8172269,0.06616332,1.99275,4.365596,0.5865946,-0.27313775,-3.1320703,1.8868675,INS20250926142802
2.559954,-1.2409158,1.248252,2.3939748,3.791292,1.2356896,-2.7750685,1.4536538,INS20250922082181
0.122306,-2.047132,2.2552416,0.7687463,-0.4006749,-4.130729,-1.561497,-0.5750697,INS20250523018662
-0.65092915,-2.565419,1.1379551,-1.9258466,0.775545,0.46615872,-4.005898,3.081092,INS20250716119492
-2.8413317,-2.5068722,0.19225575,0.65559113,-0.24184549,-3.4493117,-3.4509058,0.4208195,INS20250902068507
1.4669942,1.562102,2.5865226,0.80948126,-2.08307,-0.15473749,-4.671894,1.1845212,INS20250924082987
3.3713984,0.47147486,3.6320903,2.1533008,2.3330421,-0.42067957,-2.2729673,0.6532,INS20250508008957
0.91771495,-2.4519749,4.0574074,2.9814692,-0.64293325,0.6444809,-2.0891411,1.2645069,INS20250725122508
0.35420844,-1.0950348,1.1454471,0.77181774,0.73317504,-3.303528,-2.3600998,3.73228,INS20250803052292
-1.3855726,-0.8625251,1.9541335,-1.0794322,0.58088684,-1.4167942,-3.9959178,-3.4989586,INS20250830067389
0.02334806,1.088976,0.96498847,3.3212078,-1.0603193,-3.1096826,-3.646028,1.5565476,INS20250707042829
-1.686164,0.9830785,-0.43688896,0.7522035,3.0897012,0.07560559,-4.457619,-1.237985,INS20250906071616
2.935345,1.8825418,0.72279835,2.6676278,0.6377079,-0.55245554,-3.8753831,-0.09178693,INS20250902135028
-0.015337949,-1.5580459,2.7686656,2.0512931,-1.1819443,2.5203567,-3.7303898,0.106582925,INS20250707116548
-0.0277577,-0.15361778,3.499727,-0.41727483,-2.5005262,-1.4728347,-4.1193075,-1.1872066,INS20250709117273
1.1754922,-2.569466,0.31204417,2.4006453,1.4251964,1.3395045,-2.6274543,2.6334193,INS20250601024768
-1.1268333,-2.3779395,1.5274107,0.16027045,-0.9877105,-3.381257,-3.382903,-2.5709817,INS20250508008522
0.48251736,-0.47449794,1.2491539,-3.0816803,2.3331742,-2.018859,-3.3667266,-0.056777235,INS20250826065665
-1.9750304,1.7460253,1.7230828,2.442,1.9512135,-2.68123,-3.3278625,2.0198686,INS20251013148209
2.2531211,-2.2452075,2.1531656,-1.4675893,1.0777062,-2.7969053,-2.5997956,-2.0383193,INS20250521016823
-2.2461622,-2.5839393,2.4872067,2.53509,-1.1495602,-1.0002468,-2.396304,0.02990401,INS20251016090281
0.22432768,-0.28949657,4.7083807,1.625262,-0.99145436,-1.1367592,-1.9845365,-0.0752182,INS20250905135886
-0.66251594,1.294416,1.7447523,2.6620488,0.16927007,-0.21238074,-2.4968681,-1.0160571,INS20250512010908
4.03657,-0.6188667,2.6445234,2.3075824,2.5909126,-0.5300018,-2.1666217,0.0043667364,INS20250809056155
1.7195054,1.01909,2.8403172,3.5514288,0.5135744,-0.93552524,-2.8446796,2.7773283,INS20250701039557
2.0646338,1.4921823,0.9490205,-1.0190116,1.8851231,1.4694353,-5.4758644,0.6686031,INS20250630114554
-0.08776373,-1.5125626,-2.34421,1.8513973,0.53172743,-2.8805473,-4.1480994,-0.6415516,INS20250917077040
-1.2967199,0.72231543,2.8371003,2.4758089,3.2900686,-0.45542863,-2.2969713,2.0009363,INS20250925142499
2.403905,-2.2268922,0.018646479,3.8793437,1.3359814,0.39149058,-2.86258,-0.5337011,INS20250727123021
1.2839355,-0.4635034,-0.89964414,-0.6018679,1.6060302,-1.1782178,-4.434801,3.6579719,INS20250720047891
2.800258,-0.7751465,1.9259079,-1.5437393,0.5679802,-3.9334455,-2.951479,0.42904955,INS20250816059577
-1.4162788,-1.7744331,2.074587,0.8158317,-1.8568628,-0.23157927,-2.328006,-0.22064722,INS20250722048924
2.5018404,0.54426324,0.03250843,2.8172228,0.9529718,-3.658535,-3.0385795,0.13724712,INS20250922079666
0.43886697,1.1962124,2.849684,3.82112,-0.9157477,0.1808547,-3.5782826,-0.39989007,INS20250919077514
-0.047954068,-2.204255,4.6339326,-0.49739823,0.2572252,-0.055986647,-2.2949278,2.6430306,INS20250825132528
0.30331516,0.56914973,-1.0387491,-0.90896106,-0.8261391,-2.5080981,-4.762198,0.11798731,INS20251014148419
-1.6568006,1.2655007,-0.9863367,0.4827068,1.2340852,-0.20470865,-5.632435,-1.3405669,INS20250714045890
-1.6093348,-2.439574,-0.34238514,2.5081701,3.0789998,-2.2679799,-2.6080709,-1.3722633,INS20250627036783
-2.0998812,-0.6664574,0.51762944,-0.97471184,3.7112045,-0.9455366,-3.2165415,-0.95869696,INS20250605026261
-1.5350766,-0.7135199,0.34901366,0.51119643,0.17826173,-3.852069,-2.3234127,-0.37707946,INS20250802124940
1.4808369,-0.65055853,-0.4054427,2.5806677,-0.0072978293,1.2652295,-4.898564,-2.259665,INS20250713118743
-0.9821056,-0.36469713,3.301103,1.4538187,-2.7951953,-1.4252403,-3.8498502,-0.72360504,INS20250711044144
-1.0181242,0.44288397,4.594303,1.1108961,0.4408131,-2.2681644,-2.7385652,-2.1988525,INS20250729051191
1.3118956,-0.4316543,-0.05835825,0.60009307,2.6805968,-0.8113952,-4.095028,-3.587091,INS20250902069163
-0.8479836,1.247868,4.474512,-0.43194467,-0.5475807,-4.6180852e-05,-3.93719,1.2417333,INS20250705040904
-2.267905,-3.2708387,0.9676673,0.45078596,3.1619027,-2.3158567,-2.1150281,0.37412715,INS20250730124115
-0.0025921848,-3.4633694,-0.6691809,0.86336267,0.60973376,1.8808539,-4.2003317,-0.9241223,INS20250510098074
2.401019,0.64470434,0.22730684,2.085379,1.4172018,1.8406117,-4.1705203,-0.18338376,INS20250701039495
1.1455395,-0.77555895,0.44771636,2.127984,3.6009574,0.8409087,-2.3885856,1.6261694,INS20250617032777
-1.980715,1.0313313,1.8542695,0.81570965,-1.5007141,-1.3966825,-4.4756575,-1.4633434,INS20250706116333
0.5206955,0.6097395,1.088295,0.9146056,3.635178,-2.9631824,-1.7598768,0.7161959,INS20250428004336
-0.598582,1.503144,4.3882446,1.2426088,0.8655277,-1.8501164,-2.606469,-1.3446499,INS20250930144170
-2.0157707,-2.6602685,0.96275973,2.1715162,2.328036,1.3670524,-3.0721838,2.196878,INS20250804053208
-1.5200456,-0.8433778,3.6989655,1.5756758,2.4594798,0.15080994,-2.4412677,-2.5061815,INS20250620111137
1.2585104,-3.5053117,3.7315147,-1.5125501,-1.275002,0.10850008,-3.365766,0.15161939,INS20250521016897
-3.0224514,-1.2815474,1.7301986,-0.39910704,3.3523848,-1.3529915,-2.9803505,2.0939367,INS20250620111184
-1.74879,1.0592127,1.2096814,0.44951212,2.7391622,-2.219362,-3.4216113,-2.2284362,INS20250906071907
0.9796751,-0.4629903,1.3866762,1.7200534,3.4036162,2.279055,-3.47022,2.217591,INS20250501095055
-1.2748811,-2.7932837,1.3041832,1.4099755,1.0395739,-2.350475,-2.2682276,3.6839287,INS20250912138314
0.94214654,-3.6972322,0.38304186,2.0900838,0.95611024,-3.8674555,-2.2660503,-1.4250311,INS20250727123146
0.5589103,-4.495329,1.8823565,-0.117963016,-0.4971089,-1.6748661,-2.5585656,-1.6968145,INS20250915076037
-1.5827665,-1.9694495,0.75202155,-0.5843913,4.2200437,-1.8820968,-2.3134193,0.2575308,INS20251004145237
2.006211,-0.7142409,0.42942256,1.0878147,0.43016222,-5.034126,-2.8566687,0.46162412,INS20250707116675
-1.0540093,0.32339838,1.3115268,2.7014222,-1.4642853,0.8851565,-5.012996,-1.6399878,INS20250922081771
-0.31351215,-2.066703,1.0824305,1.294123,5.1600347,0.44114858,-2.5338244,0.96536636,INS20250627036640
-0.38771108,1.4102466,0.7222816,-1.3664511,-1.2456799,-1.4162856,-5.393898,0.024208214,INS20250716119759
0.31728077,-1.4662675,1.5010291,3.0524886,1.5187004,-2.168466,-1.4947813,-2.4943874,INS20251006146099
1.5831972,1.748584,3.861698,0.09325038,0.2067157,-3.1637468,-2.9835744,0.41264716,INS20250606027175
-1.0883272,-0.232682,1.1877774,-0.09439517,-2.6494553,0.3802315,-5.6079516,0.23861584,INS20250528103765
-1.7538973,-2.8285508,3.1789188,3.4825385,-0.34372866,-1.4684327,-1.9647743,-0.17462867,INS20250524019692
0.33954987,-3.3520558,0.23642994,2.8120666,-1.7849073,-2.5408058,-2.9462457,0.820579,INS20250909073046
-1.1341753,-1.3059958,1.3301955,1.201814,5.235503,0.3085716,-2.7650108,0.19997808,INS20250703115563
-0.013061864,-2.7501159,1.1573876,0.007518985,-1.908763,-1.5673091,-3.5089517,3.0705688,INS20250721048646
-1.8536533,-1.0916034,-1.4498892,0.18961723,2.3349066,-1.3728195,-3.6001158,-1.2393355,INS20250705040148
-2.2244024,0.26555073,-1.22755,2.4859896,0.0692438,-2.448199,-4.80964,0.42174911,INS20250530023405
1.2260199,-3.6142883,1.6267943,3.2503412,0.5106026,-1.3206567,-1.6248127,2.2163308,INS20250521017881
0.31735954,1.0513837,0.3405074,1.0936655,-0.63907313,-2.1356356,-4.272322,-2.4712338,INS20251011089429
0.6936267,-2.249013,-2.028521,1.7633506,0.83147615,0.92292887,-4.4194617,1.5300676,INS20250901134701
0.7239701,1.353455,0.5417795,0.12690116,-0.19376399,-1.8635868,-4.886991,-2.8581483,INS20250704039715
-1.578521,-3.282443,0.20390566,-1.253089,1.6866465,-1.6170996,-3.2412546,2.616781,INS20251001144537
-1.326712,-2.1676562,1.14633,0.71114343,2.8036346,-4.0504727,-2.0439515,2.13646,INS20250815058695
1.2868643,1.0490165,1.173121,-1.0460322,0.27336586,-2.8269942,-4.73251,-2.7715995,INS20250827066316
-0.8878847,-0.74330354,-0.1261184,1.3946943,2.761761,-2.8712635,-2.2488418,-1.5815442,INS20250516100137
2.7689536,0.31767517,3.575889,-0.036356386,-0.98385406,-1.0216477,-3.2094524,2.1842365,INS20250802125075
-1.9622914,0.4145072,0.83028,0.9149003,2.546898,-2.8028562,-3.2238984,-2.282223,INS20251018149941
-2.527165,-3.0737882,1.5269291,1.8075826,-0.3164558,-0.6062536,-2.6150208,-1.3511661,INS20250504096133
-1.3466867,-4.2778926,0.5213181,0.41933912,1.959436,0.24806355,-2.698618,-1.4122255,INS20250906136419
-1.2314831,0.5561328,0.87186503,2.5045798,2.6703072,0.56221044,-2.8072398,-1.5954391,INS20250530023785
1.4495789,-0.24881285,-1.0614411,2.1843376,1.871538,0.06494875,-3.5455992,2.8126352,INS20250530104632
1.4736999,-2.7448962,3.1655145,-1.8439139,-1.5204138,0.24955672,-3.861335,-0.06543087,INS20250620111406
-2.5392344,-0.33917394,0.60027915,2.5902176,1.1164691,0.6233233,-3.7591836,-1.5219762,INS20250501095309
-0.8738216,-0.02982917,3.745045,0.78632027,0.9397763,-2.3851836,-2.4298892,-2.9380105,INS20251010147284
-0.019757813,-0.88828915,2.941227,-1.0219481,2.8998747,-3.0170922,-1.9248203,-1.8930888,INS20250827133225
-0.63336056,0.87462175,4.5694203,0.35957226,2.6436722,-0.0920456,-2.33676,1.0311047,INS20251006088260
-0.41019094,-2.3245435,-0.8482239,-0.19482708,-0.336809,1.115511,-4.9734783,2.2294621,INS20250512010860
0.2701628,0.5476158,2.451884,-2.1106818,0.28303045,-2.2372298,-2.627413,0.20676242,INS20250830134235
0.76613647,0.82468325,0.7967421,-1.4816192,0.8639843,-4.0687714,-4.1355247,2.1897302,INS20250425093231
-0.9146687,0.71329224,3.5427153,2.1900656,-1.1099263,-3.224487,-2.7768104,1.1045974,INS20250710117713
2.6860547,-1.5280695,-0.9550895,3.1343482,1.8388896,0.4489716,-3.3843353,0.20734811,INS20251008146539
3.2961004,-1.2876757,1.3378614,-1.0301827,3.650945,-1.7903701,-2.8716347,-0.96058947,INS20250429094676
-1.5295929,-0.5830872,1.4717394,4.827969,0.7688471,-1.3533323,-2.561153,0.36572677,INS20250821063013
3.170196,-2.3109782,-0.09328622,1.0628998,1.3752869,1.0091388,-3.893111,-2.0065308,INS20250617032050
-1.0977812,-0.6022279,0.99606544,3.0792584,1.0941675,-4.238101,-2.2132416,-0.15551996,INS20250524018718
3.1001277,-0.515472,2.3129578,-0.8291689,-0.31578645,-3.4047728,-2.968083,-0.47262034,INS20250530104549
0.5562812,-3.5281303,4.4160357,-0.358087,0.55802304,-1.4965247,-1.8208812,-1.2401615,INS20250916076753
0.12512471,-1.5179282,2.7347603,-0.8908732,0.4413941,2.33304,-3.7147589,-1.4934236,INS20250924082930
0.087813094,-0.73477757,0.747508,-3.1102927,-0.4052704,-1.9406164,-4.7498207,1.1772968,INS20250615031562
0.41515437,-0.043785095,4.2140317,3.5928257,1.8436276,-0.84016067,-1.9301518,-1.5052642,INS20250612108605
-1.1832547,-0.9547518,-0.5881018,2.1975646,2.2990456,-1.952048,-2.3804185,-1.8037231,INS20250709043133
1.8984275,-3.370421,1.8137109,-2.4158773,1.746443,-0.32904172,-2.8629525,0.85200393,INS20250525020967
0.56495535,-3.23314,1.2884854,-0.24299528,2.657364,1.80578,-3.207597,-1.8700037,INS20250705040789
-1.2999276,-2.3695476,4.448017,0.3928833,1.6437294,-2.7150826,-1.4275616,-0.31112716,INS20250730051665
-1.2835554,-2.2202792,1.1337851,2.0035238,0.24096955,-2.5179298,-2.5722704,3.7762299,INS20250902068824
